species,adult_mob,wcol,log_l,log_f,age_mat,troph
pagurus hartae,mig,ben,-0.059317999999999954,9.477844000000001,4.03413,2.986666666666667
pagurus hemphilli,mig,ben,0.33647,8.414254,3.541004,2.986666666666667
pagurus hirsutiusculus,mob,ben,-1.098048,8.118193999999999,3.508,2.986666666666667
pagurus hirtimanus,mob,rf,-2.369776,8.237770000000001,4.05323,2.986666666666667
pagurus impressus,mig,ben,0.16532599999999997,9.73181,3.008,2.986666666666667
pagurus iridocarpus,mig,ben,-0.983354,8.86861,4.82355,2.986666666666667
pagurus kennerlyi,mig,ben,-0.250714,8.303376,3.217454,2.986666666666667
pagurus kulkarnii,mob,ben,-0.146434,9.300894,3.08768,2.986666666666667
pagurus longicarpus,mig,ben,0.93609,7.5221,3.88768,2.986666666666667
pagurus macardlei,mob,ben,-1.490922,8.252676,4.617454,2.986666666666667
pagurus maclaughlinae,mig,ben,-0.13117600000000001,8.7319,2.48768,2.986666666666667
pagurus marshi,mob,ben,-0.495136,9.188364,3.55768,2.986666666666667
pagurus nesiotes,mig,ben,-0.939944,8.999868,3.94536,2.986666666666667
pagurus ochotensis,mob,ben,-2.53448,5.79971,3.54536,2.986666666666667
pagurus perlatus,mig,ben,-0.132424,8.115742000000001,3.32355,2.986666666666667
pagurus politus,mig,ben,-0.008524000000000009,8.746018,2.61123,2.986666666666667
pagurus pollicaris,mob,ben,0.09502799999999999,8.566768,3.641004,2.986666666666667
pagurus prideaux,mig,ben,1.17712,8.436804,4.18768,3.37
pagurus pubescens,mig,ben,0.23665,7.152888,3.48768,2.986666666666667
pagurus quaylei,mob,ben,-1.036146,7.952218,3.651318,2.986666666666667
pagurus rathbuni,mob,ben,-0.40728600000000004,8.080976,2.63155,2.986666666666667
pagurus redondoensis,mob,ben,-0.983264,9.195108,4.417454,2.986666666666667
pagurus rotundimanus,mig,ben,0.594402,7.563384,2.98768,2.986666666666667
pagurus samuelis,mob,ben,-0.974946,7.366562,3.73413,2.986666666666667
pagurus setosus,mob,ben,-1.523328,7.997548,3.98768,2.986666666666667
pagurus sinuatus,mob,ben,-0.904792,9.4107,3.908,2.986666666666667
pagurus spilocarpus,mob,ben,-0.577098,7.592102,3.008,2.986666666666667
pagurus stevensae,mob,ben,-1.765016,10.14773,4.82355,2.986666666666667
pagurus stimpsoni,mob,ben,-1.0134400000000001,9.0586,4.14536,2.986666666666667
pagurus tanneri,mob,ben,-2.43766,9.107873999999999,3.875134,2.986666666666667
pagurus townsendi,mig,ben,-0.27682,10.275604,3.417454,2.986666666666667
pagurus trigonocheirus,mig,ben,-2.331568,9.582952,4.23413,2.986666666666667
pagurus undosus,mig,ben,0.677848,8.672492,2.53239,2.986666666666667
pagurus villosus,mob,ben,-1.02619,9.271138,4.417454,2.986666666666667
palaemon adspersus,mig,ben,2.07944,3.4538800000000003,3,2
palaemon affinis,mig,ben,1.6378476666666666,3.4538800000000003,3,2.725
palaemon africanus,mig,rf,1.2951219999999999,3.4538800000000003,3,2.725
palaemon annandalei,mig,rf,1.4589646666666667,3.4538800000000003,3,2.725
palaemon audouini,mig,rf,1.437,3.4538800000000003,3,2.725
palaemon capensis,mig,rf,1.5853193333333333,3.4538800000000003,3,2.725
palaemon carinicauda,mig,rf,1.708948,3.4538800000000003,3,2.725
palaemon concinnus,mig,ben,1.3164216666666666,3.4538800000000003,3,2.725
palaemon curvirostris,mig,rf,1.432083,3.4538800000000003,3,2.725
palaemon debilis,mig,ben,1.5468623333333333,3.4538800000000003,3,2.725
palaemon dolospinus,mig,rf,1.4633,3.4538800000000003,3,2.725
palaemon elegans,mig,ben,1.79176,3.4538800000000003,3,2.39
palaemon floridanus,mig,ben,1.7127966666666667,3.4538800000000003,3,2.725
palaemon gladiator,mig,ben,1.5181153333333333,3.4538800000000003,3,2.725
palaemon gracilis,mig,ben,1.955704,3.4538800000000003,3,2.725
palaemon gravieri,mig,pel,1.8939966666666666,3.4538800000000003,3,2.725
palaemon guangdongensis,mig,rf,1.5599623333333335,3.4538800000000003,3,2.725
palaemon hainanensis,mig,rf,1.3346366666666667,3.4538800000000003,3,2.725
palaemon hancocki,mig,ben,1.63698,3.4538800000000003,3,2.725
palaemon hiltoni,mig,rf,1.686777,3.4538800000000003,3,2.725
palaemon intermedius,mig,rf,1.3143713333333333,3.4538800000000003,3,2.725
palaemon khori,mig,ben,1.5612353333333333,3.4538800000000003,3,2.725
palaemon kwangtung,mig,rf,1.673694,3.4538800000000003,3,2.725
palaemon leucurus,mig,rf,1.513611,3.4538800000000003,3,2.725
palaemon litoreus,mig,rf,1.3122836666666666,3.4538800000000003,3,2.725
palaemon longirostris,mig,ben,1.45278,3.4538800000000003,3,2.725
palaemon macrodactylus,mig,ben,1.51513,3.4538800000000003,3,3.55
palaemon maculatus,mig,ben,1.45862,3.4538800000000003,3,2.725
palaemon mani,mig,rf,1.3904826666666668,3.4538800000000003,3,2.725
palaemon miyadii,mig,rf,1.3434876666666666,3.4538800000000003,3,2.725
palaemon mundusnovus,mig,rf,1.742026,3.4538800000000003,3,2.725
palaemon northropi,mig,ben,1.6178363333333334,3.4538800000000003,3,2.725
palaemon octaviae,mig,rf,1.5533406666666667,3.4538800000000003,3,2.725
palaemon ogasawaraensis,mig,rf,1.4248626666666666,3.4538800000000003,3,2.725
palaemon orientis,mig,rf,1.5376643333333333,3.4538800000000003,3,2.725
palaemon ortmanni,mig,ben,1.8005096666666667,3.4538800000000003,3,2.725
palaemon pacificus,mig,ben,1.6353253333333333,3.4538800000000003,3,2.725
palaemon paivai,mig,rf,1.5549736666666667,3.4538800000000003,3,2.725
palaemon paucidens,mig,ben,1.7780023333333332,3.4538800000000003,3,2.725
palaemon peringueyi,mig,rf,1.710064,3.4538800000000003,3,2.725
palaemon peruanus,mig,rf,1.4140926666666667,3.4538800000000003,3,2.725
palaemon powelli,mig,rf,1.299029,3.4538800000000003,3,2.725
palaemon pugio,mig,rf,1.656261,3.4538800000000003,3,2.725
palaemon ritteri,mig,bp,1.4263013333333334,3.4538800000000003,3,2.725
palaemon schmitti,mig,rf,1.258695,3.4538800000000003,3,2.725
palaemon semmelinkii,mig,ben,1.5306513333333334,3.4538800000000003,3,2.725
palaemon serenus,mig,rf,1.3317243333333333,3.4538800000000003,3,2.725
palaemon serratus,mig,ben,2.3979,3.4538800000000003,3,2.69
palaemon serrifer,mig,ben,1.2723119999999999,3.4538800000000003,3,2.725
palaemon sewelli,mig,ben,1.676129,3.4538800000000003,3,2.725
palaemon styliferus,mig,ben,1.5862336666666668,3.4538800000000003,3,2.37
palaemon tenuidactylus,mig,ben,1.852193,3.4538800000000003,3,2.725
palaemon varians,mig,rf,1.4315353333333334,3.4538800000000003,3,2.725
palaemon vicinus,mig,rf,1.5253596666666667,3.4538800000000003,3,2.725
palaemon vietnamicus,mig,rf,1.4807873333333335,3.4538800000000003,3,2.725
palaemon vulgaris,mig,rf,1.6856903333333333,3.4538800000000003,3,2.725
palaemon xinjiangensis,mig,rf,1.4210096666666667,3.4538800000000003,3,2.725
palaemon xiphias,mig,ben,1.8718,4.57025,3.194841,3.35
palaemon yamashitai,mig,rf,1.605339,3.4538800000000003,3,2.725
palaemon zariquieyi,mig,rf,1.6293376666666666,3.4538800000000003,3,2.725
palaeobrissus hilgardi,mob,ben,2.2600540000000002,13.81551,3,2.6695
palaeocoma escheri,mob,ben,2.770866,13.81551,3,2.384
palaeocoma milleri,mob,ben,3.313938,13.81551,2.653242,2.376
palaeocoma raiblana,mob,ben,3.068136,13.81551,3,2.734
palaeocomatella decora,sed,rf,1.69974,8.05905,3,3.4364
palaeocomatella difficilis,sed,ben,1.3239,8.05905,3,3.4384
palaeocomatella hiwia,sed,ben,1.498898,8.05905,3,3.4344
palaeodiadema gauthieri,mob,rf,1.585506,13.81551,3,2.836
palaeodiadema multiforme,mob,rf,1.575767,13.81551,3,2.4685
palaeodiadema reingardae,mob,rf,1.145446,13.81551,3,2.6565
palaeoendeis elmii,mob,rf,-2.4403406666666667,3.4538800000000003,3,3.743388888888889
palaeoisopodus problematicus,mob,rf,-1.1957313333333333,3.4538800000000003,3,3.388091492063492
palaeopantopus maucheri,mob,rf,-1.672924,3.4538800000000003,3,3.1998444444444445
palaeopycnogonides gracilis,mob,rf,-2.792876666666667,3.4538800000000003,3,3.8917213333333334
palaeostoma kairukuensis,mob,ben,2.311421,13.81551,3,2.7015
palaeostoma mirabile,mob,ben,2.293883,13.81551,3,2.665
palaeothea devonica,mob,rf,-1.4394946666666668,3.4538800000000003,3,3.959142857142857
palaeotrochodota jagti,mob,ben,1.12289,13.81551,3,2.84
palaeotrochodota ogrodzieniecensis,mob,ben,1.509922,13.81551,3,2.93
palaeotropus josephinae,mob,ben,2.504462,13.81551,3,2.6715
palaeotropus thomsoni,mob,ben,2.54956,13.81551,3,2.7319999999999998
palaeotropus uniporum,mob,ben,2.371557,13.81551,3,2.6189999999999998
palatogobius grandoculus,sed,ben,1.16315,8.579708,1.47962,3.484
palatogobius paradoxus,sed,ben,1.17865,9.4368,1.895778,3.461377777777778
paleopneustes cristatus,mob,ben,2.427937,13.81551,3,2.8405
paleopneustes elevatus,mob,ben,2.427635,13.81551,3,2.6695
paleopneustes holmani,mob,ben,2.38216,13.81551,3,2.722
paleopneustes jimenoi,mob,ben,2.065879,13.81551,3,2.629
paleopneustes lepidus,mob,ben,2.467853,13.81551,3,2.616
paleopneustes periturus,mob,ben,2.3107,13.81551,3,2.8535
paleopneustes priscus,mob,ben,2.174182,13.81551,3,2.613
paleopneustes psoidoperiodus,mob,ben,2.444613,13.81551,3,2.7085
paleopneustes tholoformis,mob,ben,2.289107,13.81551,3,2.8754999999999997
paleotrema loveni,mob,ben,2.165034,13.81551,3,2.7545
paleotrema ovatum,mob,ben,2.230019,13.81551,3,2.9385
palephyra antiqua,mob,pel,0.69315,8.05905,2.8538,3.107
palephyra indica,mob,pel,0.47,8.05905,3.4138,3.044
palephyra pelagica,mob,pel,0.18232,8.05905,3.300792,3.1972
palhemiaster ibericus,mob,ben,2.506548,13.81551,3,2.775
palhemiaster natalyae,mob,ben,2.39495,13.81551,3,2.881
palibythus magnificus,mig,ben,3.40685,11.076118,2.8175499999999998,3.7447333333333335
palinurellus gundlachi,mig,ben,2.70805,11.543234,3.09181,3.2063333333333333
palinurellus wieneckii,mig,ben,2.99573,9.890344,3.31284,3.2587619047619047
palinurus barbarae,mig,ben,1.3039180000000001,10.091292,4.211092,3.44
palinurus charlestoni,mig,ben,3.91202,10.881384,3.175134,3.44
palinurus delagoae,mig,ben,3.35341,9.95195,3.057454,3.44
palinurus elephas,mig,ben,2.83027,12.21379,4.587275,3.34
palinurus gilchristi,mig,ben,2.97532,10.584399,3.092611,3.44
palinurus mauritanicus,mig,ben,3.4012,10.639534,3.25846,3.54
palinustus mossambicus,mig,ben,2.46385,10.237474,3.66543,3.5556472727272728
palinustus truncatus,mig,ben,2.30259,10.897942,3.194,3.5894
palinustus waguensis,mig,ben,2.63906,9.547394,3.572478,3.5304
palio dubia,sed,ben,0.18232,10.292318,3.3338099999999997,3.308
palisa papillata,sed,ben,0.47,12.126306000000001,5.482,3.8918461538461537
pallasina aix,mob,rf,2.9779313333333333,10.93728,3.6666666666666665,3.138679762492861
pallasina barbata,mob,ben,2.83321,10.93728,3.6666666666666665,3.1508032109873256
pallenella ambigua,mob,rf,-1.86022,3.4538800000000003,3,4.4612
pallenella brevicephala,mob,rf,-1.924884,3.4538800000000003,3,4.447933333333333
pallenella chevron,mob,rf,-2.6656226666666667,3.4538800000000003,3,4.4612
pallenella constricta,mob,rf,-1.5213293333333333,3.4538800000000003,3,4.447933333333333
pallenella difficile,mob,rf,-2.2514366666666668,3.4538800000000003,3,4.444066666666667
pallenella flava,mob,rf,-1.6003333333333334,3.4538800000000003,3,4.441133333333333
pallenella gracilis,mob,rf,-1.718326,3.4538800000000003,3,4.4505333333333335
pallenella harrisi,mob,rf,-1.6782606666666666,3.4538800000000003,3,4.4402
pallenella inflata,mob,rf,-1.3747913333333333,3.4538800000000003,3,4.460866666666667
pallenella laevis,mob,ben,-1.6840933333333334,3.4538800000000003,3,4.427266666666667
pallenella pachycheira,mob,ben,-0.9811353333333334,3.4538800000000003,3,4.4518
pallenella reflexa,mob,rf,-2.6678033333333335,3.4538800000000003,3,4.444066666666667
pallenella tasmania,mob,rf,-1.6804933333333334,3.4538800000000003,3,4.457333333333334
pallenella watsonae,mob,rf,-1.9972453333333333,3.4538800000000003,3,4.467666666666667
pallenoides amazonica,mob,ben,-1.9139053333333333,3.4538800000000003,3,4.434333333333334
pallenoides opuntia,mob,ben,-1.2445106666666668,3.4538800000000003,3,4.4538
pallenoides proboscidea,mob,ben,-1.34394,3.4538800000000003,3,4.4534666666666665
pallenoides spinulosum,mob,ben,-1.95287,3.4538800000000003,3,4.447
pallenoides stylirostrum,mob,ben,-1.8019306666666668,3.4538800000000003,3,4.4234
pallenopsis alcocki,mob,ben,-1.186528,3.4538800000000003,3,4.216282666666666
pallenopsis angusta,mob,ben,-0.7409046666666667,3.4538800000000003,3,4.178970666666666
pallenopsis arctica,mob,ben,-0.048491333333333386,3.4538800000000003,3,4.210970666666666
pallenopsis aulaeturcarum,mob,rf,-0.9128113333333333,3.4538800000000003,3,4.194928
pallenopsis boehmi,mob,ben,-0.612948,3.4538800000000003,3,4.1793466666666665
pallenopsis brevidigitata,mob,ben,-0.456446,3.4538800000000003,3,4.168304
pallenopsis bulbifera,mob,ben,-0.30527066666666663,3.4538800000000003,3,4.216261333333334
pallenopsis buphtalmus,mob,ben,-0.9673733333333333,3.4538800000000003,3,4.20624
pallenopsis candidoi,mob,ben,-1.089758,3.4538800000000003,3,4.21924
pallenopsis capensis,mob,ben,-0.959634,3.4538800000000003,3,4.237552
pallenopsis childi,mob,ben,-0.7276586666666667,3.4538800000000003,3,4.178992
pallenopsis cidaribatus,mob,rf,-1.0655053333333333,3.4538800000000003,3,4.264197333333334
pallenopsis conirostris,mob,ben,-0.24252933333333337,3.4538800000000003,3,4.179573333333333
pallenopsis creekiana,mob,ben,-0.997152,3.4538800000000003,3,4.182594666666667
pallenopsis crosslandi,mob,ben,-0.6554186666666667,3.4538800000000003,3,4.210970666666666
pallenopsis denticulata,mob,ben,-1.1830893333333332,3.4538800000000003,3,4.177282666666667
pallenopsis dentifera,mob,ben,-0.8612593333333334,3.4538800000000003,3,4.168304
pallenopsis desperado,mob,rf,-0.681836,3.4538800000000003,3,4.285552
pallenopsis fluminensis,mob,ben,-0.4660226666666667,3.4538800000000003,3,4.172282666666667
pallenopsis forficifera,mob,ben,-0.3364813333333334,3.4538800000000003,3,4.176637333333333
pallenopsis gippslandiae,mob,ben,-0.4936326666666667,3.4538800000000003,3,4.177282666666667
pallenopsis gracilis,mob,rf,-1.3949206666666667,3.4538800000000003,3,4.247616
pallenopsis gurjanovi,mob,ben,-0.6221893333333334,3.4538800000000003,3,4.221594666666666
pallenopsis hodgsoni,mob,ben,-0.7239146666666667,3.4538800000000003,3,4.189594666666666
pallenopsis hoeki,mob,ben,-1.175446,3.4538800000000003,3,4.176616
pallenopsis hoekiana,mob,ben,-1.4482086666666667,3.4538800000000003,3,4.169928
pallenopsis intermedia,mob,ben,-0.37750200000000006,3.4538800000000003,3,4.211378
pallenopsis kempfi,mob,ben,-0.9990173333333333,3.4538800000000003,3,4.200885333333334
pallenopsis kupei,mob,ben,2.07944,3.4538800000000003,3,4.171261333333334
pallenopsis latefrontalis,mob,ben,-1.3840973333333333,3.4538800000000003,3,4.178992
pallenopsis lateralia,mob,rf,-0.4066686666666667,3.4538800000000003,3,4.189616
pallenopsis lattina,mob,ben,-0.8417613333333334,3.4538800000000003,3,4.238218666666667
pallenopsis latus,mob,ben,2.3979,3.4538800000000003,3,4.24824
pallenopsis leiopus,mob,ben,-0.36245733333333335,3.4538800000000003,3,4.173616
pallenopsis macneilli,mob,ben,-1.861032,3.4538800000000003,3,4.178970666666666
pallenopsis macronyx,mob,ben,-1.1460513333333333,3.4538800000000003,3,4.22224
pallenopsis mariae,mob,ben,-0.795922,3.4538800000000003,3,4.179573333333333
pallenopsis mascula,mob,ben,-1.192198,3.4538800000000003,3,4.22224
pallenopsis mauii,mob,ben,-0.24356400000000003,3.4538800000000003,3,4.189616
pallenopsis meinerti,mob,ben,-1.1216613333333334,3.4538800000000003,3,4.221034666666666
pallenopsis mixta,mob,ben,-0.6903320000000001,3.4538800000000003,3,4.209261333333333
pallenopsis notiosa,mob,ben,-1.3506733333333334,3.4538800000000003,3,4.184949333333333
pallenopsis obliqua,mob,ben,-0.8337353333333334,3.4538800000000003,3,4.216282666666666
pallenopsis obstaculumsuperavit,mob,rf,-0.6894993333333334,3.4538800000000003,3,4.165573333333334
pallenopsis ovalis,mob,ben,-1.0287893333333333,3.4538800000000003,3,4.200282666666666
pallenopsis patagonica,mob,ben,-0.3501726666666667,3.4538800000000003,3,4.178928
pallenopsis persimilis,mob,ben,-0.8191846666666667,3.4538800000000003,3,4.177282666666667
pallenopsis pilosa,mob,ben,1.94591,3.4538800000000003,3,4.241552
pallenopsis rotunda,mob,rf,-1.1516153333333334,3.4538800000000003,3,4.21368
pallenopsis schmitti,mob,ben,0,3.4538800000000003,3,4.138928
pallenopsis sexacentra,mob,ben,-0.3157233333333333,3.4538800000000003,3,4.266552
pallenopsis sibogae,mob,ben,-0.6785506666666667,3.4538800000000003,3,4.188389333333333
pallenopsis spicata,mob,ben,-1.1151226666666667,3.4538800000000003,3,4.216928
pallenopsis spinipes,mob,ben,-0.858182,3.4538800000000003,3,4.248261333333334
pallenopsis temperans,mob,ben,-1.1721713333333335,3.4538800000000003,3,4.22224
pallenopsis tongaensis,mob,ben,-1.4701293333333334,3.4538800000000003,3,4.221573333333334
pallenopsis triregia,mob,ben,-0.6062813333333333,3.4538800000000003,3,4.210949333333334
pallenopsis truncatula,mob,rf,-0.8790753333333333,3.4538800000000003,3,4.25768
pallenopsis tumidula,mob,ben,-0.6845693333333334,3.4538800000000003,3,4.216928
pallenopsis vanhffeni,mob,rf,-0.36651666666666666,3.4538800000000003,3,4.221594666666666
pallenopsis vanhoeffeni,mob,ben,-0.8904106666666667,3.4538800000000003,3,4.184304
pallenopsis variioculata,mob,ben,-0.5190646666666666,3.4538800000000003,3,4.176616
pallenopsis verrucosa,mob,ben,-1.0077113333333334,3.4538800000000003,3,4.184304
pallenopsis villosa,mob,ben,-1.1809846666666668,3.4538800000000003,3,4.184304
pallenopsis virgata,mob,ben,-1.4298666666666666,3.4538800000000003,3,4.172282666666667
pallenopsis yepayekae,mob,rf,-1.208548,3.4538800000000003,3,4.189616
palmadusta androyensis,sed,ben,0.53063,11.508884,3.989578,3.15011
palmadusta artuffeli,sed,ben,0.91629,11.508884,5.359999999999999,3.09315
palmadusta asellus,sed,ben,0.972955,13.009605,4.73455,3.089698076923077
palmadusta clandestina,sed,ben,0.91629,14.732504,4.60478,3.1044
palmadusta contaminata,sed,ben,0.37097,11.856292,4.331694,3.15805
palmadusta diluculum,sed,ben,1.09861,12.779944,3.59497,3.17975
palmadusta lentiginosa,sed,ben,1.09861,11.508884,4.40555,3.098446153846154
palmadusta saulae,sed,ben,1.09861,13.120694,3.79181,3.110646153846154
palmadusta ziczac,sed,ben,0.8047200000000001,12.662196999999999,4.749499,3.272998076923077
palmoliparis beckeri,mob,ben,3.73767,10.93728,3.6666666666666665,3.65
palmulacypraea katsuae,sed,ben,0.83291,10.59189,3.98555,3.399846153846154
palmulacypraea omii,sed,ben,0.58779,12.2037,4.36355,3.10215
palola siciliensis,sed,ben,4.00733,6.377923999999999,3,2
palutrus meteori,sed,rf,1.82455,8.228752,4.010308,3.41
palutrus pruinosa,sed,rf,0.53063,7.307259999999999,1.43491,3.4456
palutrus reticularis,sed,rf,0.83291,8.198912,1.3,3.44
palutrus scapulopunctatus,sed,ben,1.84055,7.113702,2.03874,3.422999996185303
pampus argenteus,mob,bp,3.27714,11.060145454545454,3.078084,3.23
pampus candidus,mob,rf,3.164012,10.93728,3.6666666666666665,3.415
pampus chinensis,mob,bp,3.68888,10.93728,3.6666666666666665,3.6
pampus echinogaster,mob,bp,4.09434,10.93728,3.6666666666666665,3.415
pampus liuorum,mob,rf,3.2066223333333332,10.93728,3.6666666666666665,3.415
pampus minor,mob,bp,2.59824,10.93728,3.6666666666666665,3.415
pampus punctatissimus,mob,bp,3.25037,10.93728,3.6666666666666665,3.415
pandaka lidwilli,sed,pel,0.69315,8.460538,1,3.43
pandaka pusilla,sed,ben,0.48551,7.872338,1.3,3.475600000190735
pandaka pygmaea,sed,ben,0.13976,8.068376,1.53491,3.446
pandaka rouxi,sed,bp,0.18232,7.48389,1.93491,3.378599996185303
pandaka trimaculata,sed,bp,0.26236,8.157126,4.022184,3.461377777777778
pandalina brevirostris,mob,ben,0.9605,6.404072,3.676182,3.4947
pandalus borealis,mig,bp,0.96317,7.78322,5.151025,3.07
pandalus danae,mig,ben,1.016186,7.4977920000000005,3.516182,3.295
pandalus eous,mob,ben,-0.13247400000000012,7.20321,4.474088,3.295
pandalus goniurus,mig,ben,2.65324,7.431814,4.051318,3.22
pandalus gurneyi,mig,ben,2.70805,7.214406,4.716408,3.295
pandalus hypsinotus,mig,ben,3.03975,7.682112,5.510824,3.295
pandalus jordani,mig,ben,1.09861,7.508748,5.110044,3.23
pandalus latirostris,mig,pel,2.75366,7.303164,3.858192,3.295
pandalus montagui,mig,ben,1.8446440000000002,7.128161,2.95489,3.295
pandalus nipponensis,mob,ben,-0.20498400000000006,6.907884,4.952364,3.295
pandalus platyceros,mig,ben,3.4012,7.65925,5.944954,3.66
pandalus stenolepis,mig,ben,1.642268,7.068018,4.71614,3.295
pandalus tridens,mob,ben,-1.513798,7.781476,5.067724,3.295
pandaros acanthifolium,ses,ben,2.670208,5.75646,1.75,2
pandea conica,sed,ben,0,8.05905,2.5138,3.2
pandea rubra,sed,pel,2.0149,8.05905,1.4283919999999999,3.45
pandeopsis ikarii,sed,pel,-0.79851,8.05905,1.914592,3.3120000000000003
pandora albida,sed,ben,1.11021,15.649498000000001,2.37884,2
pandora arenosa,sed,ben,0.18232,15.649498000000001,2.37884,2.072
pandora bilirata,sed,ben,0.40547,14.732504,2.68942,2
pandora bushiana,sed,ben,0.91629,14.732504,2.06826,2
pandora filosa,sed,ben,0.91629,13.81551,2.68942,2
pandora gouldiana,sed,ben,1.25276,14.732504,2.37884,2
pandora trilineata,sed,ben,1.06471,14.732504,2.68942,2
pandora wardiana,sed,ben,1.70475,14.732504,2.37884,2
pangasius elongatus,mob,bp,3.33932,10.083796,3.1719999999999997,2.369999885559082
pangasius krempfi,mob,bp,4.78749,8.814466,2.80425,2
pangasius kunyit,mob,bp,4.36233,10.810838,2.454616,2.82
pangasius mahakamensis,mig,bp,2.90142,10.535053999999999,4.087274,2.59
pangasius mekongensis,mob,bp,3.3350839999999997,11.105262,2.301638,2.6439999771118163
pangasius pangasius,mob,bp,4.38015,11.421232,3.133862,3.44
pangasius polyuranodon,mob,bp,4.38203,13.025182,1.582278,2.6439999771118163
pangio muraeniformis,mob,ben,1.28093,11.339426,1.917454,3.2148666666666665
panna heterolepis,sed,bp,3.06339,14.72419,2.78,3.8954032258064517
panna microdon,sed,ben,3.4012,11.667755999999999,4.48942,3.8026060606060605
panna perarmatus,sed,bp,3.91202,14.932672,2.37884,3.848711111111111
panningia bispicula,sed,ben,2.1159126666666666,9.210339999999999,3,3.1283333333333334
panningia crosnieri,sed,rf,2.3374403333333333,9.210339999999999,3,3.0895
panningia curvata,sed,rf,1.8474443333333332,9.210339999999999,3,3.0216666666666665
panningia fastigata,sed,rf,2.157555,9.210339999999999,3,3.0856666666666666
panningia hyndmani,sed,ben,1.60944,9.210339999999999,3,3.2376666666666667
panningia pseudocurvata,sed,rf,2.144395333333333,9.210339999999999,3,2.942
panningia trispicula,sed,rf,2.1132713333333335,9.210339999999999,3,3.0423333333333336
panopeus africanus,mig,ben,1.22378,6.558574,3.39181,2.7649999999999997
panopeus americanus,mig,ben,0.05827,6.537314,3.475134,2.7649999999999997
panopeus harttii,mig,ben,0.47781399999999996,7.216488,3.008,2.7649999999999997
panopeus herbstii,mob,ben,0.371058,6.652182,3.62355,2.71
panopeus lacustris,mig,ben,0.58592,7.558908,3.2471,2.7649999999999997
panopeus obesus,mob,ben,-0.48804600000000004,7.107664,3.960364,2.82
panopeus occidentalis,mig,ben,0.37156,6.989364,3.72355,2.7649999999999997
panopeus rugosus,mob,ben,0.01925999999999999,6.897646,3.308,2.7649999999999997
panopeus simpsoni,mob,ben,-0.989962,7.028182,4.260364,2.7649999999999997
panoumethus dubius,ses,bp,2.276685,5.007529999999999,3,2
panousea africana,ses,bp,1.924753,5.007529999999999,3,2
pantachogon haeckeli,mob,pel,0.47,8.05905,3,3.1
pantachogon militare,mob,pel,0,8.05905,1.840792,3.174
pantachogon scotti,mob,pel,-1.20397,8.05905,2.400792,2.9832
pantanodon madagascariensis,mob,bp,1.22378,4.162826,1.57884,3.098000005245209
pantanodon stuhlmanni,mob,bp,1.60944,4.7149719999999995,2.5,3.307
pantolabus radiatus,mob,rf,3.68888,13.81551,3,3.299111111111111
pantopipetta angusta,mob,ben,-1.8821313333333334,3.4538800000000003,3,4.08585
pantopipetta armata,mob,ben,-1.5924960000000001,3.4538800000000003,3,4.212316666666666
pantopipetta armoricana,mob,ben,-2.111423333333333,3.4538800000000003,3,4.2156
pantopipetta australis,mob,ben,-2.1305246666666666,3.4538800000000003,3,4.0346
pantopipetta auxiliata,mob,ben,-1.3819093333333334,3.4538800000000003,3,4.273266666666666
pantopipetta bilobata,mob,ben,-1.506856,3.4538800000000003,3,4.3198
pantopipetta brevipilata,mob,ben,-1.7154373333333333,3.4538800000000003,3,4.3384
pantopipetta buccina,mob,ben,-1.8631366666666667,3.4538800000000003,3,4.265466666666667
pantopipetta capensis,mob,ben,-1.8762686666666666,3.4538800000000003,3,3.9970666666666665
pantopipetta clavata,mob,ben,-2.580998666666667,3.4538800000000003,3,3.937466666666667
pantopipetta gracilis,mob,ben,-1.9724673333333334,3.4538800000000003,3,4.1144
pantopipetta lata,mob,ben,-2.06441,3.4538800000000003,3,4.270266666666666
pantopipetta longituberculata,mob,ben,-2.2291486666666667,3.4538800000000003,3,4.194933333333333
pantopipetta oculata,mob,ben,-2.0925266666666666,3.4538800000000003,3,4.230666666666667
pantopipetta weberi,mob,ben,-2.4397393333333333,3.4538800000000003,3,3.966666666666667
panturichthys fowleri,mig,ben,4.200669666666666,10.93728,6.166666666666667,3.24
panturichthys isognathus,mig,ben,3.48124,10.93728,6.166666666666667,3.24
panturichthys longus,mig,ben,5.00395,10.93728,6.166666666666667,3.24
panturichthys mauritanicus,mig,ben,4.43082,10.93728,6.166666666666667,3.24
panulirus argus,mig,ben,1.300128,11.11673,2.972892,3.3
panulirus brunneiflagellum,mig,ben,1.368058,11.159602,4.03491,3.439236363636363
panulirus cygnus,mig,ben,2.11935,10.024678,3.911139,2
panulirus echinatus,mig,ben,3.27714,9.39547,2.6423900000000002,3.09
panulirus femoristriga,mig,ben,3.83816,11.331588,3.4,3.439236363636363
panulirus gracilis,mig,ben,3.46574,9.559196,2.75768,4.17
panulirus guttatus,mig,rf,2.99573,11.403502,3.14,3.439236363636363
panulirus homarus,mig,ben,2.35138,13.01608,2.17065,3.27
panulirus inflatus,mig,ben,4.02052,10.33643,2.78291,3.439236363636363
panulirus interruptus,mig,ben,3.31237,11.21292,3.517188,3.31
panulirus japonicus,mig,ben,3.4012,10.637602000000001,3.32813,3.439236363636363
panulirus laevicauda,mig,rf,3.4797,10.161173999999999,3.07052,3.439236363636363
panulirus longipes,mig,ben,2.97808,11.353686,2.8175499999999998,3.439236363636363
