species,gf_level,depth_pc1,depth_pc2,log_l,mob_score,repr_pc1,repr_pc2,troph,troph_se,k_group,p_group
scomberomorus plurilineatus,1.8333333333333335,-2.4318554962710484,-0.17654880262256087,2.0791812460476247,3,0.06053593463673941,0.8239526110190446,4.24,0.77,l,j
scomberomorus queenslandicus,1.8833333333333333,-2.4318554962710484,-0.17654880262256087,2,3,-0.05839313872752133,0.5334899530785769,4.389999866485597,0.7,l,j
scomberomorus regalis,1.8333333333333335,-0.9983383594203699,-0.30452412838169246,2.2624510897304293,3,0.1039753987810204,0.8662590522201955,4.38,0.73,j,j
scomberomorus semifasciatus,1.8333333333333335,-2.4318554962710484,-0.17654880262256087,2.0791812460476247,3,-0.14332242587477545,0.5900319865352895,4.5,0.8,l,j
scomberomorus sierra,1.8833333333333333,-2.4318554962710484,-0.17654880262256087,1.99563519459755,3,0.15515244449665774,0.7785263403928274,4.21,0.73,l,j
scomberomorus sinensis,1.8833333333333333,-2.4318554962710484,-0.17654880262256087,2.392696953259666,3,0.15515244449665774,0.7785263403928274,4.5,0.8,j,j
scomberomorus tritor,1.8333333333333335,-2.4318554962710484,-0.17654880262256087,2,3,0.09167638265369217,0.8548934468549869,4.26,0.74,l,j
scuticaria okinawae,2.5833333333333335,0.43517877743030897,-0.432499454140824,1.9566485792052033,2,1.9483752796143317,-0.1660302032215786,4.031698113207547,0.6641509433962264,l,n
scuticaria tigrina,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,2.146128035678238,2,1.9483752796143317,-0.1660302032215786,4.031698113207547,0.6641509433962264,l,n
scytalichthys miurus,2.5833333333333335,0.22119806624796298,0.43414174394449173,1.9867717342662448,2,1.8809575751838854,-0.41842525063301883,3.937083327770233,0.5512666666666667,l,n
sebastes aleutianus,1.4916666666666667,0.43517877743030897,-0.432499454140824,1.9867717342662448,2,0.18835514026898142,0.2558874934144517,3.66,0.57,l,j
sebastes alutus,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.7242758696007892,2,0.2905813770607423,0.6861735508915126,3.62,0.52,l,j
sebastes atrovirens,1.4416666666666667,0.43517877743030897,-0.432499454140824,1.6232492903979006,2,-0.0905382189345431,0.08986226620562966,3.35,0.48,l,l
sebastes auriculatus,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.7481880270062005,2,0.016910654663820888,0.3523487915520629,4.03,0.62,l,j
sebastes aurora,1.6916666666666667,0.43517877743030897,-0.432499454140824,1.6127838567197355,2,0.1434439405953986,0.35834893870690276,3.724516129032258,0.496,l,l
sebastes babcocki,1.6916666666666667,0.43517877743030897,-0.432499454140824,1.806179973983887,2,-0.0905382189345431,0.08986226620562966,3.724516129032258,0.496,l,n
sebastes baramenuke,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.6020599913279625,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes borealis,1.4916666666666667,0.43517877743030897,-0.432499454140824,2.03342375548695,2,0.18835514026898142,0.2558874934144517,4.09,0.56,l,j
sebastes brevispinis,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.8512583487190752,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,j
sebastes capensis,1.4916666666666667,0.43517877743030897,-0.432499454140824,1.568201724066995,2,0.18835514026898142,0.2558874934144517,3.79,0.8199999999999998,l,l
sebastes carnatus,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.591064607026499,2,-0.08687444627700025,0.2431410330819657,3.62,0.52,l,l
sebastes caurinus,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.7634279935629373,2,-0.027542714274915416,0.30256043566310886,3.68,0.59,l,j
sebastes cheni,2,0.09007280004033077,-0.4016905794210331,1.6242128398486826,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,l
sebastes chlorostictus,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.6989700043360187,2,0.1638277416247907,0.5111295968008891,3.724516129032258,0.496,l,j
sebastes chrysomelas,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.591064607026499,2,-0.25647092241951525,0.04853477062622248,3.47,0.54,l,l
sebastes ciliatus,1.4916666666666667,0.43517877743030897,-0.432499454140824,1.7242758696007892,2,0.18835514026898142,0.2558874934144517,3.36,0.43,l,l
sebastes constellatus,1.6416666666666666,-0.9983383594203699,-0.30452412838169246,1.662757831681574,2,0.15082786488836641,0.5124155544437676,3.724516129032258,0.496,l,j
sebastes cortezi,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.4065401804339552,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes crameri,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.7634279935629373,2,0.07105754715228074,0.4189254764925272,3.724516129032258,0.496,l,j
sebastes dallii,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.3979400086720377,2,-0.5056616045803508,-0.19504328518606315,3.724516129032258,0.496,l,l
sebastes diaconus,1.7916666666666667,-0.9983383594203699,-0.30452412838169246,1.5185139398778875,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,l
sebastes diploproa,1.25,0.43517877743030897,-0.432499454140824,1.662757831681574,2,-0.016442189659110314,0.6427589679848056,3.724516129032258,0.496,l,j
sebastes elongatus,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.591064607026499,2,0.19419656899701,0.5701344586083523,3.724516129032258,0.496,l,l
sebastes emphaeus,1.5166666666666666,-0.9983383594203699,-0.30452412838169246,1.255272505103306,2,-0.7727919386908417,-0.5015639790125063,3.724516129032258,0,e,l
sebastes ensifer,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.4771212547196624,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes entomelas,1.3916666666666666,-2.4318554962710484,-0.17654880262256087,1.7781512503836436,2,0.05055109649231304,0.3911596913380655,3.29,0.36,l,l
sebastes eos,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.7481880270062005,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,j
sebastes exsul,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.3263358609287514,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes fasciatus,1.5666666666666667,0.43517877743030897,-0.432499454140824,1.4771212547196624,2,0.08942780614745205,0.29636723792917863,3.724516129032258,0,l,l
sebastes flammeus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.6989700043360187,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,j
sebastes flavidus,1.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.8195439355418688,2,0.3096268440578962,0.6704712447223753,3.51,0.39,l,j
sebastes gilli,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.8512583487190752,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,j
sebastes glaucus,1.4416666666666667,0.43517877743030897,-0.432499454140824,1.6989700043360187,2,0.09731791686089081,0.30542087507559,3.84,0.62,l,j
sebastes goodei,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.7481880270062005,2,-0.10588657059726517,0.2118209352802312,3.46,0.44,l,l
sebastes helvomaculatus,1.6916666666666667,0.43517877743030897,-0.432499454140824,1.6127838567197355,2,0.32424578911568225,0.565812989764515,3.724516129032258,0.496,l,j
sebastes hopkinsi,1.6416666666666666,-0.9983383594203699,-0.30452412838169246,1.462397997898956,2,-0.25857887876533064,0.09776701958057134,3.724516129032258,0.496,l,l
sebastes hubbsi,1.6666666666666667,0.43517877743030897,-0.432499454140824,1.1931245983544616,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0,l,l
sebastes ijimae,1.8666666666666667,0.43517877743030897,-0.432499454140824,1.6242128398486826,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes inermis,1.4416666666666667,0.43517877743030897,-0.432499454140824,1.5550944485783191,2,-0.05688948344550687,0.16428102210051512,4.02,0.67,l,j
sebastes iracundus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.7781512503836436,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,j
sebastes itinus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.6020599913279625,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes jordani,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.505149978319906,2,-0.6006325692258523,-0.3058203216473514,3.2,0.35,l,l
sebastes joyneri,1.8666666666666667,0.43517877743030897,-0.432499454140824,1.6242128398486826,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes kawaradae,2,0.09007280004033077,-0.4016905794210331,1.6242128398486826,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,l
sebastes kiyomatsui,1.7916666666666667,-0.9983383594203699,-0.30452412838169246,1.333648756514701,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,l
sebastes koreanus,1.7916666666666667,0.43517877743030897,-0.432499454140824,1.1367205671564067,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,l
sebastes lentiginosus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.3617278360175928,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes levis,1.6416666666666666,0.43517877743030897,-0.432499454140824,2,2,0.38414442984824504,0.7470312011625135,3.724516129032258,0.496,l,j
sebastes longispinis,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.2741578492636798,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes macdonaldi,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.8195439355418688,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,j
sebastes maliger,1.4416666666666667,0.43517877743030897,-0.432499454140824,1.7853298350107671,2,0.10629844884991618,0.3157257340266679,3.51,0.56,l,l
sebastes matsubarai,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.7781512503836436,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,j
sebastes melanops,1.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.7993405494535817,2,0.2966588806353371,0.6618473842611119,3.9,0.67,l,j
sebastes melanosema,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.3010299956639813,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes melanostictus,1.7916666666666667,-0.9983383594203699,-0.30452412838169246,1.7315887651867388,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,j
sebastes melanostomus,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.7853298350107671,2,0.5076698265615924,0.9128137094358104,3.724516129032258,0.496,l,j
sebastes mentella,1.3916666666666666,-2.4318554962710484,-0.17654880262256087,1.8893017025063104,2,0.33052762237420297,0.757724539433924,4.12,0.66,l,j
sebastes miniatus,1.6416666666666666,-0.9983383594203699,-0.30452412838169246,1.9590413923210936,2,0.22386578716002936,0.5517438897398723,3.724516129032258,0.496,l,j
sebastes minor,1.6916666666666667,0.43517877743030897,-0.432499454140824,1.3010299956639813,2,-0.0905382189345431,0.08986226620562966,3.724516129032258,0.496,l,l
sebastes moseri,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.2643455070500924,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes mystinus,1.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.7853298350107671,2,-0.2708966130702557,0.02755117159709954,3.48,0.46,l,l
sebastes nebulosus,1.4416666666666667,-0.9983383594203699,-0.30452412838169246,1.6532125137753437,2,-0.003423883628253686,0.18982304125161267,3.85,0.59,l,j
sebastes nigrocinctus,1.6166666666666667,-0.9983383594203699,-0.30452412838169246,1.7853298350107671,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0,l,j
sebastes nivosus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.5440680443502757,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes norvegicus,1.3916666666666666,-2.4318554962710484,-0.17654880262256087,2,2,0.20660026430522244,0.5926154412681957,4.04,0.6800000000000002,l,j
sebastes notius,1.8666666666666667,0.43517877743030897,-0.432499454140824,1.6242128398486826,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes nudus,1.7916666666666667,-0.9983383594203699,-0.30452412838169246,1.374748346010104,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,l
sebastes oblongus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.5440680443502757,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes oculatus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.61066016308988,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes ovalis,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.7481880270062005,2,-0.11987345929194053,0.22594565138571013,3.724516129032258,0.496,l,j
sebastes owstoni,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.3979400086720377,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes pachycephalus,1.6916666666666667,0.43517877743030897,-0.432499454140824,1.6232492903979006,2,-0.22972462411746372,0.0045628802767186,3.724516129032258,0.496,l,l
sebastes paucispinis,1.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.9590413923210936,2,-0.029881568880532613,0.26995816988806776,3.51,0.46,l,j
sebastes peduncularis,1.8666666666666667,0.43517877743030897,-0.432499454140824,1.6242128398486826,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes phillipsi,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.6334684555795866,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes pinniger,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.8808135922807914,2,0.31750253153539754,0.6861898982438841,3.8,0.61,l,j
sebastes polyspinis,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.6127838567197355,2,0.13655048022988076,0.5150947927786527,3.78,0.54,l,j
sebastes proriger,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.7853298350107671,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,j
sebastes rastrelliger,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.7481880270062005,2,-0.17383996013742037,0.13105319671937135,3.87,0.61,l,j
sebastes reedi,1.4916666666666667,0.43517877743030897,-0.432499454140824,1.7634279935629373,2,0.18835514026898142,0.2558874934144517,3.88,0.65,l,j
sebastes rosaceus,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.5563025007672873,2,0.015245341371759787,0.3738235791480553,3.724516129032258,0.496,l,l
sebastes rosenblatti,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.6812412373755872,2,0.4963795062957689,0.9059361430761579,3.724516129032258,0.496,l,j
sebastes ruberrimus,1.3916666666666666,-0.9983383594203699,-0.30452412838169246,2.0170333392987803,2,0.4240925480115204,0.7903385265179272,3.99,0.6,l,j
sebastes rubrivinctus,1.6916666666666667,0.43517877743030897,-0.432499454140824,1.7075701760979363,2,0.183834172450476,0.40469537372618025,3.724516129032258,0.496,l,j
sebastes rufinanus,1.7416666666666667,-0.9983383594203699,-0.30452412838169246,1.2304489213782739,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes rufus,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.7323937598229686,2,0.1863745237424586,0.5514230520107444,3.724516129032258,0.496,l,j
sebastes saxicola,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.5797835966168101,2,-0.16283574079665453,0.16734672258462371,3.724516129032258,0.496,l,l
sebastes schlegelii,1.6916666666666667,0.43517877743030897,-0.432499454140824,1.8129133566428555,2,0.18297586372804941,0.38594223861894705,3.724516129032258,0.496,l,j
sebastes scythropus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.3979400086720377,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes semicinctus,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.3979400086720377,2,-0.215183336411477,0.13786913863602782,3.724516129032258,0.496,l,l
sebastes serranoides,1.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.7853298350107671,2,4.6781482762525884e-4,0.33067930445221294,3.68,0.45,l,j
sebastes serriceps,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.6127838567197355,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes simulator,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.4771212547196624,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes sinensis,1.7416666666666667,-2.4318554962710484,-0.17654880262256087,1.1818435879447726,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes spinorbis,1.8666666666666667,0.43517877743030897,-0.432499454140824,1.6242128398486826,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes steindachneri,1.6916666666666667,0.43517877743030897,-0.432499454140824,1.568201724066995,2,0.04615530907905088,0.2595054233574259,3.724516129032258,0.496,l,l
sebastes swifti,2,0.09007280004033077,-0.4016905794210331,1.6242128398486826,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,l
sebastes taczanowskii,1.6416666666666666,0.43517877743030897,-0.432499454140824,1.505149978319906,2,-0.48447225635826274,-0.18468282653771248,3.724516129032258,0.496,l,l
sebastes thompsoni,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.4771212547196624,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes trivittatus,1.6916666666666667,0.43517877743030897,-0.432499454140824,1.792391689498254,2,-0.16829267791019908,6.416350068685515e-4,3.724516129032258,0.496,l,n
sebastes umbrosus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.4742162640762553,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes variabilis,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.634275694625944,2,0.46508847088615435,0.5734296994393162,3.724516129032258,0.496,l,j
sebastes variegatus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.5797835966168101,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes varispinis,1.8666666666666667,0.43517877743030897,-0.432499454140824,1.6242128398486826,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes ventricosus,1.9166666666666667,0.43517877743030897,-0.432499454140824,1.6242128398486826,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,l
sebastes viviparus,1.3916666666666666,0.43517877743030897,-0.432499454140824,1.8228216453031045,2,0.7541110068932251,1.2431998292467263,4.03,0.67,l,j
sebastes vulpes,1.4416666666666667,0.43517877743030897,-0.432499454140824,1.6334684555795866,2,0.027431841851325776,0.2422029385589959,4.03,0.67,l,j
sebastes wakiyai,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.380211241711606,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes wilsoni,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.3617278360175928,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes zacentrus,1.7416666666666667,0.43517877743030897,-0.432499454140824,1.591064607026499,2,0.18835514026898142,0.2558874934144517,3.724516129032258,0.496,l,l
sebastes zonatus,1.7916666666666667,-0.9983383594203699,-0.30452412838169246,1.568201724066995,2,0.2732844274162353,0.19934545995773936,3.724516129032258,0.496,l,l
sebastiscus albofasciatus,2.4833333333333334,0.43517877743030897,-0.432499454140824,1.3979400086720377,2,0.5597764763726158,0.06658201749985106,3.7057894736842107,0.5054761904761905,l,l
sebastiscus marmoratus,2.4833333333333334,0.43517877743030897,-0.432499454140824,1.5587085705331658,2,0.5597764763726158,0.06658201749985106,3.7057894736842107,0.5054761904761905,l,l
sebastiscus tertius,2.4833333333333334,0.43517877743030897,-0.432499454140824,1.568201724066995,2,0.5597764763726158,0.06658201749985106,3.7057894736842107,0.5054761904761905,l,l
sebastolobus alascanus,1.7833333333333334,0.43517877743030897,-0.432499454140824,1.9030899869919435,2,0.9724545036979394,2.0379586445862983,3.66,0.69,l,j
sebastolobus altivelis,2.0833333333333335,0.43517877743030897,-0.432499454140824,1.591064607026499,2,0.3553059029327215,1.2350249654020375,3.43,0.5449999999999999,l,j
sebastolobus macrochir,1.7833333333333334,0.43517877743030897,-0.432499454140824,1.6434526764861874,2,0.7450608869295441,1.7916432785270249,3.2,0.4,l,j
selenanthias analis,2.5833333333333335,0.43517877743030897,-0.432499454140824,1.1139433523068367,1.75,1.1901479164072568,0.4383917945693353,3.8629850752911166,0.5868470873786408,l,l
selenanthias barroi,2.5833333333333335,0.43517877743030897,-0.432499454140824,1.1238516409670858,1.75,1.1901479164072568,0.4383917945693353,3.8629850752911166,0.5868470873786408,l,l
selenanthias myersi,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.9395192526186185,1.75,1.1901479164072568,0.4383917945693353,3.8629850752911166,0.5868470873786408,l,l
semicossyphus darwini,1.9333333333333333,-0.9983383594203699,-0.30452412838169246,1.845098040014257,2,0.9740281410586861,0.6702876405244012,3.37,0.55,l,j
semicossyphus pulcher,1.7833333333333334,-0.9983383594203699,-0.30452412838169246,1.9590413923210936,2,0.7192402796169242,0.8399137408945386,3.56,0.43,l,j
semicossyphus reticulatus,1.9333333333333333,0.43517877743030897,-0.432499454140824,2,2,0.9740281410586861,0.6702876405244012,3.55,0.5,l,j
serraniculus pumilio,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,0.8750612633917001,1.75,1.1901479164072568,0.4383917945693353,3.8629850752911166,0.5868470873786408,l,l
serranocirrhitus latus,2.0833333333333335,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1.75,1.1901479164072568,0.4383917945693353,3.4,0.45,l,l
serranus accraensis,1.9833333333333334,0.43517877743030897,-0.432499454140824,1.3010299956639813,1.75,0.9422579872182024,0.4619375015133891,3.77,0.61,l,l
serranus aequidens,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.3010299956639813,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus africanus,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.146128035678238,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus aliceae,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.8267225201689921,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus annularis,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.9542425094393249,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus atricauda,1.9833333333333334,0.43517877743030897,-0.432499454140824,1.6354837468149122,1.75,0.9422579872182024,0.4619375015133891,3.82,0.62,l,n
serranus atrobranchus,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.2787536009528289,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus auriga,2.4416666666666664,-0.2815797909950304,-0.36851179126125827,1.170163281950791,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus baldwini,1.9333333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,1.75,0.8573287000709483,0.5184795349701017,4.05,0.7,l,l
serranus cabrilla,1.9333333333333333,0.43517877743030897,-0.432499454140824,1.6020599913279625,1.75,0.8573287000709483,0.5184795349701017,3.68,0.61,l,l
serranus chionaraia,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.6989700043360189,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,g,l
serranus flaviventris,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus hepatus,1.8833333333333333,0.43517877743030897,-0.432499454140824,1.3979400086720377,1.75,0.7723994129236944,0.5750215684268141,3.74,0.62,l,l
serranus heterurus,2.3583333333333334,0.43517877743030897,-0.432499454140824,1.170163281950791,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus huascarii,2.3583333333333334,0.43517877743030897,-0.432499454140824,1.170163281950791,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus luciopercanus,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.0791812460476249,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus maytagi,2.3583333333333334,0.43517877743030897,-0.432499454140824,1.170163281950791,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus notospilus,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,1,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus novemcinctus,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.505149978319906,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus phoebe,1.9333333333333333,-0.9983383594203699,-0.30452412838169246,1.3010299956639813,1.75,0.8573287000709483,0.5184795349701017,3.5,0.5,l,l
serranus psittacinus,2.1833333333333336,-0.9983383594203699,-0.30452412838169246,1.255272505103306,1.75,0.8573287000709483,0.5184795349701017,3.7355555555555555,0.515,l,l
serranus pulcher,2.2333333333333334,-2.4318554962710484,-0.17654880262256087,0.8920946026904804,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus sanctaehelenae,2.3583333333333334,0.43517877743030897,-0.432499454140824,1.170163281950791,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus scriba,1.9333333333333333,0.43517877743030897,-0.432499454140824,1.5563025007672873,1.75,0.8573287000709483,0.5184795349701017,3.58,0.52,l,l
serranus socorroensis,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.9030899869919435,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus stilbostigma,2.3583333333333334,-0.9983383594203699,-0.30452412838169246,1.170163281950791,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus subligarius,2.1833333333333336,0.43517877743030897,-0.432499454140824,1,1.75,0.8573287000709483,0.5184795349701017,3.7355555555555555,0.515,l,l
serranus tabacarius,1.9333333333333333,-0.9983383594203699,-0.30452412838169246,1.3424226808222062,1.75,0.8573287000709483,0.5184795349701017,3.98,0.6,l,l
serranus tico,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,1.75,0.9422579872182024,0.4619375015133891,3.7355555555555555,0.515,l,l
serranus tigrinus,1.9333333333333333,-0.9983383594203699,-0.30452412838169246,1.462397997898956,1.75,0.8573287000709483,0.5184795349701017,3.5,0.37,l,l
serranus tortugarum,2.0583333333333336,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.75,0.8573287000709483,0.5184795349701017,3.7355555555555555,0,l,l
setipinna breviceps,2.283333333333333,-2.4318554962710484,-0.17654880262256087,1.380211241711606,2,-0.0514578004487454,-0.7458071066931728,3.5475,0.5075000000000001,l,l
setipinna melanochir,1.9833333333333334,-2.4318554962710484,-0.17654880262256087,1.5185139398778875,2,-0.13638708759599927,-0.6892650732364605,3.88,0.63,l,l
setipinna paxtoni,2.283333333333333,-2.4318554962710484,-0.17654880262256087,1.041392685158225,2,-0.0514578004487454,-0.7458071066931728,3.5475,0.5075000000000001,e,l
setipinna phasa,1.9833333333333334,-2.4318554962710484,-0.17654880262256087,1.6020599913279625,2,-0.13638708759599927,-0.6892650732364605,3.25,0.39,l,l
setipinna taty,2.033333333333333,-2.4318554962710484,-0.17654880262256087,1.1846914308175989,2,-0.0514578004487454,-0.7458071066931728,3.46,0.5,e,l
