spp_gp,rank,name,parent,parent_level
barbatia hanzawai,phylum,mollusca,animalia,kingdom
barbatia hanzawai,class,bivalvia,mollusca,phylum
barbatia hanzawai,order,arcoida,bivalvia,class
barbatia hanzawai,family,glycymerididae,arcoida,order
barbatia hanzawai,genus,barbatia,glycymerididae,family
barbatia hanzawai,species,barbatia hanzawai,barbatia,genus
barbatia munda,phylum,mollusca,animalia,kingdom
barbatia munda,class,bivalvia,mollusca,phylum
barbatia munda,order,arcoida,bivalvia,class
barbatia munda,family,glycymerididae,arcoida,order
barbatia munda,genus,barbatia,glycymerididae,family
barbatia munda,species,barbatia munda,barbatia,genus
barbatia novaezelandiae,phylum,mollusca,animalia,kingdom
barbatia novaezelandiae,class,bivalvia,mollusca,phylum
barbatia novaezelandiae,order,arcoida,bivalvia,class
barbatia novaezelandiae,family,arcidae,arcoida,order
barbatia novaezelandiae,genus,barbatia,arcidae,family
barbatia novaezelandiae,species,barbatia novaezelandiae,barbatia,genus
bartschia canetae,phylum,mollusca,animalia,kingdom
bartschia canetae,class,gastropoda,mollusca,phylum
bartschia canetae,order,neogastropoda,gastropoda,class
bartschia canetae,family,buccinidae,neogastropoda,order
bartschia canetae,genus,bartschia,buccinidae,family
bartschia canetae,species,bartschia canetae,bartschia,genus
bathyzetes setigera,genus,bathyzetes,ammotheidae,family
batissa violacea,phylum,mollusca,animalia,kingdom
batissa violacea,class,bivalvia,mollusca,phylum
batissa violacea,order,veneroida,bivalvia,class
batissa violacea,family,corbiculidae,veneroida,order
batissa violacea,genus,batissa,corbiculidae,family
batissa violacea,species,batissa violacea,batissa,genus
betaphycus gelatinum,phylum,rhodophyta,plantae,kingdom
betaphycus gelatinum,class,florideophyceae,rhodophyta,phylum
betaphycus gelatinum,order,gigartinales,florideophyceae,class
betaphycus gelatinum,family,areschougiaceae,gigartinales,order
betaphycus gelatinum,genus,betaphycus,areschougiaceae,family
betaphycus gelatinum,species,betaphycus gelatinum,betaphycus,genus
boa constrictor,phylum,chordata,animalia,kingdom
boa constrictor,class,reptilia,chordata,phylum
boa constrictor,order,squamata,reptilia,class
boa constrictor,family,boidae,squamata,order
boa constrictor,genus,boa,boidae,family
boa constrictor,species,boa constrictor,boa,genus
bolma girgylla,phylum,mollusca,animalia,kingdom
bolma girgylla,class,gastropoda,mollusca,phylum
bolma girgylla,order,patellogastropoda,gastropoda,class
bolma girgylla,family,turbinidae,patellogastropoda,order
bolma girgylla,genus,bolma,turbinidae,family
bolma girgylla,species,bolma girgylla,bolma,genus
boreoscala magellanicum,phylum,mollusca,animalia,kingdom
boreoscala magellanicum,class,gastropoda,mollusca,phylum
boreoscala magellanicum,order,neotaenioglossa,gastropoda,class
boreoscala magellanicum,family,epitoniidae,neotaenioglossa,order
boreoscala magellanicum,genus,boreoscala,epitoniidae,family
boreoscala magellanicum,species,boreoscala magellanicum,boreoscala,genus
botula silicula,phylum,mollusca,animalia,kingdom
botula silicula,class,bivalvia,mollusca,phylum
botula silicula,order,mytiloida,bivalvia,class
botula silicula,family,mytilidae,mytiloida,order
botula silicula,genus,botula,mytilidae,family
botula silicula,species,botula silicula,botula,genus
brachidontes setigera,phylum,mollusca,animalia,kingdom
brachidontes setigera,class,bivalvia,mollusca,phylum
brachidontes setigera,order,mytiloida,bivalvia,class
brachidontes setigera,family,mytilidae,mytiloida,order
brachidontes setigera,genus,brachidontes,mytilidae,family
brachidontes setigera,species,brachidontes setigera,brachidontes,genus
bractechlamys aurantiaca,phylum,mollusca,animalia,kingdom
bractechlamys aurantiaca,class,bivalvia,mollusca,phylum
bractechlamys aurantiaca,order,ostreoida,bivalvia,class
bractechlamys aurantiaca,family,pectinidae,ostreoida,order
bractechlamys aurantiaca,genus,bractechlamys,pectinidae,family
bractechlamys aurantiaca,species,bractechlamys aurantiaca,bractechlamys,genus
bractechlamys schmeltzii,phylum,mollusca,animalia,kingdom
bractechlamys schmeltzii,class,bivalvia,mollusca,phylum
bractechlamys schmeltzii,order,ostreoida,bivalvia,class
bractechlamys schmeltzii,family,pectinidae,ostreoida,order
bractechlamys schmeltzii,genus,bractechlamys,pectinidae,family
bractechlamys schmeltzii,species,bractechlamys schmeltzii,bractechlamys,genus
bractechlamys teramachii,phylum,mollusca,animalia,kingdom
bractechlamys teramachii,class,bivalvia,mollusca,phylum
bractechlamys teramachii,order,ostreoida,bivalvia,class
bractechlamys teramachii,family,pectinidae,ostreoida,order
bractechlamys teramachii,genus,bractechlamys,pectinidae,family
bractechlamys teramachii,species,bractechlamys teramachii,bractechlamys,genus
branchinotogluma tunnicliffae,phylum,annelida,animalia,kingdom
branchinotogluma tunnicliffae,class,polychaeta,annelida,phylum
branchinotogluma tunnicliffae,order,aciculata,polychaeta,class
branchinotogluma tunnicliffae,family,polynoidae,aciculata,order
branchinotogluma tunnicliffae,genus,branchinotogluma,polynoidae,family
branchinotogluma tunnicliffae,species,branchinotogluma tunnicliffae,branchinotogluma,genus
branchiomma nigromaculata,phylum,annelida,animalia,kingdom
branchiomma nigromaculata,class,polychaeta,annelida,phylum
branchiomma nigromaculata,order,canalipalpata,polychaeta,class
branchiomma nigromaculata,family,sabellidae,canalipalpata,order
branchiomma nigromaculata,genus,branchiomma,sabellidae,family
branchiomma nigromaculata,species,branchiomma nigromaculata,branchiomma,genus
branchipolynoe pettibonae,phylum,annelida,animalia,kingdom
branchipolynoe pettibonae,class,polychaeta,annelida,phylum
branchipolynoe pettibonae,order,aciculata,polychaeta,class
branchipolynoe pettibonae,family,polynoidae,aciculata,order
branchipolynoe pettibonae,genus,branchipolynoe,polynoidae,family
branchipolynoe pettibonae,species,branchipolynoe pettibonae,branchipolynoe,genus
bunodactis hermaphoditica,phylum,cnidaria,animalia,kingdom
bunodactis hermaphoditica,class,anthozoa,cnidaria,phylum
bunodactis hermaphoditica,order,actiniaria,anthozoa,class
bunodactis hermaphoditica,family,actiniidae,actiniaria,order
bunodactis hermaphoditica,genus,bunodactis,actiniidae,family
bunodactis hermaphoditica,species,bunodactis hermaphoditica,bunodactis,genus
caducifer decapitata,phylum,mollusca,animalia,kingdom
caducifer decapitata,class,gastropoda,mollusca,phylum
caducifer decapitata,order,stenoglossa,gastropoda,class
caducifer decapitata,family,neptuneidae,stenoglossa,order
caducifer decapitata,genus,caducifer,neptuneidae,family
caducifer decapitata,species,caducifer decapitata,caducifer,genus
cadulus occidus,phylum,mollusca,animalia,kingdom
cadulus occidus,class,scaphopoda,mollusca,phylum
cadulus occidus,order,gadilida,scaphopoda,class
cadulus occidus,family,gadilidae,gadilida,order
cadulus occidus,genus,cadulus,gadilidae,family
cadulus occidus,species,cadulus occidus,cadulus,genus
caiman crocodilus,phylum,chordata,animalia,kingdom
caiman crocodilus,class,reptilia,chordata,phylum
caiman crocodilus,order,crocodilia,reptilia,class
caiman crocodilus,family,alligatoridae,crocodilia,order
caiman crocodilus,genus,caiman,alligatoridae,family
caiman crocodilus,species,caiman crocodilus,caiman,genus
calaxius oxypleurus,phylum,arthropoda,animalia,kingdom
calaxius oxypleurus,class,malacostraca,arthropoda,phylum
calaxius oxypleurus,order,decapoda,malacostraca,class
calaxius oxypleurus,family,axiidae,decapoda,order
calaxius oxypleurus,genus,calaxius,axiidae,family
calaxius oxypleurus,species,calaxius oxypleurus,calaxius,genus
callinectes larvatus,phylum,arthropoda,animalia,kingdom
callinectes larvatus,class,malacostraca,arthropoda,phylum
callinectes larvatus,order,decapoda,malacostraca,class
callinectes larvatus,family,portunidae,decapoda,order
callinectes larvatus,genus,callinectes,portunidae,family
callinectes larvatus,species,callinectes larvatus,callinectes,genus
callyspongia folioides,phylum,porifera,animalia,kingdom
callyspongia folioides,class,demospongiae,porifera,phylum
callyspongia folioides,order,haplosclerida,demospongiae,class
callyspongia folioides,family,callyspongiidae,haplosclerida,order
callyspongia folioides,genus,callyspongia,callyspongiidae,family
callyspongia folioides,species,callyspongia folioides,callyspongia,genus
callyspongia spinifera,phylum,porifera,animalia,kingdom
callyspongia spinifera,class,demospongiae,porifera,phylum
callyspongia spinifera,order,haplosclerida,demospongiae,class
callyspongia spinifera,family,callyspongiidae,haplosclerida,order
callyspongia spinifera,genus,callyspongia,callyspongiidae,family
callyspongia spinifera,species,callyspongia spinifera,callyspongia,genus
calwellia sinclairii,phylum,bryozoa,animalia,kingdom
calwellia sinclairii,class,gymnolaemata,bryozoa,phylum
calwellia sinclairii,order,cheilostomata,gymnolaemata,class
calwellia sinclairii,family,calwelliidae,cheilostomata,order
calwellia sinclairii,genus,calwellia,calwelliidae,family
calwellia sinclairii,species,calwellia sinclairii,calwellia,genus
cancer antennarius,phylum,arthropoda,animalia,kingdom
cancer antennarius,class,malacostraca,arthropoda,phylum
cancer antennarius,order,decapoda,malacostraca,class
cancer antennarius,family,cancridae,decapoda,order
cancer antennarius,genus,cancer,cancridae,family
cancer antennarius,species,cancer antennarius,cancer,genus
cancer anthonyi,phylum,arthropoda,animalia,kingdom
cancer anthonyi,class,malacostraca,arthropoda,phylum
cancer anthonyi,order,decapoda,malacostraca,class
cancer anthonyi,family,cancridae,decapoda,order
cancer anthonyi,genus,cancer,cancridae,family
cancer anthonyi,species,cancer anthonyi,cancer,genus
cancer branneri,phylum,arthropoda,animalia,kingdom
cancer branneri,class,malacostraca,arthropoda,phylum
cancer branneri,order,decapoda,malacostraca,class
cancer branneri,family,cancridae,decapoda,order
cancer branneri,genus,cancer,cancridae,family
cancer branneri,species,cancer branneri,cancer,genus
cancer gracilis,phylum,arthropoda,animalia,kingdom
cancer gracilis,class,malacostraca,arthropoda,phylum
cancer gracilis,order,decapoda,malacostraca,class
cancer gracilis,family,cancridae,decapoda,order
cancer gracilis,genus,cancer,cancridae,family
cancer gracilis,species,cancer gracilis,cancer,genus
cancer jordani,phylum,arthropoda,animalia,kingdom
cancer jordani,class,malacostraca,arthropoda,phylum
cancer jordani,order,decapoda,malacostraca,class
cancer jordani,family,cancridae,decapoda,order
cancer jordani,genus,cancer,cancridae,family
cancer jordani,species,cancer jordani,cancer,genus
cancilla fulgetrum,phylum,mollusca,animalia,kingdom
cancilla fulgetrum,class,gastropoda,mollusca,phylum
cancilla fulgetrum,order,neogastropoda,gastropoda,class
cancilla fulgetrum,family,mitridae,neogastropoda,order
cancilla fulgetrum,genus,cancilla,mitridae,family
cancilla fulgetrum,species,cancilla fulgetrum,cancilla,genus
cantharus pulcher,phylum,mollusca,animalia,kingdom
cantharus pulcher,class,gastropoda,mollusca,phylum
cantharus pulcher,order,neogastropoda,gastropoda,class
cantharus pulcher,family,buccinidae,neogastropoda,order
cantharus pulcher,genus,cantharus,buccinidae,family
cantharus pulcher,species,cantharus pulcher,cantharus,genus
cantharus wagneri,phylum,mollusca,animalia,kingdom
cantharus wagneri,class,gastropoda,mollusca,phylum
cantharus wagneri,order,neogastropoda,gastropoda,class
cantharus wagneri,family,buccinidae,neogastropoda,order
cantharus wagneri,genus,cantharus,buccinidae,family
cantharus wagneri,species,cantharus wagneri,cantharus,genus
caryocorbula tarasconii,phylum,mollusca,animalia,kingdom
caryocorbula tarasconii,class,bivalvia,mollusca,phylum
caryocorbula tarasconii,order,myoida,bivalvia,class
caryocorbula tarasconii,family,corbulidae,myoida,order
caryocorbula tarasconii,genus,caryocorbula,corbulidae,family
caryocorbula tarasconii,species,caryocorbula tarasconii,caryocorbula,genus
caulerpa racemosa,order,bryopsidales,bryopsidophyceae,class
celleporina calciformis,phylum,bryozoa,animalia,kingdom
celleporina calciformis,class,gymnolaemata,bryozoa,phylum
celleporina calciformis,order,cheilostomata,gymnolaemata,class
celleporina calciformis,family,celleporidae,cheilostomata,order
celleporina calciformis,genus,celleporina,celleporidae,family
celleporina calciformis,species,celleporina calciformis,celleporina,genus
ceradocus sheardi,phylum,arthropoda,animalia,kingdom
ceradocus sheardi,class,malacostraca,arthropoda,phylum
ceradocus sheardi,order,amphipoda,malacostraca,class
ceradocus sheardi,family,melitidae,amphipoda,order
ceradocus sheardi,genus,ceradocus,melitidae,family
ceradocus sheardi,species,ceradocus sheardi,ceradocus,genus
ceratonereis articulata,phylum,annelida,animalia,kingdom
ceratonereis articulata,class,polychaeta,annelida,phylum
ceratonereis articulata,order,aciculata,polychaeta,class
ceratonereis articulata,family,nereididae,aciculata,order
ceratonereis articulata,genus,ceratonereis,nereididae,family
ceratonereis articulata,species,ceratonereis articulata,ceratonereis,genus
ceratophysa valvaecristata,phylum,echinodermata,animalia,kingdom
ceratophysa valvaecristata,class,echinoidea,echinodermata,phylum
ceratophysa valvaecristata,order,spatangoida,echinoidea,class
ceratophysa valvaecristata,family,pourtalesiidae,spatangoida,order
ceratophysa valvaecristata,genus,ceratophysa,pourtalesiidae,family
ceratophysa valvaecristata,species,ceratophysa valvaecristata,ceratophysa,genus
chaetonotus aegilonensis,phylum,gastrotricha,animalia,kingdom
chaetonotus aegilonensis,class,not assigned,gastrotricha,phylum
chaetonotus aegilonensis,order,chaetonotoidea,not assigned,class
chaetonotus aegilonensis,family,chaetonotidae,chaetonotoidea,order
chaetonotus aegilonensis,genus,chaetonotus,chaetonotidae,family
chaetonotus aegilonensis,species,chaetonotus aegilonensis,chaetonotus,genus
chaetonotus apechochaetus,phylum,gastrotricha,animalia,kingdom
chaetonotus apechochaetus,class,not assigned,gastrotricha,phylum
chaetonotus apechochaetus,order,chaetonotoidea,not assigned,class
chaetonotus apechochaetus,family,chaetonotidae,chaetonotoidea,order
chaetonotus apechochaetus,genus,chaetonotus,chaetonotidae,family
chaetonotus apechochaetus,species,chaetonotus apechochaetus,chaetonotus,genus
chaetonotus atrox,phylum,gastrotricha,animalia,kingdom
chaetonotus atrox,class,not assigned,gastrotricha,phylum
chaetonotus atrox,order,chaetonotoidea,not assigned,class
chaetonotus atrox,family,chaetonotidae,chaetonotoidea,order
chaetonotus atrox,genus,chaetonotus,chaetonotidae,family
chaetonotus atrox,species,chaetonotus atrox,chaetonotus,genus
chaetonotus dispar,phylum,gastrotricha,animalia,kingdom
chaetonotus dispar,class,not assigned,gastrotricha,phylum
chaetonotus dispar,order,chaetonotoidea,not assigned,class
chaetonotus dispar,family,chaetonotidae,chaetonotoidea,order
chaetonotus dispar,genus,chaetonotus,chaetonotidae,family
chaetonotus dispar,species,chaetonotus dispar,chaetonotus,genus
chaetonotus lacunosus,phylum,gastrotricha,animalia,kingdom
chaetonotus lacunosus,class,not assigned,gastrotricha,phylum
chaetonotus lacunosus,order,chaetonotoidea,not assigned,class
chaetonotus lacunosus,family,chaetonotidae,chaetonotoidea,order
chaetonotus lacunosus,genus,chaetonotus,chaetonotidae,family
chaetonotus lacunosus,species,chaetonotus lacunosus,chaetonotus,genus
chandraniscus miccus,phylum,arthropoda,animalia,kingdom
chandraniscus miccus,class,malacostraca,arthropoda,phylum
chandraniscus miccus,order,isopoda,malacostraca,class
chandraniscus miccus,family,haploniscidae,isopoda,order
chandraniscus miccus,genus,chandraniscus,haploniscidae,family
chandraniscus miccus,species,chandraniscus miccus,chandraniscus,genus
chandraniscus piestus,phylum,arthropoda,animalia,kingdom
chandraniscus piestus,class,malacostraca,arthropoda,phylum
chandraniscus piestus,order,isopoda,malacostraca,class
chandraniscus piestus,family,haploniscidae,isopoda,order
chandraniscus piestus,genus,chandraniscus,haploniscidae,family
chandraniscus piestus,species,chandraniscus piestus,chandraniscus,genus
chandraniscus saphos,phylum,arthropoda,animalia,kingdom
chandraniscus saphos,class,malacostraca,arthropoda,phylum
chandraniscus saphos,order,isopoda,malacostraca,class
chandraniscus saphos,family,haploniscidae,isopoda,order
chandraniscus saphos,genus,chandraniscus,haploniscidae,family
chandraniscus saphos,species,chandraniscus saphos,chandraniscus,genus
chandraniscus silus,phylum,arthropoda,animalia,kingdom
chandraniscus silus,class,malacostraca,arthropoda,phylum
chandraniscus silus,order,isopoda,malacostraca,class
chandraniscus silus,family,haploniscidae,isopoda,order
chandraniscus silus,genus,chandraniscus,haploniscidae,family
chandraniscus silus,species,chandraniscus silus,chandraniscus,genus
chandraniscus tangaroae,phylum,arthropoda,animalia,kingdom
chandraniscus tangaroae,class,malacostraca,arthropoda,phylum
chandraniscus tangaroae,order,isopoda,malacostraca,class
chandraniscus tangaroae,family,haploniscidae,isopoda,order
chandraniscus tangaroae,genus,chandraniscus,haploniscidae,family
chandraniscus tangaroae,species,chandraniscus tangaroae,chandraniscus,genus
charybdis affinis,phylum,arthropoda,animalia,kingdom
charybdis affinis,class,malacostraca,arthropoda,phylum
charybdis affinis,order,decapoda,malacostraca,class
charybdis affinis,family,portunidae,decapoda,order
charybdis affinis,genus,charybdis,portunidae,family
charybdis affinis,species,charybdis affinis,charybdis,genus
charybdis annulata,phylum,arthropoda,animalia,kingdom
charybdis annulata,class,malacostraca,arthropoda,phylum
charybdis annulata,order,decapoda,malacostraca,class
charybdis annulata,family,portunidae,decapoda,order
charybdis annulata,genus,charybdis,portunidae,family
charybdis annulata,species,charybdis annulata,charybdis,genus
charybdis erythrodactyla,phylum,arthropoda,animalia,kingdom
charybdis erythrodactyla,class,malacostraca,arthropoda,phylum
charybdis erythrodactyla,order,decapoda,malacostraca,class
charybdis erythrodactyla,family,portunidae,decapoda,order
charybdis erythrodactyla,genus,charybdis,portunidae,family
charybdis erythrodactyla,species,charybdis erythrodactyla,charybdis,genus
charybdis feriatus,phylum,arthropoda,animalia,kingdom
charybdis feriatus,class,malacostraca,arthropoda,phylum
charybdis feriatus,order,decapoda,malacostraca,class
charybdis feriatus,family,portunidae,decapoda,order
charybdis feriatus,genus,charybdis,portunidae,family
charybdis feriatus,species,charybdis feriatus,charybdis,genus
charybdis hawaiensis,phylum,arthropoda,animalia,kingdom
charybdis hawaiensis,class,malacostraca,arthropoda,phylum
charybdis hawaiensis,order,decapoda,malacostraca,class
charybdis hawaiensis,family,portunidae,decapoda,order
charybdis hawaiensis,genus,charybdis,portunidae,family
charybdis hawaiensis,species,charybdis hawaiensis,charybdis,genus
charybdis hellerii,phylum,arthropoda,animalia,kingdom
charybdis hellerii,class,malacostraca,arthropoda,phylum
charybdis hellerii,order,decapoda,malacostraca,class
charybdis hellerii,family,portunidae,decapoda,order
charybdis hellerii,genus,charybdis,portunidae,family
charybdis hellerii,species,charybdis hellerii,charybdis,genus
charybdis orientalis,phylum,arthropoda,animalia,kingdom
charybdis orientalis,class,malacostraca,arthropoda,phylum
charybdis orientalis,order,decapoda,malacostraca,class
charybdis orientalis,family,portunidae,decapoda,order
charybdis orientalis,genus,charybdis,portunidae,family
charybdis orientalis,species,charybdis orientalis,charybdis,genus
charybdis truncata,phylum,arthropoda,animalia,kingdom
charybdis truncata,class,malacostraca,arthropoda,phylum
charybdis truncata,order,decapoda,malacostraca,class
charybdis truncata,family,portunidae,decapoda,order
charybdis truncata,genus,charybdis,portunidae,family
charybdis truncata,species,charybdis truncata,charybdis,genus
cheiraster blakei,phylum,echinodermata,animalia,kingdom
cheiraster blakei,class,asteroidea,echinodermata,phylum
cheiraster blakei,order,notomyotida,asteroidea,class
cheiraster blakei,family,benthopectinidae,notomyotida,order
cheiraster blakei,genus,cheiraster,benthopectinidae,family
cheiraster blakei,species,cheiraster blakei,cheiraster,genus
cheiraster capillatus,phylum,echinodermata,animalia,kingdom
cheiraster capillatus,class,asteroidea,echinodermata,phylum
cheiraster capillatus,order,notomyotida,asteroidea,class
cheiraster capillatus,family,benthopectinidae,notomyotida,order
cheiraster capillatus,genus,cheiraster,benthopectinidae,family
cheiraster capillatus,species,cheiraster capillatus,cheiraster,genus
cheiraster dawsoni,phylum,echinodermata,animalia,kingdom
cheiraster dawsoni,class,asteroidea,echinodermata,phylum
cheiraster dawsoni,order,notomyotida,asteroidea,class
cheiraster dawsoni,family,benthopectinidae,notomyotida,order
cheiraster dawsoni,genus,cheiraster,benthopectinidae,family
cheiraster dawsoni,species,cheiraster dawsoni,cheiraster,genus
cheiraster inops,phylum,echinodermata,animalia,kingdom
cheiraster inops,class,asteroidea,echinodermata,phylum
cheiraster inops,order,notomyotida,asteroidea,class
cheiraster inops,family,benthopectinidae,notomyotida,order
cheiraster inops,genus,cheiraster,benthopectinidae,family
cheiraster inops,species,cheiraster inops,cheiraster,genus
cheiraster niasicus,phylum,echinodermata,animalia,kingdom
cheiraster niasicus,class,asteroidea,echinodermata,phylum
cheiraster niasicus,order,notomyotida,asteroidea,class
cheiraster niasicus,family,benthopectinidae,notomyotida,order
cheiraster niasicus,genus,cheiraster,benthopectinidae,family
cheiraster niasicus,species,cheiraster niasicus,cheiraster,genus
cheiraster pilosus,phylum,echinodermata,animalia,kingdom
cheiraster pilosus,class,asteroidea,echinodermata,phylum
cheiraster pilosus,order,notomyotida,asteroidea,class
cheiraster pilosus,family,benthopectinidae,notomyotida,order
cheiraster pilosus,genus,cheiraster,benthopectinidae,family
cheiraster pilosus,species,cheiraster pilosus,cheiraster,genus
cheiraster triplacanthus,phylum,echinodermata,animalia,kingdom
cheiraster triplacanthus,class,asteroidea,echinodermata,phylum
cheiraster triplacanthus,order,notomyotida,asteroidea,class
cheiraster triplacanthus,family,benthopectinidae,notomyotida,order
cheiraster triplacanthus,genus,cheiraster,benthopectinidae,family
cheiraster triplacanthus,species,cheiraster triplacanthus,cheiraster,genus
chelyonotus nigra,phylum,mollusca,animalia,kingdom
chelyonotus nigra,class,gastropoda,mollusca,phylum
chelyonotus nigra,order,neotaenioglossa,gastropoda,class
chelyonotus nigra,family,lamellariidae,neotaenioglossa,order
chelyonotus nigra,genus,chelyonotus,lamellariidae,family
chelyonotus nigra,species,chelyonotus nigra,chelyonotus,genus
chicoreus beauii,phylum,mollusca,animalia,kingdom
chicoreus beauii,class,gastropoda,mollusca,phylum
chicoreus beauii,order,neogastropoda,gastropoda,class
chicoreus beauii,family,muricidae,neogastropoda,order
chicoreus beauii,genus,chicoreus,muricidae,family
chicoreus beauii,species,chicoreus beauii,chicoreus,genus
chicoreus cailleti,phylum,mollusca,animalia,kingdom
chicoreus cailleti,class,gastropoda,mollusca,phylum
chicoreus cailleti,order,neogastropoda,gastropoda,class
chicoreus cailleti,family,muricidae,neogastropoda,order
chicoreus cailleti,genus,chicoreus,muricidae,family
chicoreus cailleti,species,chicoreus cailleti,chicoreus,genus
chirona krugeri,phylum,arthropoda,animalia,kingdom
chirona krugeri,class,maxillopoda,arthropoda,phylum
chirona krugeri,order,sessilia,maxillopoda,class
chirona krugeri,family,archaeobalanidae,sessilia,order
chirona krugeri,genus,chirona,archaeobalanidae,family
chirona krugeri,species,chirona krugeri,chirona,genus
chlamys acroporicola,phylum,mollusca,animalia,kingdom
chlamys acroporicola,class,bivalvia,mollusca,phylum
chlamys acroporicola,order,ostreoida,bivalvia,class
chlamys acroporicola,family,pectinidae,ostreoida,order
chlamys acroporicola,genus,chlamys,pectinidae,family
chlamys acroporicola,species,chlamys acroporicola,chlamys,genus
chlamys delicatula,phylum,mollusca,animalia,kingdom
chlamys delicatula,class,bivalvia,mollusca,phylum
chlamys delicatula,order,ostreoida,bivalvia,class
chlamys delicatula,family,pectinidae,ostreoida,order
chlamys delicatula,genus,chlamys,pectinidae,family
chlamys delicatula,species,chlamys delicatula,chlamys,genus
chlamys jousseaumi,phylum,mollusca,animalia,kingdom
chlamys jousseaumi,class,bivalvia,mollusca,phylum
chlamys jousseaumi,order,ostreoida,bivalvia,class
chlamys jousseaumi,family,pectinidae,ostreoida,order
chlamys jousseaumi,genus,chlamys,pectinidae,family
chlamys jousseaumi,species,chlamys jousseaumi,chlamys,genus
chlamys lowei,phylum,mollusca,animalia,kingdom
chlamys lowei,class,bivalvia,mollusca,phylum
chlamys lowei,order,ostreoida,bivalvia,class
chlamys lowei,family,pectinidae,ostreoida,order
chlamys lowei,genus,chlamys,pectinidae,family
chlamys lowei,species,chlamys lowei,chlamys,genus
chlamys madreporara,phylum,mollusca,animalia,kingdom
chlamys madreporara,class,bivalvia,mollusca,phylum
chlamys madreporara,order,ostreoida,bivalvia,class
chlamys madreporara,family,pectinidae,ostreoida,order
chlamys madreporara,genus,chlamys,pectinidae,family
chlamys madreporara,species,chlamys madreporara,chlamys,genus
chlamys mollita,phylum,mollusca,animalia,kingdom
chlamys mollita,class,bivalvia,mollusca,phylum
chlamys mollita,order,ostreoida,bivalvia,class
chlamys mollita,family,pectinidae,ostreoida,order
chlamys mollita,genus,chlamys,pectinidae,family
chlamys mollita,species,chlamys mollita,chlamys,genus
chlamys porphyra,phylum,mollusca,animalia,kingdom
chlamys porphyra,class,bivalvia,mollusca,phylum
chlamys porphyra,order,ostreoida,bivalvia,class
chlamys porphyra,family,pectinidae,ostreoida,order
chlamys porphyra,genus,chlamys,pectinidae,family
chlamys porphyra,species,chlamys porphyra,chlamys,genus
chlamys psara,phylum,mollusca,animalia,kingdom
chlamys psara,class,bivalvia,mollusca,phylum
chlamys psara,order,ostreoida,bivalvia,class
chlamys psara,family,pectinidae,ostreoida,order
chlamys psara,genus,chlamys,pectinidae,family
chlamys psara,species,chlamys psara,chlamys,genus
chlamys tigerina,phylum,mollusca,animalia,kingdom
chlamys tigerina,class,bivalvia,mollusca,phylum
chlamys tigerina,order,ostreoida,bivalvia,class
chlamys tigerina,family,pectinidae,ostreoida,order
chlamys tigerina,genus,chlamys,pectinidae,family
chlamys tigerina,species,chlamys tigerina,chlamys,genus
chondriovelum angustilobatum,phylum,bryozoa,animalia,kingdom
chondriovelum angustilobatum,class,gymnolaemata,bryozoa,phylum
chondriovelum angustilobatum,order,cheilostomata,gymnolaemata,class
chondriovelum angustilobatum,family,onychocellidae,cheilostomata,order
chondriovelum angustilobatum,genus,chondriovelum,onychocellidae,family
chondriovelum angustilobatum,species,chondriovelum angustilobatum,chondriovelum,genus
chrysopetalum hernancortazae,phylum,annelida,animalia,kingdom
chrysopetalum hernancortazae,class,polychaeta,annelida,phylum
chrysopetalum hernancortazae,order,aciculata,polychaeta,class
chrysopetalum hernancortazae,family,chrysopetalidae,aciculata,order
chrysopetalum hernancortazae,genus,chrysopetalum,chrysopetalidae,family
chrysopetalum hernancortazae,species,chrysopetalum hernancortazae,chrysopetalum,genus
cladophoropsis vaucheriaeformis,phylum,chlorophyta,plantae,kingdom
cladophoropsis vaucheriaeformis,class,ulvophyceae,chlorophyta,phylum
cladophoropsis vaucheriaeformis,order,siphonocladales,ulvophyceae,class
cladophoropsis vaucheriaeformis,family,siphonocladaceae,siphonocladales,order
cladophoropsis vaucheriaeformis,genus,cladophoropsis,siphonocladaceae,family
cladophoropsis vaucheriaeformis,species,cladophoropsis vaucheriaeformis,cladophoropsis,genus
clanculus persica,phylum,mollusca,animalia,kingdom
clanculus persica,class,gastropoda,mollusca,phylum
clanculus persica,order,archaeogastropoda,gastropoda,class
clanculus persica,family,trochidae,archaeogastropoda,order
clanculus persica,genus,clanculus,trochidae,family
clanculus persica,species,clanculus persica,clanculus,genus
clathria coralliophila,phylum,porifera,animalia,kingdom
clathria coralliophila,class,demospongiae,porifera,phylum
clathria coralliophila,order,poecilosclerida,demospongiae,class
clathria coralliophila,family,microcionidae,poecilosclerida,order
clathria coralliophila,genus,clathria,microcionidae,family
clathria coralliophila,species,clathria coralliophila,clathria,genus
clathria foraminifera,phylum,porifera,animalia,kingdom
clathria foraminifera,class,demospongiae,porifera,phylum
clathria foraminifera,order,poecilosclerida,demospongiae,class
clathria foraminifera,family,microcionidae,poecilosclerida,order
clathria foraminifera,genus,clathria,microcionidae,family
clathria foraminifera,species,clathria foraminifera,clathria,genus
clathria thielei,phylum,porifera,animalia,kingdom
clathria thielei,class,demospongiae,porifera,phylum
clathria thielei,order,poecilosclerida,demospongiae,class
clathria thielei,family,microcionidae,poecilosclerida,order
clathria thielei,genus,clathria,microcionidae,family
clathria thielei,species,clathria thielei,clathria,genus
clavus laeta,phylum,mollusca,animalia,kingdom
