am_sid,species,trait,trait_value
W-Ech-513094,aeropsis fulva,thermal_tolerance_range,0-2.5C
W-Ech-124373,brissopsis lyrifera,thermal_tolerance_range,2.5-5C
W-Ech-513150,brissopsis pacifica,thermal_tolerance_range,10-15C
W-Ech-124418,spatangus purpureus,thermal_tolerance_range,7.5-10C
W-Ech-124394,echinocardium flavescens,thermal_tolerance_range,2.5-5C
W-Ech-513372,lovenia cordiformis,thermal_tolerance_range,10-15C
SLB-66152,psolus chitinoides,thermal_tolerance_range,5-7.5C
W-Hol-124710,psolus phantapus,thermal_tolerance_range,7.5-10C
W-Hol-124713,psolus squamatus,thermal_tolerance_range,5-7.5C
W-Ase-124151,pteraster pulvillus,thermal_tolerance_range,10-15C
W-Ase-369053,pteraster tesselatus,thermal_tolerance_range,5-7.5C
W-Ase-369039,pteraster jordani,thermal_tolerance_range,5-7.5C
W-Ase-123987,asterina gibbosa,thermal_tolerance_range,7.5-10C
W-Ase-382131,patiria miniata,thermal_tolerance_range,10-15C
W-Ase-240771,dermasterias imbricata,thermal_tolerance_range,2.5-5C
SLB-65688,poraniomorpha tumida,thermal_tolerance_range,10-15C
W-Ase-369117,henricia leviuscula,thermal_tolerance_range,5-7.5C
W-Ase-123974,henricia sanguinolenta,thermal_tolerance_range,5-7.5C
W-Ase-240757,pisaster brevispinus,thermal_tolerance_range,2.5-5C
W-Ase-240755,pisaster ochraceus,thermal_tolerance_range,7.5-10C
W-Ase-240758,pisaster giganteus,thermal_tolerance_range,5-7.5C
W-Ase-123815,urasterias lincki,thermal_tolerance_range,10-15C
W-Ase-255044,astrometis sertulifera,thermal_tolerance_range,7.5-10C
W-Ase-255048,orthasterias koehleri,thermal_tolerance_range,2.5-5C
W-Ase-255062,stylasterias forreri,thermal_tolerance_range,2.5-5C
W-Ase-240764,pycnopodia helianthoides,thermal_tolerance_range,2.5-5C
W-Ase-255116,pedicellaster magister,thermal_tolerance_range,5-7.5C
W-Ase-378795,sclerasterias heteropaes,thermal_tolerance_range,>15C
W-Ase-123808,stephanasterias albula,thermal_tolerance_range,>15C
W-Ase-254844,rathbunaster californicus,thermal_tolerance_range,2.5-5C
W-Ase-254842,ampheraster marianus,thermal_tolerance_range,7.5-10C
W-Ase-292869,astrocles actinodetus,thermal_tolerance_range,0-2.5C
W-Ase-123673,brisinga endecacnemos,thermal_tolerance_range,5-7.5C
W-Ase-368510,astrolirus panamensis,thermal_tolerance_range,>15C
W-Ase-368527,freyellaster fecundus,thermal_tolerance_range,2.5-5C
W-Oph-125147,ophioscolex glacialis,thermal_tolerance_range,7.5-10C
W-Oph-244043,ophioscolex corynetes,thermal_tolerance_range,5-7.5C
W-Oph-124951,asteronyx loveni,thermal_tolerance_range,>15C
W-Oph-382690,asteroschema sublaeve,thermal_tolerance_range,0-2.5C
W-Oph-124969,gorgonocephalus eucnemis,thermal_tolerance_range,10-15C
SLB-66406,amphiophiura ponderosa,thermal_tolerance_range,2.5-5C
W-Oph-242740,amphiophiura superba,thermal_tolerance_range,7.5-10C
W-Oph-124860,ophiocten sericeum,thermal_tolerance_range,10-15C
W-Oph-124854,ophiocten hastatum,thermal_tolerance_range,5-7.5C
W-Oph-244266,ophiura cryptolepis,thermal_tolerance_range,5-7.5C
W-Oph-124918,ophiura flagellata,thermal_tolerance_range,>15C
SLB-66452,ophiura irrorata,thermal_tolerance_range,5-7.5C
W-Oph-244279,ophiura leptoctenia,thermal_tolerance_range,5-7.5C
W-Oph-244282,ophiura luetkenii,thermal_tolerance_range,2.5-5C
SLB-66461,ophiura sarsi,thermal_tolerance_range,7.5-10C
W-Oph-124933,ophiura robusta,thermal_tolerance_range,10-15C
W-Oph-124913,ophiura albida,thermal_tolerance_range,2.5-5C
SLB-66464,ophiura texturata,thermal_tolerance_range,0-2.5C
SLB-66425,ophiomusium lymani,thermal_tolerance_range,>15C
SLB-189282,ophiosphalma jolliensis,thermal_tolerance_range,5-7.5C
W-Oph-243641,ophioderma panamensis,thermal_tolerance_range,10-15C
SLB-66378,ophioderma variegatum,thermal_tolerance_range,5-7.5C
W-Oph-213207,ophiarachna incrassata,thermal_tolerance_range,2.5-5C
W-Oph-213218,ophiarachnella gorgonia,thermal_tolerance_range,2.5-5C
W-Oph-243327,ophiacantha bathybia,thermal_tolerance_range,5-7.5C
W-Oph-124978,ophiacantha bidentata,thermal_tolerance_range,10-15C
W-Oph-243405,ophiacantha rhachophora,thermal_tolerance_range,7.5-10C
W-Oph-124973,ophiacantha abyssicola,thermal_tolerance_range,7.5-10C
SLB-158312,mycale contarenii,thermal_tolerance_range,>15C
SLB-86923,mycale rotalis,thermal_tolerance_range,5-7.5C
SLB-86688,asbestopluma pennatula,thermal_tolerance_range,10-15C
W-Por-133188,cladorhiza abyssicola,thermal_tolerance_range,10-15C
W-Oph-243925,ophiophragmus filograneus,thermal_tolerance_range,2.5-5C
W-Oph-243928,ophiophragmus marginatus,thermal_tolerance_range,5-7.5C
W-Hol-225807,cucumaria miniata,thermal_tolerance_range,2.5-5C
W-Hol-529459,cucumaria piperata,thermal_tolerance_range,2.5-5C
SLB-174314,havelockia inermis,thermal_tolerance_range,>15C
SLB-66098,pseudocnus laevigatus,thermal_tolerance_range,2.5-5C
SLB-66007,holothuria dakarensis,thermal_tolerance_range,2.5-5C
SLB-66233,amphioplus macraspis,thermal_tolerance_range,2.5-5C
W-Oph-125100,amphiura sundevalli,thermal_tolerance_range,2.5-5C
W-Oph-242906,amphiura carchara,thermal_tolerance_range,5-7.5C
W-Oph-125073,amphiura chiajei,thermal_tolerance_range,7.5-10C
W-Oph-125080,amphiura filiformis,thermal_tolerance_range,7.5-10C
SLB-66260,amphiura securigera,thermal_tolerance_range,5-7.5C
SLB-66402,ophiothrix spiculata,thermal_tolerance_range,>15C
W-Oph-125131,ophiothrix fragilis,thermal_tolerance_range,7.5-10C
W-Hol-152565,pseudostichopus mollis,thermal_tolerance_range,>15C
W-Hol-529559,molpadiodemas villosus,thermal_tolerance_range,2.5-5C
W-Hol-174115,bathyplotes moseleyi,thermal_tolerance_range,10-15C
W-Hol-148773,scotoplanes globosa,thermal_tolerance_range,0-2.5C
W-Hol-124465,leptosynapta inhaerens,thermal_tolerance_range,5-7.5C
W-Oph-212432,ophiomaza cacaotica,thermal_tolerance_range,5-7.5C
W-Ech-513266,eucidaris thouarsii,thermal_tolerance_range,5-7.5C
W-Ech-220659,sperosoma biseriatum,thermal_tolerance_range,0-2.5C
W-Ech-513165,centrostephanus coronatus,thermal_tolerance_range,10-15C
SLB-65811,arbacia incisa,thermal_tolerance_range,5-7.5C
W-Ech-513378,lytechinus pictus,thermal_tolerance_range,10-15C
SLB-65937,lytechinus anamesus,thermal_tolerance_range,7.5-10C
W-Hol-529305,eupentacta quinquesemita,thermal_tolerance_range,5-7.5C
W-Hol-124612,cucumaria frondosa,thermal_tolerance_range,10-15C
W-Hol-124446,myriotrochus rinkii,thermal_tolerance_range,10-15C
W-Hol-124801,molpadia musculus,thermal_tolerance_range,5-7.5C
W-Por-134113,thymosia guernei,thermal_tolerance_range,2.5-5C
W-Por-132172,aphroceras ensata,thermal_tolerance_range,>15C
W-Hol-225804,paracaudina chilensis,thermal_tolerance_range,>15C
ITS-158576,heliometra glacialis,thermal_tolerance_range,2.5-5C
ITS-158580,florometra serratissima,thermal_tolerance_range,5-7.5C
ITS-158582,florometra asperrima,thermal_tolerance_range,5-7.5C
ITS-158588,antedon bifida,thermal_tolerance_range,2.5-5C
ITS-158597,psathyrometra fragilis,thermal_tolerance_range,7.5-10C
W-Por-574368,rhabdocalyptus dawsoni,thermal_tolerance_range,2.5-5C
W-Hol-208952,actinopyga lecanora,thermal_tolerance_range,2.5-5C
W-Oph-124929,ophiura ophiura,thermal_tolerance_range,7.5-10C
W-Oph-125109,ophiactis abyssicola,thermal_tolerance_range,5-7.5C
SLB-65865,echinus elegans,thermal_tolerance_range,5-7.5C
W-Hol-124645,ocnus lacteus,thermal_tolerance_range,2.5-5C
W-Hol-124661,pseudothyone raphanus,thermal_tolerance_range,2.5-5C
W-Hol-124535,parastichopus tremulus,thermal_tolerance_range,5-7.5C
W-Hol-124467,leptosynapta minuta,thermal_tolerance_range,7.5-10C
W-Oph-236130,acrocnida brachiata,thermal_tolerance_range,2.5-5C
W-Ase-213177,asteropsis carinifera,thermal_tolerance_range,2.5-5C
SLB-65566,cheiraster dawsoni,thermal_tolerance_range,5-7.5C
W-Hol-529431,apostichopus leukothele,thermal_tolerance_range,0-2.5C
W-Ase-255123,tarsaster alaskanus,thermal_tolerance_range,5-7.5C
W-Por-133938,plakortis simplex,thermal_tolerance_range,>15C
W-Por-134083,poecillastra compressa,thermal_tolerance_range,>15C
W-Por-132201,leuconia nivea,thermal_tolerance_range,2.5-5C
SLB-86463,haliclona simulans,thermal_tolerance_range,2.5-5C
W-Por-133679,phorbas fictitius,thermal_tolerance_range,5-7.5C
SLB-131468,clathria armata,thermal_tolerance_range,5-7.5C
W-Por-134275,suberites carnosus,thermal_tolerance_range,2.5-5C
W-Bry-111062,aetea anguina,thermal_tolerance_range,>15C
W-Bry-111066,aetea sica,thermal_tolerance_range,7.5-10C
W-Por-134240,stylocordyla borealis,thermal_tolerance_range,5-7.5C
W-Por-164219,leucilla nuttingi,thermal_tolerance_range,5-7.5C
W-Por-164480,anamixilla torresi,thermal_tolerance_range,2.5-5C
W-Por-164324,leucandra heathi,thermal_tolerance_range,10-15C
W-Por-132277,clathrina coriacea,thermal_tolerance_range,7.5-10C
SLB-85772,leucetta losangelensis,thermal_tolerance_range,10-15C
W-Por-164768,pericharax heteroraphis,thermal_tolerance_range,2.5-5C
W-Por-132290,leucaltis clathria,thermal_tolerance_range,0-2.5C
SLB-86982,raspailia australiensis,thermal_tolerance_range,5-7.5C
W-Bry-111256,tricellaria ternata,thermal_tolerance_range,5-7.5C
SLB-66719,bugula californica,thermal_tolerance_range,2.5-5C
SLB-86947,myxilla incrustans,thermal_tolerance_range,5-7.5C
SLB-86910,mycale lingua,thermal_tolerance_range,10-15C
SLB-157822,mycale parishi,thermal_tolerance_range,2.5-5C
W-Por-169025,monanchora unguiculata,thermal_tolerance_range,0-2.5C
SLB-67618,diaperoecia californica,thermal_tolerance_range,7.5-10C
SLB-67642,heteropora pacifica,thermal_tolerance_range,2.5-5C
W-Por-132335,spongionella pulchella,thermal_tolerance_range,10-15C
W-Por-165312,dactylospongia elegans,thermal_tolerance_range,2.5-5C
W-Por-165350,hyrtios erectus,thermal_tolerance_range,2.5-5C
W-Por-165287,phyllospongia papyracea,thermal_tolerance_range,2.5-5C
W-Por-165043,ircinia ramosa,thermal_tolerance_range,2.5-5C
W-Por-132378,hyattella intestinalis,thermal_tolerance_range,2.5-5C
W-Por-132324,dysidea fragilis,thermal_tolerance_range,>15C
W-Por-164885,dendrilla rosea,thermal_tolerance_range,10-15C
W-Por-133974,stelletta grubii,thermal_tolerance_range,7.5-10C
W-Por-169914,stelletta clarella,thermal_tolerance_range,10-15C
W-Bry-111663,amathia vidovici,thermal_tolerance_range,>15C
W-Bry-111600,alcyonidium gelatinosum,thermal_tolerance_range,10-15C
W-Asc-173185,tylobranchion speciosum,thermal_tolerance_range,7.5-10C
W-Asc-250466,didemnum albopunctatum,thermal_tolerance_range,2.5-5C
W-Por-169702,pseudoceratina purpurea,thermal_tolerance_range,0-2.5C
W-Por-236120,aplysilla sulfurea,thermal_tolerance_range,10-15C
W-Bry-111539,scruparia ambigua,thermal_tolerance_range,7.5-10C
W-Bry-111540,scruparia chelata,thermal_tolerance_range,2.5-5C
W-Bry-111411,membranipora membranacea,thermal_tolerance_range,5-7.5C
W-Bry-111352,conopeum seurati,thermal_tolerance_range,5-7.5C
W-Bry-153717,alcyonidium polyoum,thermal_tolerance_range,>15C
W-Bry-111147,bicellariella ciliata,thermal_tolerance_range,2.5-5C
W-Bry-760213,aquiloniella scabra,thermal_tolerance_range,10-15C
W-Bry-111250,scrupocellaria scruposa,thermal_tolerance_range,2.5-5C
W-Bry-111498,escharoides coccinea,thermal_tolerance_range,7.5-10C
W-Bry-422335,exochella longirostris,thermal_tolerance_range,>15C
W-Bry-111421,microporella ciliata,thermal_tolerance_range,10-15C
SLB-86460,haliclona permollis,thermal_tolerance_range,>15C
SLB-86821,neoesperiopsis digitata,thermal_tolerance_range,2.5-5C
W-Por-132491,axinella rugosa,thermal_tolerance_range,5-7.5C
W-Bry-111659,amathia lendigera,thermal_tolerance_range,0-2.5C
SLB-67576,bowerbankia gracilis,thermal_tolerance_range,5-7.5C
W-Bry-111696,crisia eburnea,thermal_tolerance_range,2.5-5C
W-Bry-111700,crisia occidentalis,thermal_tolerance_range,10-15C
W-Bry-111695,crisia denticulata,thermal_tolerance_range,2.5-5C
W-Bry-111697,crisia elongata,thermal_tolerance_range,2.5-5C
SLB-159231,haliclona fascigera,thermal_tolerance_range,0-2.5C
SLB-159718,haliclona flagellifera,thermal_tolerance_range,>15C
W-Por-168440,coelocarteria singaporensis,thermal_tolerance_range,2.5-5C
SLB-86848,clathria procera,thermal_tolerance_range,0-2.5C
SLB-86845,clathria cervicornis,thermal_tolerance_range,2.5-5C
SLB-154920,clathria prolifera,thermal_tolerance_range,>15C
SLB-86886,ophlitaspongia pennata,thermal_tolerance_range,5-7.5C
W-Por-167343,acarnus erithacus,thermal_tolerance_range,>15C
SLB-86706,lissodendoryx carolinensis,thermal_tolerance_range,10-15C
W-Por-166018,myrmekioderma granulatum,thermal_tolerance_range,2.5-5C
W-Por-168166,thrinacophora cervicornis,thermal_tolerance_range,0-2.5C
W-Por-168379,semisuberites cribrosa,thermal_tolerance_range,10-15C
W-Por-132575,ciocalypta penicillus,thermal_tolerance_range,2.5-5C
SLB-86412,halichondria panicea,thermal_tolerance_range,7.5-10C
W-Por-132521,bubaris vermiculata,thermal_tolerance_range,>15C
W-Por-170531,spheciospongia confoederata,thermal_tolerance_range,10-15C
W-Por-134257,pseudosuberites montiniger,thermal_tolerance_range,10-15C
SLB-86283,polymastia pacifica,thermal_tolerance_range,7.5-10C
W-Por-134121,cliona celata,thermal_tolerance_range,10-15C
W-Por-134131,cliona lobata,thermal_tolerance_range,>15C
W-Por-157411,pione vastifica,thermal_tolerance_range,>15C
W-Por-134311,tethya aurantium,thermal_tolerance_range,5-7.5C
W-Por-171366,paratetilla bacca,thermal_tolerance_range,0-2.5C
W-Por-171324,craniella arb,thermal_tolerance_range,>15C
W-Bry-111760,tubulipora liliacea,thermal_tolerance_range,2.5-5C
W-Bry-111193,callopora craticula,thermal_tolerance_range,10-15C
W-Bry-111197,callopora lineata,thermal_tolerance_range,5-7.5C
W-Bry-111196,callopora dumerilii,thermal_tolerance_range,2.5-5C
SLB-66824,microporina borealis,thermal_tolerance_range,5-7.5C
SLB-66723,bugula fulva,thermal_tolerance_range,2.5-5C
SLB-66732,bugula plumosa,thermal_tolerance_range,0-2.5C
SLB-66736,bugula stolonifera,thermal_tolerance_range,7.5-10C
W-Bry-111320,membraniporella nitida,thermal_tolerance_range,5-7.5C
W-Bry-111380,haplopoma impressum,thermal_tolerance_range,10-15C
SLB-67366,schizomavella auriculata,thermal_tolerance_range,10-15C
SLB-67342,hippodiplosia insculpta,thermal_tolerance_range,5-7.5C
W-Bry-471070,arachnopusia monoceros,thermal_tolerance_range,5-7.5C
W-Bry-111547,parasmittina trispinosa,thermal_tolerance_range,2.5-5C
W-Bry-111268,cellepora pumicosa,thermal_tolerance_range,2.5-5C
W-Bry-111496,escharella ventricosa,thermal_tolerance_range,10-15C
W-Bry-111495,escharella variolosa,thermal_tolerance_range,2.5-5C
W-Bry-111088,pseudoflustra solida,thermal_tolerance_range,5-7.5C
W-Asc-103739,abyssascidia millari,thermal_tolerance_range,2.5-5C
W-Asc-173223,corella eumyota,thermal_tolerance_range,>15C
W-Asc-251321,rhopalaea crassa,thermal_tolerance_range,5-7.5C
W-Asc-173238,didemnum biglans,thermal_tolerance_range,0-2.5C
W-Asc-250478,didemnum caesium,thermal_tolerance_range,2.5-5C
W-Asc-250480,didemnum carnulentum,thermal_tolerance_range,>15C
W-Asc-250313,clavelina meridionalis,thermal_tolerance_range,7.5-10C
W-Asc-251574,clavelina moluccensis,thermal_tolerance_range,10-15C
W-Asc-250321,clavelina oliva,thermal_tolerance_range,5-7.5C
W-Asc-250326,clavelina robusta,thermal_tolerance_range,5-7.5C
W-Asc-250959,nephtheis fascicularis,thermal_tolerance_range,2.5-5C
W-Asc-250509,didemnum fragile,thermal_tolerance_range,2.5-5C
W-Asc-250516,didemnum grande,thermal_tolerance_range,7.5-10C
W-Asc-212503,didemnum granulatum,thermal_tolerance_range,10-15C
W-Bry-470032,microporella agonistes,thermal_tolerance_range,5-7.5C
W-Bry-216028,celleporina costazii,thermal_tolerance_range,>15C
W-Bry-470985,galeopsis pentagonus,thermal_tolerance_range,10-15C
W-Bry-111683,entalophoroecia deflexa,thermal_tolerance_range,7.5-10C
W-Bry-111354,electra monostachys,thermal_tolerance_range,2.5-5C
SLB-67452,scrupocellaria reptans,thermal_tolerance_range,2.5-5C
W-Asc-103743,corella parallelogramma,thermal_tolerance_range,2.5-5C
W-Asc-250378,corella willmeriana,thermal_tolerance_range,2.5-5C
W-Asc-103746,corynascidia suhmi,thermal_tolerance_range,2.5-5C
W-Asc-250055,atriolum robustum,thermal_tolerance_range,2.5-5C
W-Asc-250527,didemnum jedanense,thermal_tolerance_range,5-7.5C
W-Asc-250420,diplosoma velatum,thermal_tolerance_range,5-7.5C
W-Asc-250421,diplosoma versicolor,thermal_tolerance_range,7.5-10C
W-Asc-250422,diplosoma virens,thermal_tolerance_range,2.5-5C
W-Asc-215974,leptoclinides capensis,thermal_tolerance_range,>15C
W-Asc-250727,leptoclinides cuspidatus,thermal_tolerance_range,2.5-5C
W-Asc-250730,leptoclinides dubius,thermal_tolerance_range,7.5-10C
W-Asc-250732,leptoclinides durus,thermal_tolerance_range,2.5-5C
W-Asc-103583,leptoclinides faeroensis,thermal_tolerance_range,5-7.5C
W-Asc-250747,leptoclinides maculatus,thermal_tolerance_range,2.5-5C
W-App-221117,megalocercus huxleyi,thermal_tolerance_range,5-7.5C
SLB-36705,oikopleura labradoriensis,thermal_tolerance_range,10-15C
W-Asc-103695,adagnesia charcoti,thermal_tolerance_range,>15C
W-Asc-103696,adagnesia rimosa,thermal_tolerance_range,0-2.5C
SLB-36731,agnesiopsis translucida,thermal_tolerance_range,7.5-10C
W-Asc-173144,agnezia arnaudi,thermal_tolerance_range,5-7.5C
W-Asc-173146,agnezia biscoei,thermal_tolerance_range,>15C
W-Asc-251741,agnezia glaciata,thermal_tolerance_range,>15C
W-Asc-173136,caenagnesia bocki,thermal_tolerance_range,2.5-5C
W-Asc-173138,caenagnesia schmitti,thermal_tolerance_range,2.5-5C
W-Asc-103727,araneum sigma,thermal_tolerance_range,2.5-5C
W-Asc-249968,ascidia archaia,thermal_tolerance_range,5-7.5C
W-Asc-103700,ascidia callosa,thermal_tolerance_range,10-15C
W-Asc-249976,ascidia ceratodes,thermal_tolerance_range,>15C
W-Asc-173151,ascidia challengeri,thermal_tolerance_range,>15C
W-Asc-103702,ascidia conchilega,thermal_tolerance_range,2.5-5C
W-Asc-249982,ascidia decepta,thermal_tolerance_range,7.5-10C
W-Asc-249993,ascidia glabra,thermal_tolerance_range,5-7.5C
W-Asc-249997,ascidia latesiphonica,thermal_tolerance_range,7.5-10C
W-Asc-103710,ascidia mentula,thermal_tolerance_range,5-7.5C
W-Asc-250003,ascidia meridionalis,thermal_tolerance_range,>15C
W-Asc-103713,ascidia obliqua,thermal_tolerance_range,7.5-10C
W-Asc-250022,ascidia paratropa,thermal_tolerance_range,2.5-5C
W-Asc-103714,ascidia prunum,thermal_tolerance_range,10-15C
W-Asc-250038,ascidia translucida,thermal_tolerance_range,>15C
W-Asc-103717,ascidia virginea,thermal_tolerance_range,2.5-5C
W-Asc-103718,ascidiella aspersa,thermal_tolerance_range,5-7.5C
W-Asc-103720,phallusia arabica,thermal_tolerance_range,5-7.5C
W-Asc-103724,phallusia mammillata,thermal_tolerance_range,7.5-10C
W-Asc-173178,ciona antarctica,thermal_tolerance_range,2.5-5C
W-Asc-250305,clavelina cylindrica,thermal_tolerance_range,5-7.5C
W-Asc-250311,clavelina huntsmani,thermal_tolerance_range,7.5-10C
W-Asc-103552,clavelina lepadiformis,thermal_tolerance_range,7.5-10C
W-Asc-103570,didemnum maculosum,thermal_tolerance_range,2.5-5C
W-Asc-212513,didemnum molle,thermal_tolerance_range,2.5-5C
W-Asc-250558,didemnum moseleyi,thermal_tolerance_range,10-15C
W-Asc-250567,didemnum ossium,thermal_tolerance_range,5-7.5C
SLB-96266,didemnum psammatode,thermal_tolerance_range,7.5-10C
W-Asc-250588,didemnum roberti,thermal_tolerance_range,5-7.5C
W-Asc-250599,didemnum sordidum,thermal_tolerance_range,5-7.5C
W-Asc-173244,didemnum studeri,thermal_tolerance_range,>15C
W-Asc-250610,didemnum tabulatum,thermal_tolerance_range,7.5-10C
W-Asc-250120,didemnum vahatuio,thermal_tolerance_range,5-7.5C
W-Asc-173254,diplosoma antarcticum,thermal_tolerance_range,2.5-5C
W-Asc-103579,diplosoma listerianum,thermal_tolerance_range,>15C
W-Asc-173256,diplosoma longinquum,thermal_tolerance_range,2.5-5C
W-Asc-250760,leptoclinides rufus,thermal_tolerance_range,5-7.5C
W-Asc-250766,leptoclinides sulawesii,thermal_tolerance_range,7.5-10C
W-Asc-103584,lissoclinum aureum,thermal_tolerance_range,10-15C
W-Asc-250776,lissoclinum badium,thermal_tolerance_range,2.5-5C
W-Asc-215976,lissoclinum bistratum,thermal_tolerance_range,5-7.5C
W-Asc-250797,lissoclinum ostrearium,thermal_tolerance_range,7.5-10C
W-Asc-250799,lissoclinum patella,thermal_tolerance_range,2.5-5C
W-Asc-103588,polysyncraton amethysteum,thermal_tolerance_range,2.5-5C
W-Asc-221022,polysyncraton millepore,thermal_tolerance_range,7.5-10C
W-Asc-251174,polysyncraton purou,thermal_tolerance_range,2.5-5C
W-Asc-173250,polysyncraton trivolutum,thermal_tolerance_range,7.5-10C
W-Asc-251502,trididemnum cyclops,thermal_tolerance_range,2.5-5C
W-Asc-251503,trididemnum discrepans,thermal_tolerance_range,5-7.5C
W-Asc-251516,trididemnum nubilum,thermal_tolerance_range,2.5-5C
W-Asc-250653,euherdmania claviformis,thermal_tolerance_range,>15C
W-Asc-250655,euherdmania digitata,thermal_tolerance_range,10-15C
W-Asc-173388,distaplia colligans,thermal_tolerance_range,10-15C
W-Asc-173392,distaplia cylindrica,thermal_tolerance_range,7.5-10C
W-Asc-250152,distaplia occidentalis,thermal_tolerance_range,7.5-10C
W-Asc-250160,distaplia smithi,thermal_tolerance_range,7.5-10C
W-Asc-250703,hypodistoma deerratum,thermal_tolerance_range,2.5-5C
W-Asc-250704,hypodistoma mirabile,thermal_tolerance_range,5-7.5C
W-Asc-250705,hypsistozoa distomoides,thermal_tolerance_range,2.5-5C
W-Asc-251208,protoholozoa pedunculata,thermal_tolerance_range,0-2.5C
W-Asc-251353,sigillina cyanea,thermal_tolerance_range,7.5-10C
W-Asc-251356,sigillina grandissima,thermal_tolerance_range,7.5-10C
W-Asc-876845,eudistoma magalhaensis,thermal_tolerance_range,>15C
W-Asc-251361,sigillina signifera,thermal_tolerance_range,2.5-5C
W-Asc-173402,sycozoa anomala,thermal_tolerance_range,>15C
W-Asc-251425,sycozoa cerebriformis,thermal_tolerance_range,10-15C
W-Asc-251426,sycozoa gaimardi,thermal_tolerance_range,10-15C
W-Asc-173395,sycozoa georgiana,thermal_tolerance_range,5-7.5C
W-Asc-173399,sycozoa sigillinoides,thermal_tolerance_range,>15C
W-Asc-103751,dicopia antirrhinum,thermal_tolerance_range,7.5-10C
W-Asc-103752,octacnemus ingolfi,thermal_tolerance_range,0-2.5C
W-Asc-103753,situla lanosa,thermal_tolerance_range,7.5-10C
W-Asc-250824,megalodicopia rineharti,thermal_tolerance_range,2.5-5C
W-Asc-250173,ecteinascidia diaphanis,thermal_tolerance_range,5-7.5C
W-Asc-250182,ecteinascidia nexa,thermal_tolerance_range,7.5-10C
W-Asc-215853,ecteinascidia thurstoni,thermal_tolerance_range,7.5-10C
W-Asc-250857,microgastra granosa,thermal_tolerance_range,7.5-10C
W-Asc-250432,cystodytes lobatus,thermal_tolerance_range,>15C
SLB-38020,aplidium triplex,thermal_tolerance_range,>15C
W-Asc-249948,aplidium undulatum,thermal_tolerance_range,10-15C
W-Asc-173637,aplidium variabile,thermal_tolerance_range,10-15C
W-Asc-173639,aplidium vastum,thermal_tolerance_range,2.5-5C
W-Asc-250633,pharyngodictyon mirabile,thermal_tolerance_range,0-2.5C
W-Asc-103674,polyclinum aurantium,thermal_tolerance_range,2.5-5C
SLB-37673,eucoelium coronaria,thermal_tolerance_range,5-7.5C
W-Asc-215904,eudistoma amplum,thermal_tolerance_range,2.5-5C
W-Asc-250215,eudistoma gilboviride,thermal_tolerance_range,2.5-5C
W-Asc-250226,eudistoma laysani,thermal_tolerance_range,7.5-10C
W-Asc-250234,eudistoma obscuratum,thermal_tolerance_range,2.5-5C
W-Asc-250238,eudistoma ovatum,thermal_tolerance_range,5-7.5C
W-Asc-250668,exostoma ianthinum,thermal_tolerance_range,0-2.5C
W-Asc-251084,polycitor circes,thermal_tolerance_range,5-7.5C
W-Asc-251089,polycitor giganteus,thermal_tolerance_range,7.5-10C
W-Asc-251097,polycitor translucidus,thermal_tolerance_range,5-7.5C
W-Asc-249800,aplidiopsis discoveryi,thermal_tolerance_range,10-15C
W-Asc-173563,aplidium annulatum,thermal_tolerance_range,2.5-5C
W-Asc-249819,aplidium aurorae,thermal_tolerance_range,2.5-5C
W-Asc-249822,aplidium balleniae,thermal_tolerance_range,2.5-5C
W-Asc-173569,aplidium bilinguae,thermal_tolerance_range,2.5-5C
W-Asc-249826,aplidium caelestis,thermal_tolerance_range,7.5-10C
W-Asc-249832,aplidium circumvolutum,thermal_tolerance_range,10-15C
W-Asc-249834,aplidium clivosum,thermal_tolerance_range,7.5-10C
W-Asc-249838,aplidium coniferum,thermal_tolerance_range,5-7.5C
W-Asc-249841,aplidium crateriferum,thermal_tolerance_range,7.5-10C
W-Asc-173533,aplidium cyaneum,thermal_tolerance_range,2.5-5C
W-Asc-173572,aplidium falklandicum,thermal_tolerance_range,10-15C
W-Asc-249858,aplidium flavolineatum,thermal_tolerance_range,7.5-10C
W-Asc-173582,aplidium fuegiense,thermal_tolerance_range,10-15C
W-Asc-103647,aplidium glabrum,thermal_tolerance_range,5-7.5C
W-Asc-173595,aplidium globosum,thermal_tolerance_range,10-15C
W-Asc-249868,aplidium gracile,thermal_tolerance_range,7.5-10C
W-Asc-173514,aplidium imbutum,thermal_tolerance_range,>15C
W-Asc-173521,aplidium irregulare,thermal_tolerance_range,7.5-10C
W-Asc-251962,aplidium laevigatum,thermal_tolerance_range,10-15C
W-Asc-249880,aplidium longithorax,thermal_tolerance_range,7.5-10C
W-Asc-249881,aplidium longum,thermal_tolerance_range,10-15C
W-Asc-173529,aplidium loricatum,thermal_tolerance_range,2.5-5C
W-Asc-173531,aplidium meridianum,thermal_tolerance_range,7.5-10C
W-Asc-173597,aplidium millari,thermal_tolerance_range,2.5-5C
W-Asc-173599,aplidium miripartum,thermal_tolerance_range,2.5-5C
W-Asc-249894,aplidium multiplicatum,thermal_tolerance_range,7.5-10C
W-Asc-249897,aplidium nottii,thermal_tolerance_range,10-15C
W-Asc-173601,aplidium ordinatum,thermal_tolerance_range,2.5-5C
W-Asc-249904,aplidium ovum,thermal_tolerance_range,>15C
W-Asc-173615,aplidium radiatum,thermal_tolerance_range,2.5-5C
W-Asc-173617,aplidium recumbens,thermal_tolerance_range,10-15C
