am_sid,species,trait,trait_value
SLB-98864,strombus haemastoma,thermal_tolerance_range,2.5-5C
W-Msc-564734,sinustrombus taurus,thermal_tolerance_range,0-2.5C
W-Msc-849686,vanikoro helicoidea,thermal_tolerance_range,2.5-5C
W-Msc-709511,thylacodes variabilis,thermal_tolerance_range,2.5-5C
SLB-98903,cypraea beckii,thermal_tolerance_range,0-2.5C
W-Msc-216907,pseudocypraea adamsonii,thermal_tolerance_range,2.5-5C
SLB-99000,natica orientalis,thermal_tolerance_range,7.5-10C
SLB-99017,cymatium hepaticum,thermal_tolerance_range,2.5-5C
W-Iso-261589,oculophryxus bicaulis,thermal_tolerance_range,0-2.5C
W-Iso-258957,aphantolana sphaeromiformis,thermal_tolerance_range,2.5-5C
SLB-99278,caecoserolis novaecaledoniae,thermal_tolerance_range,2.5-5C
W-Iso-257945,chaetarcturus crosnieri,thermal_tolerance_range,2.5-5C
W-Iso-259838,colopisthus ronrico,thermal_tolerance_range,0-2.5C
W-Iso-257185,gnathia indoinsularis,thermal_tolerance_range,0-2.5C
W-Iso-260609,heptanthura amyle,thermal_tolerance_range,0-2.5C
W-Iso-118678,ilyarachna mediorientalis,thermal_tolerance_range,0-2.5C
W-Iso-256716,politolana haneyi,thermal_tolerance_range,2.5-5C
W-Iso-255331,pseudione stylopoda,thermal_tolerance_range,10-15C
W-Iso-263851,tridentella ornata,thermal_tolerance_range,0-2.5C
SLB-100752,cancilla fulgetrum,thermal_tolerance_range,0-2.5C
W-Msc-208216,scabricola eximia,thermal_tolerance_range,2.5-5C
SLB-100762,imbricaria conovula,thermal_tolerance_range,0-2.5C
SLB-100766,imbricaria vanikoroensis,thermal_tolerance_range,2.5-5C
SLB-100441,drupella ochrostoma,thermal_tolerance_range,0-2.5C
W-Msc-490964,engina phasinola,thermal_tolerance_range,2.5-5C
W-Msc-426289,conus adamsonii,thermal_tolerance_range,0-2.5C
W-Msc-215719,nassarius oneratus,thermal_tolerance_range,2.5-5C
W-Msc-560338,nassarius troendleorum,thermal_tolerance_range,2.5-5C
W-Msc-428985,conus eldredi,thermal_tolerance_range,0-2.5C
SLB-100688,mitra incompta,thermal_tolerance_range,0-2.5C
SLB-100731,mitra pudica,thermal_tolerance_range,2.5-5C
Cil-CILI00046983,mitra auriculoides,thermal_tolerance_range,2.5-5C
W-Bch-440069,dromidiopsis lethrinusae,thermal_tolerance_range,5-7.5C
W-Msc-751740,vexillum echinatum,thermal_tolerance_range,0-2.5C
W-Hyd-117707,scandia gigas,thermal_tolerance_range,7.5-10C
W-Msc-751926,vexillum zelotypum,thermal_tolerance_range,2.5-5C
W-Msc-532642,cocculina emsoni,thermal_tolerance_range,>15C
W-Msc-208311,vexillum catenatum,thermal_tolerance_range,0-2.5C
W-Msc-533182,notocrater houbricki,thermal_tolerance_range,0-2.5C
W-Msc-533183,notocrater youngi,thermal_tolerance_range,0-2.5C
W-Msc-758950,vexillum semicostatum,thermal_tolerance_range,2.5-5C
W-Msc-139013,parvicardium trapezium,thermal_tolerance_range,0-2.5C
W-Msc-140479,mytilaster solidus,thermal_tolerance_range,0-2.5C
W-Msc-140438,crenella arenaria,thermal_tolerance_range,0-2.5C
SLB-100962,modiolarca subpicta,thermal_tolerance_range,0-2.5C
W-Msc-345705,turridrupa astricta,thermal_tolerance_range,0-2.5C
W-Msc-435245,xenuroturris kingae,thermal_tolerance_range,0-2.5C
W-Msc-433759,eucithara souverbiei,thermal_tolerance_range,0-2.5C
W-Msc-217103,hemilienardia malleti,thermal_tolerance_range,2.5-5C
SLB-101069,spondylus gussoni,thermal_tolerance_range,5-7.5C
W-Msc-340743,metamenia triglandulata,thermal_tolerance_range,0-2.5C
W-Asc-103898,polycarpa caudata,thermal_tolerance_range,0-2.5C
SLB-101781,raoulserenea pygmaea,thermal_tolerance_range,0-2.5C
ITS-682580,heterosquilloides armata,thermal_tolerance_range,2.5-5C
ITS-682585,alima neptuni,thermal_tolerance_range,0-2.5C
ITS-682637,indosquilla manihinei,thermal_tolerance_range,0-2.5C
SLB-101840,gonodactylaceus randalli,thermal_tolerance_range,2.5-5C
Chn-d7711d01-207c-4063-b5b0-39ea5a6af39b,mesacturus furcicaudatus,thermal_tolerance_range,0-2.5C
W-Tha-720108,pseudusa bostigrinus,thermal_tolerance_range,0-2.5C
W-Bra-235500,dallithyris pacifica,thermal_tolerance_range,>15C
SLB-102557,thylacoplethus cubensis,thermal_tolerance_range,0-2.5C
SLB-102587,trevathana paulayi,thermal_tolerance_range,0-2.5C
W-Tha-266804,paradoliopsis harbisoni,thermal_tolerance_range,0-2.5C
W-Hyd-285987,zanclea alba,thermal_tolerance_range,2.5-5C
SLB-182436,rehderella belyaevi,thermal_tolerance_range,7.5-10C
W-Msc-395927,sansonia alisonae,thermal_tolerance_range,0-2.5C
W-Msc-413943,sansonia shigemitsui,thermal_tolerance_range,5-7.5C
SLB-103750,scissurella garciai,thermal_tolerance_range,0-2.5C
W-Msc-389827,sinezona globosa,thermal_tolerance_range,>15C
W-Tnd-247479,coalecerotanais inflatus,thermal_tolerance_range,0-2.5C
W-Msc-433831,fusiturricula enae,thermal_tolerance_range,>15C
W-Msc-432700,fusiturricula fenimorei,thermal_tolerance_range,0-2.5C
W-Msc-433565,darbya lira,thermal_tolerance_range,7.5-10C
SLB-104725,cerodrillia schroederi,thermal_tolerance_range,0-2.5C
W-Msc-433176,buchema liella,thermal_tolerance_range,0-2.5C
W-Msc-433714,eucithara delacouriana,thermal_tolerance_range,0-2.5C
SLB-104881,gymnobela extensa,thermal_tolerance_range,0-2.5C
W-Msc-420302,drillia havanensis,thermal_tolerance_range,2.5-5C
W-Msc-420314,spirotropis centimata,thermal_tolerance_range,5-7.5C
W-Msc-433399,cordieria rouaultii,thermal_tolerance_range,0-2.5C
W-Msc-722478,mioawateria malmii,thermal_tolerance_range,>15C
W-Msc-420245,bathytoma mitrella,thermal_tolerance_range,10-15C
W-Msc-139237,famelica mirmidina,thermal_tolerance_range,7.5-10C
W-Msc-420369,daphnella cubana,thermal_tolerance_range,0-2.5C
W-Msc-420367,daphnella antillana,thermal_tolerance_range,0-2.5C
W-Msc-433174,buchema hadromeres,thermal_tolerance_range,0-2.5C
W-Msc-420311,fenimorea sunderlandi,thermal_tolerance_range,2.5-5C
W-Msc-434709,polystira gruneri,thermal_tolerance_range,0-2.5C
W-Msc-345703,turridrupa weaveri,thermal_tolerance_range,0-2.5C
W-Msc-434240,lienardia compta,thermal_tolerance_range,2.5-5C
W-Msc-434398,microdaphne morrisoni,thermal_tolerance_range,2.5-5C
W-Msc-432776,mitromorpha dormitor,thermal_tolerance_range,2.5-5C
W-Msc-433977,gymnobela procera,thermal_tolerance_range,10-15C
W-Msc-420308,fenimorea kathyae,thermal_tolerance_range,2.5-5C
W-Msc-434222,leucosyrinx hemimeres,thermal_tolerance_range,0-2.5C
W-Msc-434931,splendrillia elongata,thermal_tolerance_range,10-15C
SLB-108871,pullosquilla malayensis,thermal_tolerance_range,0-2.5C
SLB-111112,chrysopetalum elegans,thermal_tolerance_range,2.5-5C
W-Pol-326747,chrysopetalum floridanum,thermal_tolerance_range,2.5-5C
SLB-111147,synelmis acuminata,thermal_tolerance_range,2.5-5C
W-Pol-195950,erinaceusyllis belizensis,thermal_tolerance_range,7.5-10C
W-Pol-332351,streptospinigera heteroseta,thermal_tolerance_range,2.5-5C
W-Pol-327128,clavodorum mexicanum,thermal_tolerance_range,2.5-5C
W-Pol-327490,eliberidens forceps,thermal_tolerance_range,2.5-5C
W-Pol-330505,pettiboneia blakei,thermal_tolerance_range,2.5-5C
W-Cum-489221,bathylamprops scaber,thermal_tolerance_range,2.5-5C
W-Pol-331708,sclerocheilus unoculus,thermal_tolerance_range,2.5-5C
W-Iso-292762,bathynomus richeri,thermal_tolerance_range,>15C
W-Msc-456654,cellana taitensis,thermal_tolerance_range,0-2.5C
SLB-111844,patelloida conoidalis,thermal_tolerance_range,2.5-5C
SLB-111937,ctenoides sanctipauli,thermal_tolerance_range,0-2.5C
W-Msc-395869,ctenoides vokesi,thermal_tolerance_range,0-2.5C
W-Msc-420743,acesta bullisi,thermal_tolerance_range,10-15C
W-Msc-140240,limatula laminifera,thermal_tolerance_range,2.5-5C
W-Msc-381375,vasticardium sewelli,thermal_tolerance_range,2.5-5C
W-Msc-156871,myonera gigantea,thermal_tolerance_range,5-7.5C
W-Msc-183374,protocuspidaria verityi,thermal_tolerance_range,0-2.5C
SLB-112623,pulvinites exemplus,thermal_tolerance_range,7.5-10C
W-Msc-592592,pteria levitata,thermal_tolerance_range,10-15C
SLB-112636,semipallium coruscans,thermal_tolerance_range,5-7.5C
W-Msc-391757,cyclochlamys lemchei,thermal_tolerance_range,7.5-10C
W-Msc-391720,cyclopecten kermadecensis,thermal_tolerance_range,2.5-5C
W-Msc-505549,limatula acherontis,thermal_tolerance_range,5-7.5C
W-Msc-505554,limatula raoulica,thermal_tolerance_range,5-7.5C
W-Msc-505565,limatula insularis,thermal_tolerance_range,5-7.5C
W-Msc-505568,limatula oliveri,thermal_tolerance_range,5-7.5C
W-Msc-457470,bathyaustriella thionipta,thermal_tolerance_range,0-2.5C
W-Msc-506947,spondylus ostreoides,thermal_tolerance_range,5-7.5C
W-Msc-506963,spondylus raoulensis,thermal_tolerance_range,2.5-5C
SLB-112838,bathymodiolus tangaroa,thermal_tolerance_range,5-7.5C
W-Msc-395870,gigantidas gladius,thermal_tolerance_range,5-7.5C
SLB-112895,talabrica iredalei,thermal_tolerance_range,5-7.5C
SLB-113294,scissula iris,thermal_tolerance_range,2.5-5C
SLB-113308,yoldia liorhina,thermal_tolerance_range,2.5-5C
SLB-113310,munida evarne,thermal_tolerance_range,2.5-5C
SLB-113316,munida fornacis,thermal_tolerance_range,0-2.5C
SLB-189566,babamunida hystrix,thermal_tolerance_range,0-2.5C
SLB-113326,munida llenasi,thermal_tolerance_range,2.5-5C
SLB-113332,munida oblonga,thermal_tolerance_range,0-2.5C
W-Msc-505128,austroneaera brooki,thermal_tolerance_range,5-7.5C
SLB-113112,globospongicola spinulatus,thermal_tolerance_range,>15C
SLB-113115,agononida aequabilis,thermal_tolerance_range,10-15C
SLB-113133,agononida imitata,thermal_tolerance_range,10-15C
SLB-113154,agononida simillima,thermal_tolerance_range,5-7.5C
SLB-113161,munida antliae,thermal_tolerance_range,5-7.5C
SLB-113193,munida arae,thermal_tolerance_range,>15C
SLB-113214,munida columbae,thermal_tolerance_range,0-2.5C
SLB-113231,angulus sybariticus,thermal_tolerance_range,2.5-5C
W-Msc-408176,cardiomya alternata,thermal_tolerance_range,2.5-5C
W-Msc-395867,ctenoides miamiensis,thermal_tolerance_range,2.5-5C
W-Msc-420868,eurytellina angulosa,thermal_tolerance_range,0-2.5C
W-Msc-420809,felaniella candeana,thermal_tolerance_range,5-7.5C
SLB-113274,merisca martinicensis,thermal_tolerance_range,0-2.5C
SLB-113348,munida pasithea,thermal_tolerance_range,2.5-5C
SLB-113349,acar revelata,thermal_tolerance_range,0-2.5C
SLB-113350,munida plexaura,thermal_tolerance_range,2.5-5C
SLB-113352,munida polynoe,thermal_tolerance_range,0-2.5C
SLB-113357,munida rubella,thermal_tolerance_range,2.5-5C
SLB-113360,modiolus hanleyi,thermal_tolerance_range,10-15C
W-Msc-506013,dacrydium zebra,thermal_tolerance_range,0-2.5C
SLB-113371,raymunida limbata,thermal_tolerance_range,2.5-5C
SLB-113372,setanida cristata,thermal_tolerance_range,2.5-5C
W-Pol-130583,paradoneis harpagonea,thermal_tolerance_range,5-7.5C
SLB-113394,parviperna nucleus,thermal_tolerance_range,0-2.5C
SLB-113930,syllis corallicoloides,thermal_tolerance_range,0-2.5C
SLB-113399,ostrea hanleyi,thermal_tolerance_range,0-2.5C
SLB-113967,dendrostrea crenulifera,thermal_tolerance_range,5-7.5C
SLB-114010,fulvia dulce,thermal_tolerance_range,0-2.5C
W-Msc-457460,myrtina leptolira,thermal_tolerance_range,0-2.5C
W-Msc-457453,gonimyrtea avia,thermal_tolerance_range,0-2.5C
W-Msc-457452,ferrocina multiradiata,thermal_tolerance_range,2.5-5C
W-Pol-195984,salvatoria balani,thermal_tolerance_range,5-7.5C
W-Por-165738,axinyssa aculeata,thermal_tolerance_range,0-2.5C
W-Cum-181707,cyclaspis longipes,thermal_tolerance_range,0-2.5C
W-Cum-181745,cyclaspis simonae,thermal_tolerance_range,0-2.5C
W-Cum-421651,schizotrema agglutinanta,thermal_tolerance_range,5-7.5C
SLB-116765,cumella gomoiui,thermal_tolerance_range,0-2.5C
SLB-116784,cumella ocellata,thermal_tolerance_range,7.5-10C
SLB-117289,cantharus iostomus,thermal_tolerance_range,7.5-10C
W-Por-170558,spheciospongia solida,thermal_tolerance_range,2.5-5C
SLB-117981,stosicia chiltoni,thermal_tolerance_range,5-7.5C
W-Msc-582270,zebina bidentata,thermal_tolerance_range,5-7.5C
W-Msc-724079,assiminea vulgaris,thermal_tolerance_range,5-7.5C
SLB-118001,trivia pellucidula,thermal_tolerance_range,2.5-5C
W-Msc-591407,cerithiopsis powelli,thermal_tolerance_range,5-7.5C
W-Msc-536367,pyramidelloides suteri,thermal_tolerance_range,5-7.5C
W-Msc-396973,neothais smithi,thermal_tolerance_range,2.5-5C
SLB-118076,fusinus genticus,thermal_tolerance_range,5-7.5C
W-Msc-428980,conus bruuni,thermal_tolerance_range,0-2.5C
SLB-118109,melampus albus,thermal_tolerance_range,2.5-5C
SLB-118281,erosaria bernardi,thermal_tolerance_range,0-2.5C
W-Msc-570813,monetaria caputdraconis,thermal_tolerance_range,0-2.5C
W-Pol-331379,pseudexogone backstromi,thermal_tolerance_range,10-15C
SLB-118682,mesacturoides crinitus,thermal_tolerance_range,0-2.5C
SLB-118869,vexillum turrigerum,thermal_tolerance_range,2.5-5C
SLB-118978,anchiopontonia hurii,thermal_tolerance_range,2.5-5C
W-Hol-390283,actinopyga capillata,thermal_tolerance_range,2.5-5C
SLB-132937,polysiphonia sertularioides,thermal_tolerance_range,2.5-5C
SLB-146141,meristotheca procumbens,thermal_tolerance_range,5-7.5C
SLB-134671,jania tenella,thermal_tolerance_range,2.5-5C
SLB-154504,lomentaria baileyana,thermal_tolerance_range,2.5-5C
SLB-131751,herposiphonia pecten-veneris,thermal_tolerance_range,0-2.5C
SLB-135568,caulerpa seuratii,thermal_tolerance_range,0-2.5C
SLB-154857,aka cachacrouensis,thermal_tolerance_range,0-2.5C
SLB-154942,leptalpheus denticulatus,thermal_tolerance_range,0-2.5C
W-Por-169960,stelletta mauritiana,thermal_tolerance_range,2.5-5C
W-Bch-207563,neosarmatium meinerti,thermal_tolerance_range,0-2.5C
W-Bch-444372,atergatopsis lucasii,thermal_tolerance_range,0-2.5C
W-Por-170372,chondrosia chucalla,thermal_tolerance_range,2.5-5C
SLB-156158,octolasmis geryonophila,thermal_tolerance_range,>15C
SLB-155757,paragiopagurus bicarinatus,thermal_tolerance_range,10-15C
SLB-155864,agelas schmidti,thermal_tolerance_range,0-2.5C
W-Bch-441883,cyrtomaia ihlei,thermal_tolerance_range,0-2.5C
W-Bch-441586,laubierinia carinata,thermal_tolerance_range,>15C
W-Por-170656,polymastia tenax,thermal_tolerance_range,0-2.5C
SLB-157886,tellina bougei,thermal_tolerance_range,0-2.5C
SLB-157927,callyspongia strongylophora,thermal_tolerance_range,0-2.5C
SLB-158051,pachycheles garciaensis,thermal_tolerance_range,2.5-5C
W-Por-168255,biemna cribaria,thermal_tolerance_range,0-2.5C
W-Por-240545,iotrochota arenosa,thermal_tolerance_range,0-2.5C
SLB-158361,tedania klausi,thermal_tolerance_range,0-2.5C
W-Por-165698,scopalina australiensis,thermal_tolerance_range,2.5-5C
W-Por-166089,callyspongia crassifibra,thermal_tolerance_range,0-2.5C
SLB-165894,petrarctus holthuisi,thermal_tolerance_range,0-2.5C
W-Msc-388740,cycloscala sardellae,thermal_tolerance_range,0-2.5C
W-Msc-473110,cerithium ophioderma,thermal_tolerance_range,7.5-10C
W-Bch-557800,stegopleurodon planirostrum,thermal_tolerance_range,>15C
W-Msc-390440,vexillum kuiperi,thermal_tolerance_range,2.5-5C
W-Msc-550057,mipus matsumotoi,thermal_tolerance_range,10-15C
W-Msc-389713,conus mcbridei,thermal_tolerance_range,2.5-5C
W-Msc-549950,coralliophila mitraeforma,thermal_tolerance_range,2.5-5C
W-Oph-244200,macrophiothrix hybrida,thermal_tolerance_range,0-2.5C
SLB-169849,ophiothrix vetusta,thermal_tolerance_range,2.5-5C
W-Msc-1000335,lophiotoma picturata,thermal_tolerance_range,0-2.5C
W-Por-169704,pseudoceratina verrucosa,thermal_tolerance_range,2.5-5C
SLB-169556,culcita novaeguinae,thermal_tolerance_range,2.5-5C
W-Ase-254863,novodinia penichra,thermal_tolerance_range,0-2.5C
W-Oph-244214,ophiotreta larissae,thermal_tolerance_range,2.5-5C
W-Ech-513174,chondrocidaris brevispina,thermal_tolerance_range,2.5-5C
SLB-169922,polyplectana kefersteini,thermal_tolerance_range,5-7.5C
W-Oct-125389,paramuricea macrospina,thermal_tolerance_range,0-2.5C
W-Oct-125380,bebryce mollis,thermal_tolerance_range,0-2.5C
W-Cer-151565,cerianthula mediterranea,thermal_tolerance_range,0-2.5C
W-Hex-410970,bunodactis rubripunctata,thermal_tolerance_range,5-7.5C
W-Zoa-101035,epizoanthus paguricola,thermal_tolerance_range,2.5-5C
W-Zoa-101033,epizoanthus mediterraneus,thermal_tolerance_range,0-2.5C
W-Zoa-101043,epizoanthus vagus,thermal_tolerance_range,0-2.5C
W-Bry-422323,reptadeonella bipartita,thermal_tolerance_range,0-2.5C
Rep-7574,phyllodactylus insularis,thermal_tolerance_range,0-2.5C
W-Msc-234159,babelomurex sentix,thermal_tolerance_range,>15C
W-Msc-141684,tjaernoeia exquisita,thermal_tolerance_range,2.5-5C
W-Bry-422271,discoporella depressa,thermal_tolerance_range,2.5-5C
W-Bry-422280,beania klugei,thermal_tolerance_range,0-2.5C
W-Bry-422281,canda caraibica,thermal_tolerance_range,2.5-5C
W-Bry-422279,halophila antillaea,thermal_tolerance_range,2.5-5C
W-Bry-471540,canda simplex,thermal_tolerance_range,2.5-5C
SLB-171554,labioporella dumonti,thermal_tolerance_range,2.5-5C
W-Bry-422328,celleporaria sherryae,thermal_tolerance_range,0-2.5C
W-Bry-470458,parasmittina areolata,thermal_tolerance_range,0-2.5C
W-Bry-422342,parasmittina betamorphaea,thermal_tolerance_range,2.5-5C
W-Bry-422366,stylopoma projecta,thermal_tolerance_range,2.5-5C
W-Bry-422381,microporella protea,thermal_tolerance_range,0-2.5C
W-Msc-505623,limea clandestina,thermal_tolerance_range,7.5-10C
W-Msc-504893,coripia jozinae,thermal_tolerance_range,0-2.5C
W-Bry-422402,aimulosia uvulifera,thermal_tolerance_range,2.5-5C
W-Bry-422399,trematooecia protecta,thermal_tolerance_range,2.5-5C
SLB-171589,stephanollona asper,thermal_tolerance_range,2.5-5C
W-Bry-470891,mecynoecia proboscideoides,thermal_tolerance_range,0-2.5C
W-Bry-422428,proboscina robusta,thermal_tolerance_range,0-2.5C
W-Bry-470135,smittipora acutirostris,thermal_tolerance_range,0-2.5C
W-Msc-140446,dacrydium hyalinum,thermal_tolerance_range,0-2.5C
W-Msc-140456,idas modiolaeformis,thermal_tolerance_range,0-2.5C
W-Oph-243635,ophioderma ensifera,thermal_tolerance_range,0-2.5C
W-Msc-419903,isotriphora peetersae,thermal_tolerance_range,0-2.5C
SLB-172770,mancinella deltoidea,thermal_tolerance_range,0-2.5C
W-Oph-423585,ophiobyrsella serpens,thermal_tolerance_range,0-2.5C
W-Cop-361698,ophiopsyllus latus,thermal_tolerance_range,0-2.5C
W-Amp-510247,leucothoe barana,thermal_tolerance_range,2.5-5C
W-Amp-510265,leucothoe flammosa,thermal_tolerance_range,2.5-5C
W-Por-165714,svenzea cristinae,thermal_tolerance_range,0-2.5C
SLB-172527,richardina fredericii,thermal_tolerance_range,0-2.5C
SLB-172530,periclimenes aegylios,thermal_tolerance_range,0-2.5C
SLB-172536,automate branchialis,thermal_tolerance_range,0-2.5C
W-Bch-442085,thersandrus compressus,thermal_tolerance_range,0-2.5C
SLB-172546,paguristes syrtensis,thermal_tolerance_range,0-2.5C
SLB-172555,brachynotus gemmellari,thermal_tolerance_range,2.5-5C
W-Oli-475748,heterodrilus modestus,thermal_tolerance_range,0-2.5C
W-Oli-475752,heterodrilus pentcheffi,thermal_tolerance_range,2.5-5C
W-Oli-476022,pectinodrilus molestus,thermal_tolerance_range,0-2.5C
W-Oli-476152,uniporodrilus nasutus,thermal_tolerance_range,0-2.5C
W-Oli-137508,aktedrilus parvithecatus,thermal_tolerance_range,2.5-5C
W-Oli-475973,olavius imperfectus,thermal_tolerance_range,0-2.5C
W-Oli-475965,olavius finitimus,thermal_tolerance_range,0-2.5C
W-Oli-476001,olavius tantulus,thermal_tolerance_range,0-2.5C
W-Oli-137496,thalassodrilides gurwitschi,thermal_tolerance_range,2.5-5C
W-Oli-476112,thalassodrilides bruneti,thermal_tolerance_range,0-2.5C
W-Oli-475795,limnodriloides anxius,thermal_tolerance_range,2.5-5C
W-Oli-476079,smithsonidrilus luteolus,thermal_tolerance_range,0-2.5C
W-Oli-476121,tubificoides bermudae,thermal_tolerance_range,2.5-5C
W-Amp-488588,pseudamphithoides incurvaria,thermal_tolerance_range,0-2.5C
SLB-172719,neocallichirus maryae,thermal_tolerance_range,0-2.5C
SLB-172730,halichondria corrugata,thermal_tolerance_range,2.5-5C
W-Msc-420436,murchisonella spectrum,thermal_tolerance_range,0-2.5C
W-Msc-419573,amphithalamus rauli,thermal_tolerance_range,0-2.5C
W-Msc-419924,triphora elvirae,thermal_tolerance_range,0-2.5C
W-Msc-565497,timbellus xenos,thermal_tolerance_range,0-2.5C
W-Hyd-418881,myrionema hargitti,thermal_tolerance_range,5-7.5C
W-Msc-532490,caecum lineicinctum,thermal_tolerance_range,0-2.5C
W-Msc-420425,ammonicera albospeciosa,thermal_tolerance_range,2.5-5C
W-Msc-564274,dermomurex alabastrum,thermal_tolerance_range,0-2.5C
W-Msc-419450,gaza cubana,thermal_tolerance_range,2.5-5C
W-Msc-428133,conus garciai,thermal_tolerance_range,0-2.5C
W-Msc-428148,conus harlandi,thermal_tolerance_range,0-2.5C
W-Msc-428167,conus julieandreae,thermal_tolerance_range,0-2.5C
W-Msc-428173,conus kulkulcan,thermal_tolerance_range,0-2.5C
W-Msc-420067,nassarius paucicostatus,thermal_tolerance_range,0-2.5C
W-Msc-428168,conus kalafuti,thermal_tolerance_range,0-2.5C
W-Msc-388250,neolepton peetersae,thermal_tolerance_range,0-2.5C
W-Msc-406368,attiliosa bessei,thermal_tolerance_range,0-2.5C
W-Oph-422459,ophiophragmus cubanus,thermal_tolerance_range,2.5-5C
W-For-113503,lagena perlucida,thermal_tolerance_range,0-2.5C
W-Cum-387567,cumella biserrata,thermal_tolerance_range,0-2.5C
