iucn_sid,sciname,worms_name,in_am,in_am_valid,in_vuln,mapped
17021,phoca vitulina,phoca vitulina,TRUE,TRUE,TRUE,FALSE
17022,phoca vitulina,phoca vitulina,TRUE,TRUE,TRUE,FALSE
17023,phoca largha,phoca largha,TRUE,TRUE,TRUE,TRUE
17026,phocarctos hookeri,phocarctos hookeri,TRUE,TRUE,TRUE,TRUE
17027,phocoena phocoena,phocoena phocoena,TRUE,TRUE,TRUE,TRUE
17028,phocoena sinus,phocoena sinus,TRUE,TRUE,TRUE,TRUE
17029,phocoena spinipinnis,phocoena spinipinnis,TRUE,TRUE,TRUE,TRUE
17030,phocoena phocoena,phocoena phocoena,TRUE,TRUE,TRUE,FALSE
17031,phocoena phocoena,phocoena phocoena,TRUE,TRUE,TRUE,TRUE
17032,phocoenoides dalli,phocoenoides dalli,TRUE,TRUE,TRUE,TRUE
17096,phycodurus eques,phycodurus eques,TRUE,TRUE,TRUE,TRUE
17177,phyllopteryx taeniolatus,phyllopteryx taeniolatus,TRUE,TRUE,TRUE,TRUE
17245,physiculus helenaensis,physiculus helenaensis,FALSE,FALSE,TRUE,FALSE
17595,plecoglossus altivelis,plecoglossus altivelis,TRUE,TRUE,TRUE,FALSE
17604,plectranthias chungchowensis,plectranthias whiteheadi,TRUE,FALSE,TRUE,FALSE
17710,myzopsetta ferruginea,no match,FALSE,FALSE,FALSE,FALSE
17974,ponapella pihapiha,ponapella pihapiha,FALSE,FALSE,FALSE,FALSE
17977,pontinus nigropunctatus,pontinus nigropunctatus,FALSE,FALSE,TRUE,FALSE
17978,pontoporia blainvillei,pontoporia blainvillei,TRUE,TRUE,TRUE,TRUE
18145,priolepis robinsi,priolepis robinsi,FALSE,FALSE,TRUE,FALSE
18175,pristis pectinata,pristis pectinata,TRUE,TRUE,TRUE,FALSE
18374,protemblemaria punctata,protemblemaria punctata,TRUE,FALSE,TRUE,TRUE
18376,proterorhinus marmoratus,proterorhinus marmoratus,TRUE,TRUE,TRUE,FALSE
18383,prototroctes maraena,prototroctes maraena,FALSE,FALSE,TRUE,FALSE
18428,psephurus gladius,psephurus gladius,FALSE,FALSE,FALSE,FALSE
18510,pseudochromis pesi,pseudochromis pesi,TRUE,FALSE,TRUE,FALSE
18546,pseudomugil majusculus,pseudomugil majusculus,FALSE,FALSE,TRUE,FALSE
18596,pseudorca crassidens,pseudorca crassidens,TRUE,TRUE,TRUE,TRUE
18878,pungitius pungitius,pungitius pungitius,TRUE,TRUE,TRUE,FALSE
19037,quadrasiella clathrata,quadrasiella clathrata,FALSE,FALSE,FALSE,FALSE
19038,quadrasiella mucronata,quadrasiella mucronata,FALSE,FALSE,FALSE,FALSE
19301,ranella olearia,ranella olearium,TRUE,TRUE,TRUE,FALSE
19302,ranella parthenopaeum,monoplex parthenopeus,FALSE,FALSE,TRUE,FALSE
19387,redigobius dewaali,redigobius dewaali,FALSE,FALSE,TRUE,FALSE
19388,redigobius bikolanus,redigobius bikolanus,TRUE,TRUE,TRUE,FALSE
19488,rhincodon typus,rhincodon typus,TRUE,TRUE,TRUE,TRUE
19735,kryptolebias marmoratus,kryptolebias marmoratus,FALSE,FALSE,TRUE,FALSE
19798,parasaccogaster melanomycter,parasaccogaster melanomycter,FALSE,FALSE,TRUE,FALSE
19855,salmo salar,salmo salar,TRUE,TRUE,TRUE,FALSE
19875,salvelinus confluentus,salvelinus confluentus,FALSE,FALSE,TRUE,FALSE
19896,sanopus astrifer,sanopus astrifer,FALSE,FALSE,TRUE,FALSE
19897,sanopus greenfieldorum,sanopus greenfieldorum,FALSE,FALSE,TRUE,FALSE
19898,sanopus reticulatus,sanopus reticulatus,FALSE,FALSE,TRUE,FALSE
19899,sanopus splendidus,sanopus splendidus,TRUE,FALSE,TRUE,FALSE
19938,scaevatula amancicoi,scaevatula amancioi,FALSE,FALSE,TRUE,FALSE
19939,scaevatula pellisserpentis,scaevatula pellisserpentis,FALSE,FALSE,TRUE,FALSE
19950,scarus guacamaia,scarus guacamaia,TRUE,TRUE,TRUE,TRUE
20047,scomberomorus concolor,scomberomorus concolor,TRUE,TRUE,TRUE,TRUE
20084,sebastes fasciatus,sebastes fasciatus,TRUE,TRUE,TRUE,FALSE
20085,sebastes paucispinus,sebastes paucispinis,TRUE,TRUE,TRUE,FALSE
20268,siphonaria compressa,siphonaria compressa,FALSE,FALSE,TRUE,FALSE
20314,solegnathus dunckeri,solegnathus dunckeri,TRUE,TRUE,TRUE,TRUE
20315,solegnathus hardwickii,solegnathus hardwickii,TRUE,TRUE,TRUE,TRUE
20316,solegnathus lettiensis,solegnathus lettiensis,TRUE,TRUE,TRUE,TRUE
20317,solegnathus robustus,solegnathus robustus,TRUE,TRUE,TRUE,TRUE
20318,solegnathus spinosissimus,solegnathus spinosissimus,TRUE,TRUE,TRUE,TRUE
20425,sousa teuszii,sousa teuszii,TRUE,TRUE,TRUE,FALSE
20724,stegastes sanctaehelenae,stegastes sanctaehelenae,FALSE,FALSE,TRUE,FALSE
20729,stenella attenuata,stenella attenuata,TRUE,TRUE,TRUE,TRUE
20730,stenella clymene,stenella clymene,TRUE,TRUE,TRUE,TRUE
20731,stenella coeruleoalba,stenella coeruleoalba,TRUE,TRUE,TRUE,TRUE
20732,stenella frontalis,stenella frontalis,TRUE,TRUE,TRUE,TRUE
20733,stenella longirostris,stenella longirostris,TRUE,TRUE,TRUE,TRUE
20738,steno bredanensis,steno bredanensis,TRUE,TRUE,TRUE,TRUE
20795,stereolepis gigas,stereolepis gigas,TRUE,TRUE,TRUE,FALSE
20855,stiphodon surrufus,stiphodon surrufus,FALSE,FALSE,TRUE,FALSE
20861,sander marinus,sander marinus,FALSE,FALSE,TRUE,FALSE
21257,syngnathus abaster,syngnathus abaster,TRUE,TRUE,TRUE,TRUE
21308,tachypleus gigas,tachypleus gigas,TRUE,TRUE,FALSE,FALSE
21309,tachypleus tridentatus,tachypleus tridentatus,TRUE,TRUE,FALSE,FALSE
21326,taenioides jacksoni,taenioides jacksoni,FALSE,FALSE,TRUE,FALSE
21341,takifugu niphobles,takifugu niphobles,TRUE,TRUE,TRUE,TRUE
21342,takifugu poecilonotus,takifugu poecilonotus,TRUE,TRUE,TRUE,TRUE
21343,takifugu xanthopterus,takifugu xanthopterus,TRUE,TRUE,TRUE,TRUE
21500,tasmacetus shepherdi,tasmacetus shepherdi,TRUE,TRUE,TRUE,TRUE
21560,teinostoma fernandesi,teinostoma fernandesi,FALSE,FALSE,TRUE,FALSE
21561,teinostoma funiculatum,teinostoma funiculatum,FALSE,FALSE,TRUE,FALSE
21628,teramulus kieneri,teramulus kieneri,FALSE,FALSE,TRUE,FALSE
21681,thaanumella angulosa,thaanumella angulosa,FALSE,FALSE,FALSE,FALSE
21682,thaanumella cookei,thaanumella cookei,FALSE,FALSE,FALSE,FALSE
21689,thalassoma ascensionis,thalassoma ascensionis,FALSE,FALSE,TRUE,TRUE
21856,thunnus alalunga,thunnus alalunga,TRUE,TRUE,TRUE,TRUE
21857,thunnus albacares,thunnus albacares,TRUE,TRUE,TRUE,TRUE
21858,thunnus maccoyii,thunnus maccoyii,TRUE,TRUE,TRUE,TRUE
21859,thunnus obesus,thunnus obesus,TRUE,TRUE,TRUE,TRUE
21860,thunnus thynnus,thunnus thynnus,TRUE,TRUE,TRUE,TRUE
21861,thunnus alalunga,thunnus alalunga,TRUE,TRUE,TRUE,FALSE
21862,thunnus alalunga,thunnus alalunga,TRUE,TRUE,TRUE,FALSE
21994,torquigener brevipinnis,torquigener brevipinnis,TRUE,TRUE,TRUE,TRUE
22003,totoaba macdonaldi,totoaba macdonaldi,TRUE,TRUE,TRUE,FALSE
22103,trichechus manatus,trichechus manatus,TRUE,TRUE,TRUE,FALSE
22104,trichechus senegalensis,trichechus senegalensis,FALSE,FALSE,TRUE,FALSE
22105,trichechus manatus,trichechus manatus,TRUE,TRUE,TRUE,FALSE
22106,trichechus manatus,trichechus manatus,TRUE,TRUE,TRUE,FALSE
22135,tridacna crocea,tridacna crocea,TRUE,TRUE,TRUE,FALSE
22136,tridacna derasa,tridacna derasa,TRUE,TRUE,TRUE,FALSE
22137,tridacna gigas,tridacna gigas,TRUE,TRUE,TRUE,FALSE
22138,tridacna maxima,tridacna maxima,TRUE,TRUE,TRUE,FALSE
22139,tridacna rosewateri,tridacna rosewateri,FALSE,FALSE,TRUE,FALSE
22140,tridacna squamosa,tridacna squamosa,TRUE,TRUE,TRUE,FALSE
22141,tridacna mbalavuana,tridacna mbalavuana,FALSE,FALSE,TRUE,FALSE
22563,tursiops truncatus,tursiops truncatus,TRUE,TRUE,TRUE,TRUE
22594,typhlatya iliffei,typhlatya iliffei,FALSE,FALSE,FALSE,FALSE
22823,ursus maritimus,ursus maritimus,FALSE,FALSE,TRUE,TRUE
23045,volvarina insulana,volvarina insulana,FALSE,FALSE,TRUE,FALSE
23090,wrayanna soluta,wrayanna soluta,FALSE,FALSE,FALSE,FALSE
23148,xiphias gladius,xiphias gladius,TRUE,TRUE,TRUE,TRUE
23149,xiphias gladius,xiphias gladius,TRUE,TRUE,TRUE,FALSE
23211,ziphius cavirostris,ziphius cavirostris,TRUE,TRUE,TRUE,TRUE
23259,gobius ophiocephalus,zosterisessor ophiocephalus,TRUE,TRUE,TRUE,FALSE
29609,sebastolobus alascanus,sebastolobus alascanus,TRUE,TRUE,TRUE,FALSE
31382,rhizophora apiculata,rhizophora apiculata,FALSE,FALSE,FALSE,TRUE
33705,dolichandrone spathacea,no match,FALSE,FALSE,FALSE,TRUE
34364,aglaia cucullata,no match,FALSE,FALSE,FALSE,TRUE
39302,anthias regalis,pseudanthias regalis,TRUE,FALSE,TRUE,FALSE
39303,dermatolepis inermis,dermatolepis inermis,TRUE,TRUE,TRUE,TRUE
39304,serranus dewegeri,paralabrax dewegeri,TRUE,TRUE,TRUE,FALSE
39324,notorynchus cepedianus,notorynchus cepedianus,TRUE,TRUE,TRUE,TRUE
39327,pristiophorus cirratus,pristiophorus cirratus,TRUE,TRUE,TRUE,TRUE
39328,squatina californica,squatina californica,TRUE,TRUE,TRUE,TRUE
39329,squatina argentina,squatina argentina,TRUE,TRUE,TRUE,TRUE
39331,squatina occulta,squatina occulta,FALSE,FALSE,TRUE,TRUE
39332,squatina squatina,squatina squatina,TRUE,TRUE,TRUE,TRUE
39333,heterodontus francisci,heterodontus francisci,TRUE,TRUE,TRUE,TRUE
39334,heterodontus portusjacksoni,heterodontus portusjacksoni,TRUE,TRUE,TRUE,TRUE
39335,brachaelurus colcloughi,brachaelurus colcloughi,TRUE,TRUE,TRUE,TRUE
39336,odontaspis noronhai,odontaspis noronhai,TRUE,TRUE,TRUE,TRUE
39337,pseudocarcharias kamoharai,pseudocarcharias kamoharai,TRUE,TRUE,TRUE,TRUE
39338,megachasma pelagios,megachasma pelagios,TRUE,TRUE,TRUE,TRUE
39339,alopias vulpinus,alopias vulpinus,TRUE,TRUE,TRUE,TRUE
39341,isurus oxyrinchus,isurus oxyrinchus,TRUE,TRUE,TRUE,TRUE
39342,lamna ditropis,lamna ditropis,TRUE,TRUE,TRUE,TRUE
39345,haploblepharus edwardsii,haploblepharus edwardsii,TRUE,TRUE,TRUE,TRUE
39346,haploblepharus fuscus,haploblepharus fuscus,TRUE,TRUE,TRUE,TRUE
39347,schroederichthys bivius,schroederichthys bivius,TRUE,TRUE,TRUE,TRUE
39348,poroderma africanum,poroderma africanum,TRUE,TRUE,TRUE,TRUE
39349,scyliorhinus capensis,scyliorhinus capensis,TRUE,TRUE,TRUE,TRUE
39350,leptocharias smithii,leptocharias smithii,TRUE,TRUE,TRUE,TRUE
39351,furgaleus macki,furgaleus macki,TRUE,TRUE,TRUE,TRUE
39352,galeorhinus galeus,galeorhinus galeus,TRUE,TRUE,TRUE,TRUE
39353,hemitriakis leucoperiptera,hemitriakis leucoperiptera,TRUE,FALSE,TRUE,TRUE
39354,hypogaleus hyugaensis,hypogaleus hyugaensis,TRUE,TRUE,TRUE,TRUE
39355,mustelus antarcticus,mustelus antarcticus,TRUE,TRUE,TRUE,TRUE
39356,mustelus lenticulatus,mustelus lenticulatus,TRUE,TRUE,TRUE,TRUE
39357,mustelus asterias,mustelus asterias,TRUE,TRUE,TRUE,TRUE
39358,mustelus mustelus,mustelus mustelus,TRUE,TRUE,TRUE,TRUE
39359,mustelus canis,mustelus canis,TRUE,TRUE,TRUE,TRUE
39360,scylliogaleus quecketti,scylliogaleus quecketti,FALSE,FALSE,TRUE,TRUE
39361,triakis acutipinna,triakis acutipinna,FALSE,FALSE,TRUE,TRUE
39362,triakis megalopterus,triakis megalopterus,TRUE,TRUE,TRUE,TRUE
39363,triakis semifasciata,triakis semifasciata,FALSE,FALSE,TRUE,TRUE
39365,carcharhinus amblyrhynchos,carcharhinus amblyrhynchos,TRUE,TRUE,TRUE,TRUE
39366,carcharhinus amboinensis,carcharhinus amboinensis,TRUE,TRUE,TRUE,TRUE
39367,carcharhinus borneensis,carcharhinus borneensis,TRUE,FALSE,TRUE,TRUE
39368,carcharhinus brevipinna,carcharhinus brevipinna,TRUE,TRUE,TRUE,TRUE
39369,carcharhinus hemiodon,carcharhinus hemiodon,TRUE,TRUE,TRUE,TRUE
39370,carcharhinus falciformis,carcharhinus falciformis,TRUE,TRUE,TRUE,TRUE
39371,carcharhinus leiodon,carcharhinus leiodon,FALSE,FALSE,TRUE,TRUE
39372,carcharhinus leucas,carcharhinus leucas,TRUE,TRUE,TRUE,TRUE
39373,carcharhinus limbatus,carcharhinus limbatus,TRUE,TRUE,TRUE,FALSE
39374,carcharhinus longimanus,carcharhinus longimanus,TRUE,TRUE,TRUE,TRUE
39375,carcharhinus melanopterus,carcharhinus melanopterus,TRUE,TRUE,TRUE,TRUE
39377,carcharhinus plumbeus,carcharhinus plumbeus,TRUE,TRUE,TRUE,FALSE
39378,galeocerdo cuvier,galeocerdo cuvier,TRUE,TRUE,TRUE,TRUE
39379,glyphis glyphis,glyphis glyphis,FALSE,FALSE,TRUE,TRUE
39380,negaprion brevirostris,negaprion brevirostris,TRUE,TRUE,TRUE,TRUE
39381,prionace glauca,prionace glauca,TRUE,TRUE,TRUE,TRUE
39382,rhizoprionodon terraenovae,rhizoprionodon terraenovae,TRUE,TRUE,TRUE,TRUE
39384,triaenodon obesus,triaenodon obesus,TRUE,TRUE,TRUE,TRUE
39385,sphyrna lewini,sphyrna lewini,TRUE,TRUE,TRUE,TRUE
39386,sphyrna mokarran,sphyrna mokarran,TRUE,TRUE,TRUE,TRUE
39387,sphyrna tiburo,sphyrna tiburo,TRUE,TRUE,TRUE,TRUE
39388,sphyrna zygaena,sphyrna zygaena,TRUE,TRUE,TRUE,TRUE
39389,anoxypristis cuspidata,anoxypristis cuspidata,TRUE,TRUE,TRUE,TRUE
39390,pristis clavata,pristis clavata,TRUE,TRUE,TRUE,TRUE
39393,pristis zijsron,pristis zijsron,TRUE,TRUE,TRUE,TRUE
39394,rhynchobatus djiddensis,rhynchobatus djiddensis,TRUE,TRUE,TRUE,TRUE
39396,tetronarce californica,tetronarce californica,TRUE,TRUE,TRUE,TRUE
39399,raja clavata,raja clavata,TRUE,TRUE,TRUE,TRUE
39400,raja microocellata,raja microocellata,TRUE,TRUE,TRUE,TRUE
39413,urogymnus asperrimus,urogymnus asperrimus,TRUE,TRUE,TRUE,TRUE
39414,fontitrygon ukpam,fontitrygon ukpam,FALSE,FALSE,TRUE,TRUE
39416,myliobatis californicus,myliobatis californica,TRUE,TRUE,TRUE,TRUE
39427,cephalorhynchus hectori,cephalorhynchus hectori,TRUE,TRUE,TRUE,FALSE
39465,squatina guggenheim,squatina guggenheim,TRUE,TRUE,TRUE,FALSE
39541,notorynchus cepedianus,notorynchus cepedianus,TRUE,TRUE,TRUE,FALSE
39543,carcharhinus amboinensis,carcharhinus amboinensis,TRUE,TRUE,TRUE,FALSE
39544,carcharhinus brevipinna,carcharhinus brevipinna,TRUE,TRUE,TRUE,FALSE
39771,dipturus laevis,dipturus laevis,TRUE,TRUE,TRUE,TRUE
39773,cephalopholis boenak,cephalopholis boenak,TRUE,TRUE,TRUE,TRUE
39774,cromileptes altivelis,cromileptes altivelis,TRUE,TRUE,TRUE,TRUE
40635,indopacetus pacificus,indopacetus pacificus,TRUE,TRUE,TRUE,TRUE
40710,percarina demidoffii,percarina demidoffii,FALSE,FALSE,TRUE,FALSE
40711,stegastes sanctipauli,stegastes sanctipauli,FALSE,FALSE,TRUE,FALSE
40715,syngnathoides biaculeatus,syngnathoides biaculeatus,TRUE,TRUE,TRUE,TRUE
40773,hippocampus subelongatus,hippocampus subelongatus,TRUE,FALSE,TRUE,TRUE
40784,neovison macrodon,neovison macrodon,TRUE,FALSE,TRUE,FALSE
40797,carcharhinus amblyrhynchoides,carcharhinus amblyrhynchoides,TRUE,TRUE,TRUE,TRUE
40802,hippocampus barbouri,hippocampus barbouri,TRUE,TRUE,TRUE,TRUE
41005,hippocampus mohnikei,hippocampus mohnikei,TRUE,TRUE,TRUE,FALSE
41006,hippocampus guttulatus,hippocampus guttulatus,TRUE,TRUE,TRUE,TRUE
41007,hippocampus algiricus,hippocampus algiricus,TRUE,TRUE,TRUE,TRUE
41008,hippocampus comes,hippocampus comes,TRUE,TRUE,TRUE,TRUE
41009,hippocampus fisheri,hippocampus fisheri,TRUE,TRUE,TRUE,TRUE
41010,hippocampus kelloggi,hippocampus kelloggi,TRUE,TRUE,TRUE,TRUE
41030,syngnathus watermeyeri,syngnathus watermeyeri,FALSE,FALSE,TRUE,TRUE
41064,pseudobatos horkelii,pseudobatos horkelii,TRUE,TRUE,TRUE,TRUE
41664,arctocephalus forsteri,arctocephalus australis forsteri,FALSE,FALSE,FALSE,TRUE
41665,otaria byronia,otaria byronia,TRUE,TRUE,TRUE,TRUE
41666,zalophus californianus,zalophus californianus,TRUE,TRUE,TRUE,TRUE
41667,zalophus japonicus,zalophus japonicus,FALSE,FALSE,TRUE,FALSE
41668,zalophus wollebaeki,zalophus wollebaeki,TRUE,TRUE,TRUE,TRUE
41670,histriophoca fasciata,histriophoca fasciata,TRUE,TRUE,TRUE,TRUE
41671,pagophilus groenlandicus,pagophilus groenlandicus,TRUE,TRUE,TRUE,TRUE
41672,pusa hispida,pusa hispida,TRUE,TRUE,TRUE,FALSE
41673,pusa hispida,pusa hispida,TRUE,TRUE,TRUE,FALSE
41677,pusa hispida,pusa hispida,TRUE,TRUE,TRUE,FALSE
41711,eubalaena japonica,eubalaena japonica,TRUE,TRUE,TRUE,TRUE
41712,eubalaena glacialis,eubalaena glacialis,TRUE,TRUE,TRUE,TRUE
41713,balaenoptera musculus,balaenoptera musculus,TRUE,TRUE,TRUE,FALSE
41714,tursiops aduncus,tursiops aduncus,TRUE,TRUE,TRUE,TRUE
41715,phocoena dioptrica,phocoena dioptrica,TRUE,TRUE,TRUE,TRUE
41716,hippocampus denise,hippocampus denise,TRUE,TRUE,TRUE,TRUE
41718,apristurus albisoma,apristurus albisoma,TRUE,FALSE,TRUE,TRUE
41719,apristurus exsanguis,apristurus exsanguis,TRUE,TRUE,TRUE,TRUE
41720,asymbolus analis,asymbolus analis,TRUE,TRUE,TRUE,TRUE
41721,asymbolus funebris,asymbolus funebris,FALSE,FALSE,TRUE,TRUE
41722,asymbolus occiduus,asymbolus occiduus,TRUE,TRUE,TRUE,TRUE
41723,asymbolus pallidus,asymbolus pallidus,TRUE,TRUE,TRUE,TRUE
41724,asymbolus parvus,asymbolus parvus,TRUE,TRUE,TRUE,TRUE
41725,asymbolus rubiginosus,asymbolus rubiginosus,TRUE,TRUE,TRUE,TRUE
41726,asymbolus submaculatus,asymbolus submaculatus,TRUE,TRUE,TRUE,TRUE
41727,asymbolus vincenti,asymbolus vincenti,TRUE,TRUE,TRUE,TRUE
41728,atelomycterus fasciatus,atelomycterus fasciatus,TRUE,TRUE,TRUE,TRUE
41729,atelomycterus macleayi,atelomycterus macleayi,TRUE,TRUE,TRUE,TRUE
41730,atelomycterus marmoratus,atelomycterus marmoratus,TRUE,TRUE,TRUE,TRUE
41731,aulohalaelurus labiosus,aulohalaelurus labiosus,FALSE,FALSE,TRUE,TRUE
41732,brachaelurus waddi,brachaelurus waddi,TRUE,TRUE,TRUE,TRUE
41733,carcharhinus cautus,carcharhinus cautus,TRUE,TRUE,TRUE,TRUE
41735,carcharhinus fitzroyensis,carcharhinus fitzroyensis,TRUE,TRUE,TRUE,TRUE
41736,carcharhinus galapagensis,carcharhinus galapagensis,TRUE,TRUE,TRUE,TRUE
41737,carcharhinus macloti,carcharhinus macloti,TRUE,TRUE,TRUE,TRUE
41738,carcharhinus sealei,carcharhinus sealei,TRUE,TRUE,TRUE,TRUE
41739,carcharhinus tilstoni,carcharhinus tilstoni,TRUE,TRUE,TRUE,TRUE
41740,centrophorus harrissoni,centrophorus harrissoni,TRUE,TRUE,TRUE,TRUE
41741,carcharhinus brachyurus,carcharhinus brachyurus,TRUE,TRUE,TRUE,TRUE
41742,carcharhinus brachyurus,carcharhinus brachyurus,TRUE,TRUE,TRUE,FALSE
41743,callorhinchus milii,callorhinchus milii,TRUE,TRUE,FALSE,TRUE
41745,centrophorus uyato,centrophorus uyato,TRUE,TRUE,TRUE,TRUE
41746,centroscyllium kamoharai,centroscyllium kamoharai,TRUE,TRUE,TRUE,TRUE
41747,centroscymnus coelolepis,centroscymnus coelolepis,TRUE,TRUE,TRUE,TRUE
41749,centroscymnus owstonii,centroscymnus owstonii,TRUE,TRUE,TRUE,TRUE
41752,cephaloscyllium isabellum,cephaloscyllium isabellum,TRUE,TRUE,TRUE,TRUE
41753,cephaloscyllium laticeps,cephaloscyllium laticeps,TRUE,TRUE,TRUE,TRUE
41754,neophocaena asiaeorientalis,neophocaena asiaeorientalis,TRUE,FALSE,TRUE,FALSE
41755,physeter macrocephalus,physeter macrocephalus,TRUE,TRUE,TRUE,TRUE
41759,mesoplodon perrini,mesoplodon perrini,TRUE,FALSE,TRUE,TRUE
41760,mesoplodon traversii,mesoplodon traversii,TRUE,FALSE,TRUE,FALSE
41761,pontoporia blainvillei,pontoporia blainvillei,TRUE,TRUE,TRUE,TRUE
41762,delphinus delphis,delphinus delphis,TRUE,TRUE,TRUE,TRUE
41791,chiloscyllium indicum,chiloscyllium indicum,TRUE,TRUE,TRUE,TRUE
41792,chiloscyllium griseum,chiloscyllium griseum,TRUE,TRUE,TRUE,TRUE
41793,chimaera panthera,chimaera panthera,TRUE,FALSE,FALSE,TRUE
41794,chlamydoselachus anguineus,chlamydoselachus anguineus,TRUE,TRUE,TRUE,TRUE
41795,cirrhigaleus barbifer,cirrhigaleus barbifer,TRUE,TRUE,TRUE,TRUE
41797,hemitrygon fluviorum,hemitrygon fluviorum,TRUE,TRUE,TRUE,TRUE
41798,deania calcea,deania calcea,TRUE,TRUE,TRUE,TRUE
41799,dipturus innominatus,dipturus innominatus,TRUE,TRUE,TRUE,TRUE
41800,dipturus nasutus,zearaja nasuta,TRUE,TRUE,TRUE,TRUE
41801,echinorhinus brucus,echinorhinus brucus,TRUE,TRUE,TRUE,TRUE
41802,echinorhinus cookei,echinorhinus cookei,TRUE,TRUE,TRUE,TRUE
41804,etmopterus caudistigmus,etmopterus caudistigmus,TRUE,FALSE,TRUE,TRUE
41805,etmopterus dianthus,etmopterus dianthus,TRUE,FALSE,TRUE,TRUE
41806,etmopterus dislineatus,etmopterus dislineatus,TRUE,FALSE,TRUE,TRUE
41807,etmopterus evansi,etmopterus evansi,TRUE,TRUE,TRUE,TRUE
41808,etmopterus fusus,etmopterus fusus,TRUE,FALSE,TRUE,TRUE
41809,etmopterus pseudosqualiolus,etmopterus pseudosqualiolus,TRUE,FALSE,TRUE,TRUE
41810,eusphyra blochii,eusphyra blochii,TRUE,TRUE,TRUE,TRUE
41811,figaro boardmani,figaro boardmani,TRUE,TRUE,TRUE,TRUE
41812,galeus gracilis,galeus gracilis,TRUE,FALSE,TRUE,TRUE
41813,gogolia filewoodi,gogolia filewoodi,FALSE,FALSE,TRUE,FALSE
41814,gollum attenuatus,gollum attenuatus,TRUE,TRUE,TRUE,TRUE
41816,hemigaleus microstoma,hemigaleus microstoma,TRUE,TRUE,TRUE,TRUE
41818,hemiscyllium ocellatum,hemiscyllium ocellatum,TRUE,TRUE,TRUE,TRUE
41819,hemiscyllium strahani,hemiscyllium strahani,FALSE,FALSE,TRUE,TRUE
41820,hemiscyllium trispeculare,hemiscyllium trispeculare,TRUE,TRUE,TRUE,TRUE
41821,hemitriakis abdita,hemitriakis abdita,FALSE,FALSE,TRUE,TRUE
41822,hemitriakis falcata,hemitriakis falcata,FALSE,FALSE,TRUE,TRUE
41823,heptranchias perlo,heptranchias perlo,TRUE,TRUE,TRUE,TRUE
41824,heterodontus galeatus,heterodontus galeatus,TRUE,TRUE,TRUE,TRUE
41825,heterodontus zebra,heterodontus zebra,TRUE,TRUE,TRUE,TRUE
41826,hydrolagus bemisi,hydrolagus bemisi,TRUE,TRUE,FALSE,TRUE
41827,hydrolagus novaezealandiae,hydrolagus novaezealandiae,TRUE,TRUE,FALSE,TRUE
41828,hypnos monopterygius,hypnos monopterygius,TRUE,TRUE,TRUE,TRUE
41829,iago garricki,iago garricki,TRUE,TRUE,TRUE,TRUE
41830,isistius brasiliensis,isistius brasiliensis,TRUE,TRUE,TRUE,TRUE
41831,loxodon macrorhinus,loxodon macrorhinus,TRUE,TRUE,TRUE,TRUE
41832,mobula eregoodoo,mobula kuhlii,TRUE,TRUE,TRUE,TRUE
41835,nebrius ferrugineus,nebrius ferrugineus,TRUE,TRUE,TRUE,TRUE
41836,negaprion acutidens,negaprion acutidens,TRUE,TRUE,TRUE,TRUE
41837,orectolobus maculatus,orectolobus maculatus,TRUE,TRUE,TRUE,TRUE
41838,orectolobus ornatus,orectolobus ornatus,TRUE,TRUE,TRUE,TRUE
41839,orectolobus wardi,orectolobus wardi,TRUE,TRUE,TRUE,TRUE
41840,oxynotus bruniensis,oxynotus bruniensis,TRUE,TRUE,TRUE,TRUE
41841,parascyllium collare,parascyllium collare,TRUE,TRUE,TRUE,TRUE
41842,parascyllium ferrugineum,parascyllium ferrugineum,TRUE,TRUE,TRUE,TRUE
41843,parascyllium sparsimaculatum,parascyllium sparsimaculatum,TRUE,FALSE,TRUE,TRUE
41844,parascyllium variolatum,parascyllium variolatum,TRUE,TRUE,TRUE,TRUE
41845,parmaturus macmillani,parmaturus macmillani,TRUE,TRUE,TRUE,TRUE
41846,pristiophorus nudipinnis,pristiophorus nudipinnis,TRUE,TRUE,TRUE,TRUE
41848,rhina ancylostoma,rhina ancylostoma,TRUE,TRUE,TRUE,TRUE
41850,rhizoprionodon acutus,rhizoprionodon acutus,TRUE,TRUE,TRUE,TRUE
41851,rhizoprionodon oligolinx,rhizoprionodon oligolinx,TRUE,TRUE,TRUE,TRUE
41852,rhizoprionodon taylori,rhizoprionodon taylori,TRUE,TRUE,TRUE,TRUE
41853,rhynchobatus australiae,rhynchobatus australiae,TRUE,TRUE,TRUE,TRUE
41854,rhynchobatus laevis,rhynchobatus laevis,TRUE,TRUE,TRUE,TRUE
41855,scymnodalatias albicauda,scymnodalatias albicauda,TRUE,FALSE,TRUE,TRUE
41856,scymnodalatias sherwoodi,scymnodalatias sherwoodi,FALSE,FALSE,TRUE,TRUE
41857,somniosus antarcticus,somniosus antarcticus,TRUE,TRUE,TRUE,TRUE
41858,squaliolus aliae,squaliolus aliae,TRUE,TRUE,TRUE,TRUE
41860,squalus melanurus,squalus melanurus,FALSE,FALSE,TRUE,TRUE
41861,squalus rancureli,squalus rancureli,FALSE,FALSE,TRUE,TRUE
41862,squatina australis,squatina australis,TRUE,TRUE,TRUE,TRUE
41863,squatina tergocellata,squatina tergocellata,TRUE,TRUE,TRUE,TRUE
