cell_id,chi,n_strs,iucn_sid,rank
3375979,0.23304,2,133033,high
3425334,0.0285,2,133033,low
3460415,0.02331,2,133033,low
3516557,0.03026,2,133033,low
3664010,0.00324,2,133033,low
3671050,4.1e-4,2,133033,low
2421179,0.23159,5,133038,high
3119672,0.27949,2,133038,high
3375979,0.23942999999999998,2,133038,high
3425334,0.02929,2,133038,low
3460415,0.02396,2,133038,low
3516557,0.0311,2,133038,low
3664010,0.00333,2,133038,low
3671050,4.3e-4,2,133038,low
3460415,0.02359,2,133039,low
3516557,0.03061,2,133039,low
3664010,0.00328,2,133039,low
3671050,4.2e-4,2,133039,low
2421179,0.22801,5,133040,high
3119672,0.27519,2,133040,high
3375979,0.23574,2,133040,high
2421179,0.22801,5,133041,high
3119672,0.27519,2,133041,high
3375979,0.23574,2,133041,high
3425334,0.02883,2,133041,low
3460415,0.02359,2,133041,low
3516557,0.03061,2,133041,low
3664010,0.00328,2,133041,low
3671050,4.2e-4,2,133041,low
2421179,0.22801,5,133043,high
3119672,0.27519,2,133043,high
3375979,0.23574,2,133043,high
3425334,0.02883,2,133043,low
3460415,0.02359,2,133043,low
3516557,0.03061,2,133043,low
3664010,0.00328,2,133043,low
3671050,4.2e-4,2,133043,low
3375979,0.23574,2,133044,high
2421179,0.22541,5,133046,high
3119672,0.27205,2,133046,high
3375979,0.23304,2,133046,high
2421179,0.22541,5,133048,high
3119672,0.27205,2,133048,high
3375979,0.23304,2,133048,high
2421179,0.22801,5,133049,high
3119672,0.27519,2,133049,high
3375979,0.23574,2,133049,high
3425334,0.02883,2,133049,low
3460415,0.02359,2,133049,low
3516557,0.03061,2,133049,low
3664010,0.00328,2,133049,low
3671050,4.2e-4,2,133049,low
2421179,0.23159,5,133051,high
3119672,0.27949,2,133051,high
3375979,0.23942999999999998,2,133051,high
3425334,0.02929,2,133051,low
3460415,0.02396,2,133051,low
3516557,0.0311,2,133051,low
3664010,0.00333,2,133051,low
3671050,4.3e-4,2,133051,low
2421179,0.23159,5,133054,high
3119672,0.27949,2,133054,high
3375979,0.23942999999999998,2,133054,high
3425334,0.02929,2,133054,low
3460415,0.02396,2,133054,low
3516557,0.0311,2,133054,low
3664010,0.00333,2,133054,low
3671050,4.3e-4,2,133054,low
2421179,0.22801,5,133055,high
3119672,0.27519,2,133055,high
3375979,0.23574,2,133055,high
3425334,0.02883,2,133055,low
3460415,0.02359,2,133055,low
3516557,0.03061,2,133055,low
3664010,0.00328,2,133055,low
3671050,4.2e-4,2,133055,low
3119672,0.27519,2,133059,high
3375979,0.23574,2,133059,high
3425334,0.02883,2,133059,low
3460415,0.02359,2,133059,low
3516557,0.03061,2,133059,low
3664010,0.00328,2,133059,low
3671050,4.2e-4,2,133059,low
2421179,0.22801,5,133060,high
3119672,0.27519,2,133060,high
3375979,0.23574,2,133060,high
3425334,0.02883,2,133060,low
3460415,0.02359,2,133060,low
3516557,0.03061,2,133060,low
3664010,0.00328,2,133060,low
3671050,4.2e-4,2,133060,low
2421179,0.22801,5,133063,high
3119672,0.27519,2,133063,high
3375979,0.23574,2,133063,high
3425334,0.02883,2,133063,low
3460415,0.02359,2,133063,low
3516557,0.03061,2,133063,low
3664010,0.00328,2,133063,low
3671050,4.2e-4,2,133063,low
3119672,0.27205,2,133064,high
3375979,0.23304,2,133064,high
2421179,0.22541,5,133066,high
3119672,0.27205,2,133066,high
3375979,0.23304,2,133066,high
3425334,0.0285,2,133066,low
3460415,0.02331,2,133066,low
3516557,0.03026,2,133066,low
3664010,0.00324,2,133066,low
3671050,4.1e-4,2,133066,low
2421179,0.22801,5,133067,high
3119672,0.27519,2,133067,high
3375979,0.23574,2,133067,high
2421179,0.22801,5,133068,high
3119672,0.27519,2,133068,high
3375979,0.23574,2,133068,high
3425334,0.02883,2,133068,low
3460415,0.02359,2,133068,low
3516557,0.03061,2,133068,low
3664010,0.00328,2,133068,low
3671050,4.2e-4,2,133068,low
2421179,0.22541,5,133069,high
3119672,0.27205,2,133069,high
3375979,0.23304,2,133069,high
2421179,0.22541,5,133071,high
3119672,0.27205,2,133071,high
3375979,0.23304,2,133071,high
3425334,0.0285,2,133071,low
3460415,0.02331,2,133071,low
3516557,0.03026,2,133071,low
3664010,0.00324,2,133071,low
3671050,4.1e-4,2,133071,low
2421179,0.22801,5,133075,high
3119672,0.27519,2,133075,high
3375979,0.23574,2,133075,high
2421179,0.22801,5,133076,high
3119672,0.27519,2,133076,high
3375979,0.23574,2,133076,high
3119672,0.27519,2,133078,high
3375979,0.23574,2,133078,high
2421179,0.22541,5,133080,high
3119672,0.27205,2,133080,high
3375979,0.23304,2,133080,high
3425334,0.0285,2,133080,low
3460415,0.02331,2,133080,low
3516557,0.03026,2,133080,low
3664010,0.00324,2,133080,low
3671050,4.1e-4,2,133080,low
3119672,0.27205,2,133081,high
3375979,0.23304,2,133081,high
2421179,0.23159,5,133082,high
3119672,0.27949,2,133082,high
3375979,0.23942999999999998,2,133082,high
3425334,0.02929,2,133082,low
3460415,0.02396,2,133082,low
3516557,0.0311,2,133082,low
3664010,0.00333,2,133082,low
3671050,4.3e-4,2,133082,low
3375979,0.23574,2,133083,high
2421179,0.22541,5,133087,high
3119672,0.27205,2,133087,high
3375979,0.23304,2,133087,high
3425334,0.0285,2,133087,low
3460415,0.02331,2,133087,low
3516557,0.03026,2,133087,low
3664010,0.00324,2,133087,low
3671050,4.1e-4,2,133087,low
2421179,0.22801,5,133088,high
3119672,0.27519,2,133088,high
3375979,0.23574,2,133088,high
3425334,0.02883,2,133088,low
3460415,0.02359,2,133088,low
3516557,0.03061,2,133088,low
3664010,0.00328,2,133088,low
3671050,4.2e-4,2,133088,low
2421179,0.22801,5,133089,high
3119672,0.27519,2,133089,high
3375979,0.23574,2,133089,high
2421179,0.22801,5,133091,high
3119672,0.27519,2,133091,high
3375979,0.23574,2,133091,high
3425334,0.02883,2,133091,low
3460415,0.02359,2,133091,low
3516557,0.03061,2,133091,low
3664010,0.00328,2,133091,low
3671050,4.2e-4,2,133091,low
3119672,0.27205,2,133092,high
3375979,0.23304,2,133092,high
3119672,0.27205,2,133093,high
3375979,0.23304,2,133093,high
2421179,0.22801,5,133094,high
3119672,0.27519,2,133094,high
3375979,0.23574,2,133094,high
3425334,0.02883,2,133094,low
3460415,0.02359,2,133094,low
3516557,0.03061,2,133094,low
3664010,0.00328,2,133094,low
3671050,4.2e-4,2,133094,low
2421179,0.23159,5,133095,high
3119672,0.27949,2,133095,high
3375979,0.23942999999999998,2,133095,high
3425334,0.02929,2,133095,low
3460415,0.02396,2,133095,low
3516557,0.0311,2,133095,low
3664010,0.00333,2,133095,low
3671050,4.3e-4,2,133095,low
2421179,0.22801,5,133098,high
3119672,0.27519,2,133098,high
3375979,0.23574,2,133098,high
3425334,0.02883,2,133098,low
3460415,0.02359,2,133098,low
3516557,0.03061,2,133098,low
3664010,0.00328,2,133098,low
3671050,4.2e-4,2,133098,low
3119672,0.27949,2,133099,high
3375979,0.23942999999999998,2,133099,high
2421179,0.22801,5,133101,high
3119672,0.27519,2,133101,high
3375979,0.23574,2,133101,high
2421179,0.23159,5,133105,high
3119672,0.27949,2,133105,high
3375979,0.23942999999999998,2,133105,high
3425334,0.02929,2,133105,low
3460415,0.02396,2,133105,low
3516557,0.0311,2,133105,low
3664010,0.00333,2,133105,low
3671050,4.3e-4,2,133105,low
3119672,0.27949,2,133107,high
3375979,0.23942999999999998,2,133107,high
3375979,0.23574,2,133109,high
2421179,0.22801,5,133110,high
3119672,0.27519,2,133110,high
3375979,0.23574,2,133110,high
3425334,0.02883,2,133110,low
3460415,0.02359,2,133110,low
3516557,0.03061,2,133110,low
3664010,0.00328,2,133110,low
3671050,4.2e-4,2,133110,low
3375979,0.23304,2,133112,high
3425334,0.0285,2,133112,low
3119672,0.27205,2,133113,high
3375979,0.23304,2,133113,high
2421179,0.22801,5,133114,high
3516557,0.03061,2,133114,low
3664010,0.00328,2,133114,low
3671050,4.2e-4,2,133114,low
3119672,0.27205,2,133115,high
3375979,0.23304,2,133115,high
2421179,0.22541,5,133120,high
3119672,0.27205,2,133120,high
3375979,0.23304,2,133120,high
3425334,0.0285,2,133120,low
3460415,0.02331,2,133120,low
3516557,0.03026,2,133120,low
3664010,0.00324,2,133120,low
3671050,4.1e-4,2,133120,low
2421179,0.23159,5,133123,high
3119672,0.27949,2,133123,high
3375979,0.23942999999999998,2,133123,high
3119672,0.27205,2,133125,high
3375979,0.23304,2,133125,high
1729761,0.1419,2,133128,high
2421179,0.22541,5,133129,high
3119672,0.27205,2,133129,high
3375979,0.23304,2,133129,high
3425334,0.0285,2,133129,low
3460415,0.02331,2,133129,low
3516557,0.03026,2,133129,low
3664010,0.00324,2,133129,low
3671050,4.1e-4,2,133129,low
2421179,0.22541,5,133131,high
3119672,0.27205,2,133131,high
3375979,0.23304,2,133131,high
3119672,0.27205,2,133132,high
3375979,0.23304,2,133132,high
3425334,0.0285,2,133132,low
3460415,0.02331,2,133132,low
3516557,0.03026,2,133132,low
3664010,0.00324,2,133132,low
3671050,4.1e-4,2,133132,low
3119672,0.27205,2,133133,high
3375979,0.23304,2,133133,high
2421179,0.22541,5,133139,high
3119672,0.27205,2,133139,high
3375979,0.23304,2,133139,high
3425334,0.0285,2,133139,low
3460415,0.02331,2,133139,low
3516557,0.03026,2,133139,low
3664010,0.00324,2,133139,low
3671050,4.1e-4,2,133139,low
2644637,0.21076,2,133141,high
2813296,0.12745,5,133141,high
3119672,0.27519,2,133145,high
3375979,0.23574,2,133145,high
2421179,0.22801,5,133146,high
3119672,0.27519,2,133146,high
3375979,0.23574,2,133146,high
3425334,0.02883,2,133146,low
3460415,0.02359,2,133146,low
3516557,0.03061,2,133146,low
3664010,0.00328,2,133146,low
3671050,4.2e-4,2,133146,low
2421179,0.22801,5,133147,high
3119672,0.27519,2,133147,high
3375979,0.23574,2,133147,high
3425334,0.02883,2,133147,low
3460415,0.02359,2,133147,low
3516557,0.03061,2,133147,low
3664010,0.00328,2,133147,low
3671050,4.2e-4,2,133147,low
2421179,0.22801,5,133148,high
3119672,0.27519,2,133148,high
3375979,0.23574,2,133148,high
3425334,0.02883,2,133148,low
3460415,0.02359,2,133148,low
3516557,0.03061,2,133148,low
3664010,0.00328,2,133148,low
3671050,4.2e-4,2,133148,low
2421179,0.23159,5,133150,high
3119672,0.27949,2,133150,high
3375979,0.23942999999999998,2,133150,high
3119672,0.27519,2,133154,high
3375979,0.23574,2,133154,high
2421179,0.22541,5,133156,high
3119672,0.27205,2,133156,high
3375979,0.23304,2,133156,high
3425334,0.0285,2,133156,low
3460415,0.02331,2,133156,low
3516557,0.03026,2,133156,low
3664010,0.00324,2,133156,low
3671050,4.1e-4,2,133156,low
2421179,0.22801,5,133158,high
3119672,0.27519,2,133158,high
3375979,0.23574,2,133158,high
3425334,0.02883,2,133158,low
3460415,0.02359,2,133158,low
3516557,0.03061,2,133158,low
3664010,0.00328,2,133158,low
3671050,4.2e-4,2,133158,low
2421179,0.22541,5,133160,high
3119672,0.27205,2,133160,high
3375979,0.23304,2,133160,high
3425334,0.0285,2,133160,low
3460415,0.02331,2,133160,low
3516557,0.03026,2,133160,low
3664010,0.00324,2,133160,low
3671050,4.1e-4,2,133160,low
3119672,0.27519,2,133161,high
3375979,0.23574,2,133161,high
3119672,0.27205,2,133164,high
3375979,0.23304,2,133164,high
2421179,0.22801,5,133166,high
3119672,0.27519,2,133166,high
3375979,0.23574,2,133166,high
2421179,0.22801,5,133167,high
3119672,0.27519,2,133167,high
3375979,0.23574,2,133167,high
3425334,0.02883,2,133167,low
3460415,0.02359,2,133167,low
3516557,0.03061,2,133167,low
3664010,0.00328,2,133167,low
3671050,4.2e-4,2,133167,low
2421179,0.22801,5,133171,high
3119672,0.27519,2,133171,high
3375979,0.23574,2,133171,high
3425334,0.02883,2,133171,low
3460415,0.02359,2,133171,low
3516557,0.03061,2,133171,low
3664010,0.00328,2,133171,low
3671050,4.2e-4,2,133171,low
2421179,0.22801,5,133172,high
3119672,0.27519,2,133172,high
3375979,0.23574,2,133172,high
3425334,0.02883,2,133172,low
3460415,0.02359,2,133172,low
3516557,0.03061,2,133172,low
3664010,0.00328,2,133172,low
3671050,4.2e-4,2,133172,low
2421179,0.22541,5,133175,high
3119672,0.27205,2,133175,high
3375979,0.23304,2,133175,high
3425334,0.0285,2,133175,low
3460415,0.02331,2,133175,low
3516557,0.03026,2,133175,low
3664010,0.00324,2,133175,low
3671050,4.1e-4,2,133175,low
2421179,0.22801,5,133176,high
3119672,0.27519,2,133176,high
3375979,0.23574,2,133176,high
3425334,0.02883,2,133176,low
3460415,0.02359,2,133176,low
3516557,0.03061,2,133176,low
3664010,0.00328,2,133176,low
3671050,4.2e-4,2,133176,low
2421179,0.22801,5,133177,high
3119672,0.27519,2,133177,high
3375979,0.23574,2,133177,high
3425334,0.02883,2,133177,low
3460415,0.02359,2,133177,low
3516557,0.03061,2,133177,low
3664010,0.00328,2,133177,low
3671050,4.2e-4,2,133177,low
2421179,0.22801,5,133180,high
3119672,0.27519,2,133180,high
3375979,0.23574,2,133180,high
2421179,0.22541,5,133182,high
3119672,0.27205,2,133182,high
3375979,0.23304,2,133182,high
3425334,0.0285,2,133182,low
3460415,0.02331,2,133182,low
3516557,0.03026,2,133182,low
3664010,0.00324,2,133182,low
3671050,4.1e-4,2,133182,low
3516557,0.03026,2,133185,low
2421179,0.22541,5,133186,high
3119672,0.27205,2,133186,high
3375979,0.23304,2,133186,high
3425334,0.0285,2,133186,low
3460415,0.02331,2,133186,low
3516557,0.03026,2,133186,low
3664010,0.00324,2,133186,low
3671050,4.1e-4,2,133186,low
2421179,0.22801,5,133188,high
3119672,0.27519,2,133188,high
3375979,0.23574,2,133188,high
3425334,0.02883,2,133188,low
3460415,0.02359,2,133188,low
3516557,0.03061,2,133188,low
3664010,0.00328,2,133188,low
3671050,4.2e-4,2,133188,low
2421179,0.22541,5,133190,high
3119672,0.27205,2,133190,high
3375979,0.23304,2,133190,high
3119672,0.27205,2,133191,high
3375979,0.23304,2,133191,high
2421179,0.22801,5,133193,high
3119672,0.27519,2,133193,high
3375979,0.23574,2,133193,high
3425334,0.02883,2,133193,low
3460415,0.02359,2,133193,low
3516557,0.03061,2,133193,low
3664010,0.00328,2,133193,low
3671050,4.2e-4,2,133193,low
2421179,0.22541,5,133194,high
3119672,0.27205,2,133194,high
3375979,0.23304,2,133194,high
3425334,0.0285,2,133194,low
3460415,0.02331,2,133194,low
3516557,0.03026,2,133194,low
3664010,0.00324,2,133194,low
3671050,4.1e-4,2,133194,low
3119672,0.27205,2,133196,high
3375979,0.23304,2,133196,high
3425334,0.0285,2,133196,low
3460415,0.02331,2,133196,low
3516557,0.03026,2,133196,low
3664010,0.00324,2,133196,low
3671050,4.1e-4,2,133196,low
2421179,0.23159,5,133197,high
3119672,0.27949,2,133197,high
3375979,0.23942999999999998,2,133197,high
3425334,0.02929,2,133197,low
3460415,0.02396,2,133197,low
3516557,0.0311,2,133197,low
3664010,0.00333,2,133197,low
3671050,4.3e-4,2,133197,low
2421179,0.23159,5,133198,high
3119672,0.27949,2,133198,high
3375979,0.23942999999999998,2,133198,high
2421179,0.22801,5,133200,high
3119672,0.27519,2,133200,high
3375979,0.23574,2,133200,high
3425334,0.02883,2,133200,low
3460415,0.02359,2,133200,low
3516557,0.03061,2,133200,low
3664010,0.00328,2,133200,low
3671050,4.2e-4,2,133200,low
2421179,0.22541,5,133203,high
3375979,0.23304,2,133203,high
3119672,0.27519,2,133205,high
3375979,0.23574,2,133205,high
2421179,0.22541,5,133207,high
3119672,0.27205,2,133207,high
3375979,0.23304,2,133207,high
3425334,0.0285,2,133207,low
3460415,0.02331,2,133207,low
3516557,0.03026,2,133207,low
3664010,0.00324,2,133207,low
3671050,4.1e-4,2,133207,low
2421179,0.22801,5,133208,high
3119672,0.27519,2,133208,high
3375979,0.23574,2,133208,high
3425334,0.02883,2,133208,low
3460415,0.02359,2,133208,low
3516557,0.03061,2,133208,low
3664010,0.00328,2,133208,low
3671050,4.2e-4,2,133208,low
2421179,0.22801,5,133209,high
3119672,0.27519,2,133209,high
3375979,0.23574,2,133209,high
3425334,0.02883,2,133209,low
3460415,0.02359,2,133209,low
3516557,0.03061,2,133209,low
3664010,0.00328,2,133209,low
3671050,4.2e-4,2,133209,low
3119672,0.27949,2,133211,high
3375979,0.23942999999999998,2,133211,high
2421179,0.22801,5,133213,high
3119672,0.27519,2,133213,high
3375979,0.23574,2,133213,high
2421179,0.23159,5,133216,high
3119672,0.27949,2,133216,high
3375979,0.23942999999999998,2,133216,high
3425334,0.02929,2,133216,low
3460415,0.02396,2,133216,low
3516557,0.0311,2,133216,low
3664010,0.00333,2,133216,low
3671050,4.3e-4,2,133216,low
2421179,0.22541,5,133220,high
3119672,0.27205,2,133220,high
3375979,0.23304,2,133220,high
3425334,0.0285,2,133220,low
3460415,0.02331,2,133220,low
3516557,0.03026,2,133220,low
3664010,0.00324,2,133220,low
3671050,4.1e-4,2,133220,low
2421179,0.23159,5,133222,high
3119672,0.27949,2,133222,high
3375979,0.23942999999999998,2,133222,high
3425334,0.02929,2,133222,low
3460415,0.02396,2,133222,low
3516557,0.0311,2,133222,low
3664010,0.00333,2,133222,low
3671050,4.3e-4,2,133222,low
2421179,0.22541,5,133223,high
3119672,0.27205,2,133223,high
3375979,0.23304,2,133223,high
3425334,0.0285,2,133223,low
3460415,0.02331,2,133223,low
3516557,0.03026,2,133223,low
3664010,0.00324,2,133223,low
3671050,4.1e-4,2,133223,low
3119672,0.27205,2,133227,high
3375979,0.23304,2,133227,high
3425334,0.0285,2,133227,low
3460415,0.02331,2,133227,low
3516557,0.03026,2,133227,low
3664010,0.00324,2,133227,low
3671050,4.1e-4,2,133227,low
2421179,0.22251,5,133231,high
3119672,0.26852,2,133231,high
3375979,0.23001,2,133231,high
3425334,0.02812,2,133231,low
3460415,0.02301,2,133231,low
3516557,0.02986,2,133231,low
3664010,0.0032,2,133231,low
3671050,4.1e-4,2,133231,low
2421179,0.23159,5,133232,high
3119672,0.27949,2,133232,high
3375979,0.23942999999999998,2,133232,high
3119672,0.27205,2,133233,high
3375979,0.23304,2,133233,high
3375979,0.23574,2,133235,high
3119672,0.27519,2,133236,high
3375979,0.23574,2,133236,high
2644637,0.21076,2,133237,high
2813296,0.12745,5,133237,high
2421179,0.22541,5,133238,high
3119672,0.27205,2,133238,high
3375979,0.23304,2,133238,high
3425334,0.0285,2,133238,low
3460415,0.02331,2,133238,low
3516557,0.03026,2,133238,low
3664010,0.00324,2,133238,low
3671050,4.1e-4,2,133238,low
2421179,0.22541,5,133239,high
3119672,0.27205,2,133239,high
3375979,0.23304,2,133239,high
3425334,0.0285,2,133239,low
3460415,0.02331,2,133239,low
3516557,0.03026,2,133239,low
3664010,0.00324,2,133239,low
3671050,4.1e-4,2,133239,low
2421179,0.22801,5,133240,high
3119672,0.27519,2,133240,high
3375979,0.23574,2,133240,high
3425334,0.02883,2,133240,low
3460415,0.02359,2,133240,low
3516557,0.03061,2,133240,low
3664010,0.00328,2,133240,low
3671050,4.2e-4,2,133240,low
2421179,0.22801,5,133242,high
3119672,0.27519,2,133242,high
3375979,0.23574,2,133242,high
2421179,0.22801,5,133244,high
3119672,0.27519,2,133244,high
3375979,0.23574,2,133244,high
3425334,0.02883,2,133244,low
3460415,0.02359,2,133244,low
3516557,0.03061,2,133244,low
3664010,0.00328,2,133244,low
3671050,4.2e-4,2,133244,low
2421179,0.22541,5,133245,high
3119672,0.27205,2,133245,high
3375979,0.23304,2,133245,high
3425334,0.0285,2,133245,low
3460415,0.02331,2,133245,low
3516557,0.03026,2,133245,low
3664010,0.00324,2,133245,low
3671050,4.1e-4,2,133245,low
2421179,0.22801,5,133246,high
3119672,0.27519,2,133246,high
3375979,0.23574,2,133246,high
3425334,0.02883,2,133246,low
3460415,0.02359,2,133246,low
3516557,0.03061,2,133246,low
3664010,0.00328,2,133246,low
3671050,4.2e-4,2,133246,low
2421179,0.22541,5,133248,high
3119672,0.27205,2,133248,high
3375979,0.23304,2,133248,high
3425334,0.0285,2,133248,low
3460415,0.02331,2,133248,low
3516557,0.03026,2,133248,low
3664010,0.00324,2,133248,low
3671050,4.1e-4,2,133248,low
2421179,0.23159,5,133249,high
