taxon_name,common_name,fleet_gear_name,bycatch,type,destruction
trachurus japonicus,japanese jack mackerel,trawl midwater,high,pelagic,non-destructive
trachurus murphyi,inca scad,trawl midwater,high,pelagic,non-destructive
trachurus murphyi,inca scad,seine,high,pelagic,non-destructive
trachurus murphyi,inca scad,purse seine non-tuna,low,pelagic,non-destructive
trachurus murphyi,inca scad,gillnet,high,pelagic,non-destructive
trachurus symmetricus,pacific jack mackerel,trawl midwater,high,pelagic,non-destructive
trachurus symmetricus,pacific jack mackerel,seine,high,pelagic,non-destructive
trachurus symmetricus,pacific jack mackerel,purse seine non-tuna,low,pelagic,non-destructive
trachurus lathami,rough scad,trawl,high,demersal,destructive
trachurus trecae,cunene horse mackerel,trawl midwater,high,pelagic,non-destructive
trachurus declivis,greenback horse mackerel,trawl midwater,high,pelagic,non-destructive
trachurus declivis,greenback horse mackerel,purse seine non-tuna,low,pelagic,non-destructive
decapterus russelli,indian scad,lines non-tuna,low,pelagic,non-destructive
decapterus russelli,indian scad,trap,high,demersal,non-destructive
decapterus russelli,indian scad,trawl,high,demersal,destructive
decapterus russelli,indian scad,trawl midwater,high,pelagic,non-destructive
decapterus russelli,indian scad,seine,high,pelagic,non-destructive
decapterus russelli,indian scad,purse seine non-tuna,low,pelagic,non-destructive
decapterus russelli,indian scad,gillnet,high,pelagic,non-destructive
selene setapinnis,atlantic moonfish,trap,high,demersal,non-destructive
selene setapinnis,atlantic moonfish,trawl,high,demersal,destructive
selene setapinnis,atlantic moonfish,trawl midwater,high,pelagic,non-destructive
selene setapinnis,atlantic moonfish,seine,high,pelagic,non-destructive
selene setapinnis,atlantic moonfish,gillnet,high,demersal,non-destructive
selene dorsalis,african moonfish,lines non-tuna,low,demersal,non-destructive
selene dorsalis,african moonfish,trawl,high,demersal,destructive
selene dorsalis,african moonfish,trawl midwater,high,pelagic,non-destructive
selene dorsalis,african moonfish,gillnet,high,demersal,non-destructive
trachinotus carolinus,florida pompano,lines non-tuna,low,pelagic,non-destructive
trachinotus carolinus,florida pompano,gillnet,high,pelagic,non-destructive
seriola lalandi,yellowtail amberjack,lines non-tuna,low,pelagic,non-destructive
seriola lalandi,yellowtail amberjack,gillnet,high,pelagic,non-destructive
megalaspis cordyla,torpedo scad,lines non-tuna,low,pelagic,non-destructive
megalaspis cordyla,torpedo scad,trawl midwater,high,pelagic,non-destructive
megalaspis cordyla,torpedo scad,seine,high,pelagic,non-destructive
megalaspis cordyla,torpedo scad,gillnet,high,pelagic,non-destructive
chloroscombrus chrysurus,atlantic bumper,lines non-tuna,low,pelagic,non-destructive
chloroscombrus chrysurus,atlantic bumper,trap,high,demersal,non-destructive
chloroscombrus chrysurus,atlantic bumper,trawl midwater,high,pelagic,non-destructive
chloroscombrus chrysurus,atlantic bumper,seine,high,pelagic,non-destructive
chloroscombrus chrysurus,atlantic bumper,purse seine non-tuna,low,pelagic,non-destructive
chloroscombrus chrysurus,atlantic bumper,gillnet,high,pelagic,non-destructive
parona signata,parona leatherjacket,trawl,high,demersal,destructive
selar crumenophthalmus,bigeye scad,lines non-tuna,low,pelagic,non-destructive
selar crumenophthalmus,bigeye scad,trawl,high,demersal,destructive
selar crumenophthalmus,bigeye scad,seine,high,pelagic,non-destructive
selar crumenophthalmus,bigeye scad,purse seine non-tuna,low,pelagic,non-destructive
selar crumenophthalmus,bigeye scad,gillnet,high,pelagic,non-destructive
selaroides leptolepis,yellowstripe scad,trawl,high,demersal,destructive
selaroides leptolepis,yellowstripe scad,trawl midwater,high,pelagic,non-destructive
selaroides leptolepis,yellowstripe scad,purse seine non-tuna,low,pelagic,non-destructive
selaroides leptolepis,yellowstripe scad,gillnet,high,pelagic,non-destructive
mene maculata,moonfish,trawl,high,demersal,destructive
mene maculata,moonfish,gillnet,high,pelagic,non-destructive
brama brama,atlantic pomfret,lines non-tuna,low,pelagic,non-destructive
arripis georgianus,australian ruff,trap,high,demersal,non-destructive
arripis georgianus,australian ruff,trawl midwater,high,pelagic,non-destructive
arripis georgianus,australian ruff,seine,high,pelagic,non-destructive
arripis georgianus,australian ruff,purse seine non-tuna,low,pelagic,non-destructive
arripis georgianus,australian ruff,gillnet,high,pelagic,non-destructive
dicentrarchus punctatus,spotted seabass,seine,high,pelagic,non-destructive
emmelichthys nitidus nitidus,redbait,trawl,high,demersal,destructive
emmelichthys nitidus nitidus,redbait,purse seine non-tuna,low,pelagic,non-destructive
nemipterus virgatus,golden threadfin bream,trawl,high,demersal,destructive
isacia conceptionis,cabinza grunt,lines non-tuna,low,pelagic,non-destructive
plectorhinchus mediterraneus,rubberlip grunt,lines non-tuna,low,demersal,non-destructive
plectorhinchus mediterraneus,rubberlip grunt,trawl,high,demersal,destructive
pomadasys argenteus,silver grunt,lines non-tuna,low,demersal,non-destructive
brachydeuterus auritus,bigeye grunt,lines non-tuna,low,demersal,non-destructive
conodon nobilis,barred grunt,lines non-tuna,low,demersal,non-destructive
conodon nobilis,barred grunt,seine,high,pelagic,non-destructive
cynoscion analis,peruvian weakfish,trawl,high,demersal,destructive
cynoscion nebulosus,spotted weakfish,lines non-tuna,low,demersal,non-destructive
cynoscion nebulosus,spotted weakfish,trawl midwater,high,pelagic,non-destructive
cynoscion nebulosus,spotted weakfish,seine,high,pelagic,non-destructive
cynoscion nebulosus,spotted weakfish,gillnet,high,demersal,non-destructive
cynoscion regalis,gray weakfish,gillnet,high,demersal,non-destructive
cynoscion striatus,south american striped weakfish,trawl,high,demersal,destructive
micropogonias undulatus,atlantic croaker,lines non-tuna,low,demersal,non-destructive
micropogonias undulatus,atlantic croaker,trawl midwater,high,pelagic,non-destructive
micropogonias undulatus,atlantic croaker,seine,high,pelagic,non-destructive
micropogonias undulatus,atlantic croaker,gillnet,high,demersal,non-destructive
menticirrhus saxatilis,northern kingcroaker,lines non-tuna,low,demersal,non-destructive
menticirrhus saxatilis,northern kingcroaker,trap,high,demersal,non-destructive
menticirrhus saxatilis,northern kingcroaker,seine,high,pelagic,non-destructive
menticirrhus saxatilis,northern kingcroaker,purse seine non-tuna,low,pelagic,non-destructive
menticirrhus saxatilis,northern kingcroaker,gillnet,high,demersal,non-destructive
menticirrhus littoralis,gulf kingcroaker,trap,high,demersal,non-destructive
menticirrhus littoralis,gulf kingcroaker,trawl,high,demersal,destructive
menticirrhus littoralis,gulf kingcroaker,trawl midwater,high,pelagic,non-destructive
menticirrhus littoralis,gulf kingcroaker,seine,high,pelagic,non-destructive
menticirrhus littoralis,gulf kingcroaker,gillnet,high,demersal,non-destructive
elagatis bipinnulata,rainbow runner,lines non-tuna,low,pelagic,non-destructive
umbrina canosai,argentine croaker,trawl,high,demersal,destructive
larimichthys polyactis,yellow croaker,trawl,high,demersal,destructive
macrodon ancylodon,king weakfish,trawl,high,demersal,destructive
macrodon ancylodon,king weakfish,trawl midwater,high,pelagic,non-destructive
argyrosomus regius,meagre,trawl,high,demersal,destructive
argyrosomus regius,meagre,trawl midwater,high,pelagic,non-destructive
argyrosomus hololepidotus,southern meagre,lines non-tuna,low,demersal,non-destructive
argyrosomus hololepidotus,southern meagre,longline non-tuna,high,demersal,non-destructive
argyrosomus hololepidotus,southern meagre,trawl,high,demersal,destructive
argyrosomus hololepidotus,southern meagre,trawl midwater,high,pelagic,non-destructive
argyrosomus hololepidotus,southern meagre,gillnet,high,demersal,non-destructive
atractoscion aequidens,geelbeck croaker,lines non-tuna,low,pelagic,non-destructive
genyonemus lineatus,white croaker,lines non-tuna,low,pelagic,non-destructive
genyonemus lineatus,white croaker,gillnet,high,pelagic,non-destructive
pteroscion peli,boe drum,lines non-tuna,low,pelagic,non-destructive
pteroscion peli,boe drum,trawl,high,demersal,destructive
pteroscion peli,boe drum,trawl midwater,high,pelagic,non-destructive
paralonchurus peruanus,peruvian banded croaker,trawl,high,demersal,destructive
pogonias cromis,black drum,seine,high,pelagic,non-destructive
pogonias cromis,black drum,gillnet,high,demersal,non-destructive
epinephelus aeneus,white grouper,trawl,high,demersal,destructive
larimichthys crocea,large yellow croaker,lines non-tuna,low,pelagic,non-destructive
larimichthys crocea,large yellow croaker,trawl,high,demersal,destructive
larimichthys crocea,large yellow croaker,purse seine non-tuna,low,pelagic,non-destructive
larimichthys crocea,large yellow croaker,gillnet,high,pelagic,non-destructive
leiostomus xanthurus,spot croaker,lines non-tuna,low,demersal,non-destructive
leiostomus xanthurus,spot croaker,trap,high,demersal,non-destructive
leiostomus xanthurus,spot croaker,trawl,high,demersal,destructive
leiostomus xanthurus,spot croaker,trawl midwater,high,pelagic,non-destructive
leiostomus xanthurus,spot croaker,seine,high,pelagic,non-destructive
leiostomus xanthurus,spot croaker,purse seine non-tuna,low,pelagic,non-destructive
leiostomus xanthurus,spot croaker,gillnet,high,demersal,non-destructive
pseudotolithus senegalensis,cassava croaker,lines non-tuna,low,demersal,non-destructive
pseudotolithus senegalensis,cassava croaker,trawl,high,demersal,destructive
pseudotolithus senegalensis,cassava croaker,trawl midwater,high,pelagic,non-destructive
pseudotolithus senegalensis,cassava croaker,gillnet,high,demersal,non-destructive
pseudotolithus elongatus,bobo croaker,lines non-tuna,low,demersal,non-destructive
pseudotolithus elongatus,bobo croaker,trawl,high,demersal,destructive
pseudotolithus elongatus,bobo croaker,trawl midwater,high,pelagic,non-destructive
pseudotolithus elongatus,bobo croaker,gillnet,high,demersal,non-destructive
pennahia argentata,white croaker,trap,high,demersal,non-destructive
pagellus bellottii,red pandora,lines non-tuna,low,demersal,non-destructive
pagellus bellottii,red pandora,trawl,high,demersal,destructive
pagellus bellottii,red pandora,trawl midwater,high,pelagic,non-destructive
dentex macrophthalmus,large-eye dentex,trawl,high,demersal,destructive
dentex dentex,common dentex,trawl,high,demersal,destructive
dentex angolensis,angola dentex,lines non-tuna,low,demersal,non-destructive
dentex angolensis,angola dentex,trawl,high,demersal,destructive
dentex angolensis,angola dentex,trawl midwater,high,pelagic,non-destructive
archosargus probatocephalus,sheepshead seabream,lines non-tuna,low,demersal,non-destructive
archosargus probatocephalus,sheepshead seabream,trawl,high,demersal,destructive
archosargus probatocephalus,sheepshead seabream,trawl midwater,high,pelagic,non-destructive
argyrops spinifer,king soldierbream,lines non-tuna,low,demersal,non-destructive
argyrops spinifer,king soldierbream,trawl,high,demersal,destructive
argyrops spinifer,king soldierbream,trawl midwater,high,pelagic,non-destructive
argyrozona argyrozona,carpenter seabream,lines non-tuna,low,pelagic,non-destructive
argyrozona argyrozona,carpenter seabream,trawl,high,demersal,destructive
argyrozona argyrozona,carpenter seabream,trawl midwater,high,pelagic,non-destructive
cheimerius nufar,santer seabream,lines non-tuna,low,pelagic,non-destructive
cheimerius nufar,santer seabream,trawl,high,demersal,destructive
cheimerius nufar,santer seabream,trawl midwater,high,pelagic,non-destructive
pterogymnus laniarius,panga seabream,lines non-tuna,low,pelagic,non-destructive
pterogymnus laniarius,panga seabream,trawl,high,demersal,destructive
pterogymnus laniarius,panga seabream,trawl midwater,high,pelagic,non-destructive
rhabdosargus globiceps,white stumpnose,lines non-tuna,low,pelagic,non-destructive
rhabdosargus globiceps,white stumpnose,trawl,high,demersal,destructive
rhabdosargus globiceps,white stumpnose,trawl midwater,high,pelagic,non-destructive
stenotomus chrysops,scup,lines non-tuna,low,demersal,non-destructive
stenotomus chrysops,scup,trawl,high,demersal,destructive
stenotomus chrysops,scup,trawl midwater,high,pelagic,non-destructive
pseudupeneus prayensis,west african goatfish,lines non-tuna,low,demersal,non-destructive
pseudupeneus prayensis,west african goatfish,trawl,high,demersal,destructive
pseudupeneus prayensis,west african goatfish,trawl midwater,high,pelagic,non-destructive
pseudupeneus prayensis,west african goatfish,gillnet,high,demersal,non-destructive
tautoga onitis,tautog,other,low,pelagic,non-destructive
nemadactylus bergi,white morwong,trawl,high,demersal,destructive
cheilodactylus variegatus,peruvian morwong,lines non-tuna,low,pelagic,non-destructive
cheilodactylus variegatus,peruvian morwong,trawl,high,demersal,destructive
cheilodactylus variegatus,peruvian morwong,trawl midwater,high,pelagic,non-destructive
arctoscopus japonicus,sailfin sandfish,lines non-tuna,low,demersal,non-destructive
arctoscopus japonicus,sailfin sandfish,trawl,high,demersal,destructive
arctoscopus japonicus,sailfin sandfish,gillnet,high,demersal,non-destructive
parapercis colias,blue cod,trawl,high,demersal,destructive
percophis brasiliensis,brazilian flathead,trawl,high,demersal,destructive
percophis brasiliensis,brazilian flathead,trawl midwater,high,pelagic,non-destructive
eleginops maclovinus,patagonian blennie,trawl,high,demersal,destructive
dissostichus eleginoides,patagonian toothfish,lines non-tuna,low,demersal,non-destructive
dissostichus eleginoides,patagonian toothfish,trawl,high,demersal,destructive
notothenia rossii,marbled rockcod,trawl,high,demersal,destructive
pleuragramma antarcticum,antarctic silverfish,trawl,high,demersal,destructive
chaenocephalus aceratus,blackfin icefish,trawl,high,demersal,destructive
champsocephalus gunnari,mackerel icefish,trawl,high,demersal,destructive
pseudochaenichthys georgianus,south georgia icefish,trawl,high,demersal,destructive
chionodraco rastrospinosus,ocellated icefish,trawl,high,demersal,destructive
channichthys rhinoceratus,unicorn icefish,trawl,high,demersal,destructive
chaenodraco wilsoni,spiny icefish,trawl,high,demersal,destructive
zoarces viviparus,viviparous blenny,other,low,demersal,non-destructive
zoarces americanus,ocean pout,other,low,demersal,non-destructive
trisopterus minutus,poor cod,trawl,high,demersal,destructive
genypterus blacodes,pink cusk-eel,trawl,high,demersal,destructive
genypterus chilensis,red cusk-eel,trawl,high,demersal,destructive
genypterus maculatus,black cusk-eel,trawl,high,demersal,destructive
genypterus capensis,kingklip,lines non-tuna,low,demersal,non-destructive
genypterus capensis,kingklip,trawl,high,demersal,destructive
genypterus capensis,kingklip,gillnet,high,demersal,non-destructive
brotula barbata,bearded brotula,trawl,high,demersal,destructive
ammodytes personatus,pacific sandeel,trawl,high,demersal,destructive
thyrsites atun,snoek,lines non-tuna,low,pelagic,non-destructive
pampus argenteus,silver pomfret,trap,high,demersal,non-destructive
