taxon_name,common_name,fleet_gear_name,bycatch,type,destruction
callorhinchus milii,ghost shark,seine,high,pelagic,non-destructive
acanthurus sohal,sohal surgeonfish,other,low,pelagic,non-destructive
acanthurus sohal,sohal surgeonfish,trap,high,demersal,non-destructive
acanthurus sohal,sohal surgeonfish,gillnet,high,pelagic,non-destructive
mugil soiuy,so-iuy mullet,lines non-tuna,low,demersal,non-destructive
mugil soiuy,so-iuy mullet,trawl,high,demersal,destructive
mugil soiuy,so-iuy mullet,trawl midwater,high,pelagic,non-destructive
mugil soiuy,so-iuy mullet,gillnet,high,demersal,non-destructive
sarda chiliensis lineolata,pacific bonito,lines non-tuna,low,pelagic,non-destructive
sarda chiliensis lineolata,pacific bonito,gillnet,high,pelagic,non-destructive
sarda chiliensis lineolata,pacific bonito,pole and line tuna,low,pelagic,non-destructive
sarda chiliensis lineolata,pacific bonito,longlinetuna,high,pelagic,non-destructive
sarda chiliensis lineolata,pacific bonito,purse seine tuna,low,pelagic,non-destructive
otolithes ruber,tiger-toothed croaker,trawl,high,demersal,destructive
plectropomus leopardus,leopard coralgrouper,lines non-tuna,low,pelagic,non-destructive
sphyraena jello,pickhandle barracuda,lines non-tuna,low,pelagic,non-destructive
sphyraena jello,pickhandle barracuda,trawl,high,demersal,destructive
sphyraena jello,pickhandle barracuda,seine,high,pelagic,non-destructive
sphyraena jello,pickhandle barracuda,gillnet,high,pelagic,non-destructive
spicara maena,blotched picarel,trawl,high,demersal,destructive
spicara maena,blotched picarel,seine,high,pelagic,non-destructive
spicara maena,blotched picarel,purse seine non-tuna,low,pelagic,non-destructive
spicara maena,blotched picarel,gillnet,high,demersal,non-destructive
epinephelus merra,honeycomb grouper,other,low,pelagic,non-destructive
epinephelus merra,honeycomb grouper,lines non-tuna,low,pelagic,non-destructive
citharus linguatula,atlantic spotted flounder,trawl,high,demersal,destructive
elops lacerta,west african ladyfish,seine,high,pelagic,non-destructive
epinephelus goreensis,dungat grouper,lines non-tuna,low,demersal,non-destructive
epinephelus goreensis,dungat grouper,trawl,high,demersal,destructive
epinephelus goreensis,dungat grouper,trawl midwater,high,pelagic,non-destructive
hoplostethus mediterraneus mediterraneus,mediterranean slimehead,lines non-tuna,low,pelagic,non-destructive
hoplostethus mediterraneus mediterraneus,mediterranean slimehead,trawl,high,demersal,destructive
hoplostethus mediterraneus mediterraneus,mediterranean slimehead,trawl midwater,high,pelagic,non-destructive
mustelus mustelus,smooth-hound,lines non-tuna,low,pelagic,non-destructive
mustelus mustelus,smooth-hound,trawl,high,demersal,destructive
mustelus mustelus,smooth-hound,gillnet,high,pelagic,non-destructive
polydactylus quadrifilis,giant african threadfin,lines non-tuna,low,demersal,non-destructive
polydactylus quadrifilis,giant african threadfin,trawl,high,demersal,destructive
polydactylus quadrifilis,giant african threadfin,seine,high,pelagic,non-destructive
polydactylus quadrifilis,giant african threadfin,gillnet,high,demersal,non-destructive
pontinus kuhlii,offshore rockfish,lines non-tuna,low,demersal,non-destructive
pontinus kuhlii,offshore rockfish,trawl,high,demersal,destructive
pontinus kuhlii,offshore rockfish,gillnet,high,demersal,non-destructive
promethichthys prometheus,roudi escolar,lines non-tuna,low,pelagic,non-destructive
pseudotolithus senegallus,law croaker,trawl,high,demersal,destructive
trigla lyra,piper gurnard,trawl,high,demersal,destructive
arripis trutta,eastern australian salmon,lines non-tuna,low,pelagic,non-destructive
arripis trutta,eastern australian salmon,trap,high,demersal,non-destructive
arripis trutta,eastern australian salmon,trawl midwater,high,pelagic,non-destructive
arripis trutta,eastern australian salmon,seine,high,pelagic,non-destructive
arripis trutta,eastern australian salmon,purse seine non-tuna,low,pelagic,non-destructive
arripis trutta,eastern australian salmon,gillnet,high,pelagic,non-destructive
pagrus auriga,redbanded seabream,lines non-tuna,low,pelagic,non-destructive
pagrus auriga,redbanded seabream,trawl,high,demersal,destructive
pagrus auriga,redbanded seabream,trawl midwater,high,pelagic,non-destructive
trigloporus lastoviza,streaked gurnard,trawl,high,demersal,destructive
lophius budegassa,black-bellied angler,trawl,high,demersal,destructive
lophius budegassa,black-bellied angler,gillnet,high,demersal,non-destructive
epinephelus morrhua,comet grouper,lines non-tuna,low,demersal,non-destructive
variola louti,yellow-edged lyretail,lines non-tuna,low,pelagic,non-destructive
alosa fallax,twaite shad,lines non-tuna,low,pelagic,non-destructive
alosa fallax,twaite shad,trap,high,demersal,non-destructive
alosa fallax,twaite shad,trawl midwater,high,pelagic,non-destructive
alosa fallax,twaite shad,seine,high,pelagic,non-destructive
alosa fallax,twaite shad,purse seine non-tuna,low,pelagic,non-destructive
alosa fallax,twaite shad,gillnet,high,pelagic,non-destructive
epinephelus areolatus,areolate grouper,trawl,high,demersal,destructive
trachurus capensis,cape horse mackerel,lines non-tuna,low,pelagic,non-destructive
trachurus capensis,cape horse mackerel,trawl midwater,high,pelagic,non-destructive
halobatrachus didactylus,lusitanian toadfish,lines non-tuna,low,demersal,non-destructive
halobatrachus didactylus,lusitanian toadfish,trawl,high,demersal,destructive
halobatrachus didactylus,lusitanian toadfish,trawl midwater,high,pelagic,non-destructive
halobatrachus didactylus,lusitanian toadfish,gillnet,high,demersal,non-destructive
raja microocellata,small-eyed ray,trawl,high,demersal,destructive
rhynchobatus djiddensis,giant guitarfish,gillnet,high,pelagic,non-destructive
chelidonichthys capensis,cape gurnard,trawl,high,demersal,destructive
epinephelus chlorostigma,brownspotted grouper,lines non-tuna,low,pelagic,non-destructive
acanthopagrus berda,picnic seabream,lines non-tuna,low,demersal,non-destructive
acanthopagrus berda,picnic seabream,longline non-tuna,high,demersal,non-destructive
acanthopagrus berda,picnic seabream,trawl,high,demersal,destructive
acanthopagrus berda,picnic seabream,trawl midwater,high,pelagic,non-destructive
bolbometopon muricatum,green humphead parrotfish,lines non-tuna,low,pelagic,non-destructive
bolbometopon muricatum,green humphead parrotfish,trawl,high,demersal,destructive
bolbometopon muricatum,green humphead parrotfish,seine,high,pelagic,non-destructive
bolbometopon muricatum,green humphead parrotfish,gillnet,high,pelagic,non-destructive
scarus ghobban,blue-barred parrotfish,trap,high,demersal,non-destructive
cheilinus undulatus,humphead wrasse,lines non-tuna,low,pelagic,non-destructive
cheilinus undulatus,humphead wrasse,trawl,high,demersal,destructive
cheilinus undulatus,humphead wrasse,seine,high,pelagic,non-destructive
cheilinus undulatus,humphead wrasse,gillnet,high,pelagic,non-destructive
valamugil seheli,bluespot mullet,other,low,pelagic,non-destructive
valamugil seheli,bluespot mullet,lines non-tuna,low,pelagic,non-destructive
valamugil seheli,bluespot mullet,trap,high,demersal,non-destructive
valamugil seheli,bluespot mullet,gillnet,high,pelagic,non-destructive
scolopsis taeniatus,black-streaked monocle bream,trawl,high,demersal,destructive
mustelus lenticulatus,spotted estuary smooth-hound,lines non-tuna,low,pelagic,non-destructive
mustelus lenticulatus,spotted estuary smooth-hound,trawl,high,demersal,destructive
mustelus lenticulatus,spotted estuary smooth-hound,gillnet,high,pelagic,non-destructive
mustelus schmitti,narrownose smooth-hound,lines non-tuna,low,pelagic,non-destructive
mustelus schmitti,narrownose smooth-hound,trawl,high,demersal,destructive
mustelus schmitti,narrownose smooth-hound,gillnet,high,pelagic,non-destructive
mustelus asterias,starry smooth-hound,lines non-tuna,low,pelagic,non-destructive
mustelus asterias,starry smooth-hound,trawl,high,demersal,destructive
mustelus asterias,starry smooth-hound,gillnet,high,pelagic,non-destructive
mulloidichthys flavolineatus,yellowstripe goatfish,other,low,pelagic,non-destructive
mulloidichthys flavolineatus,yellowstripe goatfish,lines non-tuna,low,pelagic,non-destructive
mulloidichthys flavolineatus,yellowstripe goatfish,trap,high,demersal,non-destructive
mulloidichthys flavolineatus,yellowstripe goatfish,gillnet,high,pelagic,non-destructive
gerres oyena,common silver-biddy,trawl,high,demersal,destructive
pomadasys kaakan,javelin grunter,lines non-tuna,low,pelagic,non-destructive
plectropomus areolatus,squaretail coralgrouper,other,low,pelagic,non-destructive
plectropomus areolatus,squaretail coralgrouper,trap,high,demersal,non-destructive
plectropomus areolatus,squaretail coralgrouper,gillnet,high,pelagic,non-destructive
acanthopagrus latus,yellowfin seabream,lines non-tuna,low,demersal,non-destructive
acanthopagrus latus,yellowfin seabream,trawl,high,demersal,destructive
acanthopagrus latus,yellowfin seabream,trawl midwater,high,pelagic,non-destructive
chirocentrus dorab,dorab wolf-herring,gillnet,high,pelagic,non-destructive
cephalopholis argus,peacock hind,other,low,pelagic,non-destructive
cephalopholis argus,peacock hind,trap,high,demersal,non-destructive
cephalopholis argus,peacock hind,gillnet,high,pelagic,non-destructive
pagrus auratus,squirefish,lines non-tuna,low,demersal,non-destructive
pagrus auratus,squirefish,trawl,high,demersal,destructive
pagrus auratus,squirefish,trawl midwater,high,pelagic,non-destructive
aethaloperca rogaa,redmouth grouper,other,low,pelagic,non-destructive
aethaloperca rogaa,redmouth grouper,trap,high,demersal,non-destructive
aethaloperca rogaa,redmouth grouper,gillnet,high,pelagic,non-destructive
cephalopholis boenak,chocolate hind,other,low,pelagic,non-destructive
cephalopholis boenak,chocolate hind,lines non-tuna,low,pelagic,non-destructive
cephalopholis boenak,chocolate hind,trawl,high,demersal,destructive
cephalopholis hemistiktos,yellowfin hind,other,low,pelagic,non-destructive
cephalopholis hemistiktos,yellowfin hind,trap,high,demersal,non-destructive
cephalopholis hemistiktos,yellowfin hind,gillnet,high,pelagic,non-destructive
cephalopholis miniata,coral hind,other,low,pelagic,non-destructive
cephalopholis miniata,coral hind,trap,high,demersal,non-destructive
cephalopholis miniata,coral hind,gillnet,high,pelagic,non-destructive
cromileptes altivelis,humpback grouper,other,low,pelagic,non-destructive
cromileptes altivelis,humpback grouper,lines non-tuna,low,pelagic,non-destructive
epinephelus coioides,orange-spotted grouper,lines non-tuna,low,pelagic,non-destructive
epinephelus marginatus,dusky grouper,lines non-tuna,low,pelagic,non-destructive
saurida tumbil,greater lizardfish,trap,high,demersal,non-destructive
saurida tumbil,greater lizardfish,seine,high,pelagic,non-destructive
saurida tumbil,greater lizardfish,gillnet,high,demersal,non-destructive
sargocentron spiniferum,sabre squirrelfish,other,low,pelagic,non-destructive
sargocentron spiniferum,sabre squirrelfish,trap,high,demersal,non-destructive
sargocentron spiniferum,sabre squirrelfish,gillnet,high,pelagic,non-destructive
acanthopagrus schlegelii schlegelii,black porgy,lines non-tuna,low,demersal,non-destructive
acanthopagrus schlegelii schlegelii,black porgy,trawl,high,demersal,destructive
acanthopagrus schlegelii schlegelii,black porgy,trawl midwater,high,pelagic,non-destructive
bathyraja eatonii,eatons skate,trawl,high,demersal,destructive
bathyraja murrayi,murrays skate,trawl,high,demersal,destructive
amblyraja georgiana,antarctic starry skate,trawl,high,demersal,destructive
amblyraja taaf,whiteleg skate,trawl,high,demersal,destructive
diastobranchus capensis,basketwork eel,trawl,high,demersal,destructive
diastobranchus capensis,basketwork eel,trawl midwater,high,pelagic,non-destructive
bathylagus antarcticus,antarctic deepsea smelt,trawl,high,demersal,destructive
benthalbella elongata,benthalbella elongata,lines non-tuna,low,pelagic,non-destructive
benthalbella elongata,benthalbella elongata,trawl,high,demersal,destructive
benthalbella elongata,benthalbella elongata,seine,high,pelagic,non-destructive
benthalbella elongata,benthalbella elongata,gillnet,high,pelagic,non-destructive
electrona carlsbergi,electron subantarctic,trawl midwater,high,pelagic,non-destructive
gymnoscopelus nicholsi,nicols lanterfish,trawl midwater,high,pelagic,non-destructive
dissostichus mawsoni,antarctic toothfish,lines non-tuna,low,pelagic,non-destructive
gobionotothen acuta,triangular notothen,lines non-tuna,low,demersal,non-destructive
gobionotothen acuta,triangular notothen,trawl,high,demersal,destructive
gobionotothen gibberifrons,humped rockcod,trawl,high,demersal,destructive
lepidonotothen squamifrons,grey rockcod,trawl,high,demersal,destructive
lepidonotothen mizops,toad notothen,lines non-tuna,low,pelagic,non-destructive
lepidonotothen mizops,toad notothen,trawl,high,demersal,destructive
lepidonotothen mizops,toad notothen,trawl midwater,high,pelagic,non-destructive
lepidonotothen nudifrons,gaudy notothen,lines non-tuna,low,demersal,non-destructive
lepidonotothen nudifrons,gaudy notothen,trawl,high,demersal,destructive
lepidonotothen nudifrons,gaudy notothen,gillnet,high,demersal,non-destructive
lepidonotothen larseni,lepidonotothen larseni,lines non-tuna,low,pelagic,non-destructive
lepidonotothen larseni,lepidonotothen larseni,trawl,high,demersal,destructive
lepidonotothen larseni,lepidonotothen larseni,trawl midwater,high,pelagic,non-destructive
patagonotothen brevicauda brevicauda,patagonian rockcod,trawl,high,demersal,destructive
trematomus eulepidotus,blunt scalyhead,trawl,high,demersal,destructive
trematomus hansoni,striped rockcod,trawl,high,demersal,destructive
pogonophryne permitini,pogonophryne permitini,lines non-tuna,low,demersal,non-destructive
pogonophryne permitini,pogonophryne permitini,trawl,high,demersal,destructive
pogonophryne permitini,pogonophryne permitini,gillnet,high,demersal,non-destructive
parachaenichthys georgianus,antarctic dragonfish,trawl,high,demersal,destructive
chionobathyscus dewitti,chionobathyscus dewitti,lines non-tuna,low,demersal,non-destructive
chionobathyscus dewitti,chionobathyscus dewitti,trawl,high,demersal,destructive
chionobathyscus dewitti,chionobathyscus dewitti,gillnet,high,demersal,non-destructive
chionodraco hamatus,crocodile icefish,trawl,high,demersal,destructive
chionodraco myersi,chionodraco myersi,lines non-tuna,low,demersal,non-destructive
chionodraco myersi,chionodraco myersi,trawl,high,demersal,destructive
chionodraco myersi,chionodraco myersi,gillnet,high,demersal,non-destructive
cryodraco antarcticus,cryodraco antarcticus,lines non-tuna,low,demersal,non-destructive
cryodraco antarcticus,cryodraco antarcticus,trawl,high,demersal,destructive
cryodraco antarcticus,cryodraco antarcticus,gillnet,high,demersal,non-destructive
neopagetopsis ionah,bible icefish,lines non-tuna,low,pelagic,non-destructive
neopagetopsis ionah,bible icefish,trawl,high,demersal,destructive
neopagetopsis ionah,bible icefish,trawl midwater,high,pelagic,non-destructive
neopagetopsis ionah,bible icefish,purse seine non-tuna,low,pelagic,non-destructive
neopagetopsis ionah,bible icefish,gillnet,high,pelagic,non-destructive
mancopsetta maculata antarctica,antarctic armless flounder,lines non-tuna,low,demersal,non-destructive
mancopsetta maculata antarctica,antarctic armless flounder,longline non-tuna,high,demersal,non-destructive
mancopsetta maculata antarctica,antarctic armless flounder,trawl,high,demersal,destructive
mancopsetta maculata antarctica,antarctic armless flounder,gillnet,high,demersal,non-destructive
muraenolepis microps,smalleye moray cod,trawl,high,demersal,destructive
macrourus whitsoni,whitsons grenadier,lines non-tuna,low,pelagic,non-destructive
macrourus whitsoni,whitsons grenadier,trawl midwater,high,pelagic,non-destructive
psilodraco breviceps,antarctic dragonfish,trawl,high,demersal,destructive
pseudocyttus maculatus,smooth oreo,trawl,high,demersal,destructive
pseudocyttus maculatus,smooth oreo,trawl midwater,high,pelagic,non-destructive
pseudocyttus maculatus,smooth oreo,purse seine non-tuna,low,pelagic,non-destructive
balistes capriscus,grey triggerfish,lines non-tuna,low,pelagic,non-destructive
balistes capriscus,grey triggerfish,longline non-tuna,high,pelagic,non-destructive
balistes capriscus,grey triggerfish,trap,high,demersal,non-destructive
balistes capriscus,grey triggerfish,trawl,high,demersal,destructive
balistes capriscus,grey triggerfish,seine,high,pelagic,non-destructive
epinephelus multinotatus,white-blotched grouper,lines non-tuna,low,pelagic,non-destructive
epinephelus summana,summan grouper,other,low,pelagic,non-destructive
epinephelus summana,summan grouper,trap,high,demersal,non-destructive
epinephelus summana,summan grouper,gillnet,high,pelagic,non-destructive
plectropomus pessuliferus,roving coralgrouper,lines non-tuna,low,pelagic,non-destructive
leucoraja circularis,sandy ray,trawl,high,demersal,destructive
dipturus oxyrinchus,longnosed skate,trawl,high,demersal,destructive
raja undulata,undulate ray,trawl,high,demersal,destructive
mobula mobular,devil fish,trawl,high,demersal,destructive
leucoraja fullonica,shagreen ray,trawl,high,demersal,destructive
micropogonias furnieri,whitemouth croaker,trawl,high,demersal,destructive
micropogonias furnieri,whitemouth croaker,trawl midwater,high,pelagic,non-destructive
plectorhinchus gaterinus,blackspotted rubberlips,other,low,pelagic,non-destructive
plectorhinchus gaterinus,blackspotted rubberlips,lines non-tuna,low,pelagic,non-destructive
plectorhinchus gaterinus,blackspotted rubberlips,trap,high,demersal,non-destructive
plectorhinchus gaterinus,blackspotted rubberlips,gillnet,high,pelagic,non-destructive
plectorhinchus schotaf,minstrel sweetlip,lines non-tuna,low,pelagic,non-destructive
pomadasys stridens,striped piggy,lines non-tuna,low,pelagic,non-destructive
pomacanthus maculosus,yellowbar angelfish,gillnet,high,pelagic,non-destructive
crenidens crenidens,karenteen seabream,trawl,high,demersal,destructive
pelates quadrilineatus,fourlined terapon,gillnet,high,pelagic,non-destructive
parapristipoma octolineatum,african striped grunt,lines non-tuna,low,demersal,non-destructive
parapristipoma octolineatum,african striped grunt,trawl,high,demersal,destructive
parapristipoma octolineatum,african striped grunt,trawl midwater,high,pelagic,non-destructive
parapristipoma octolineatum,african striped grunt,gillnet,high,demersal,non-destructive
rhabdosargus haffara,haffara seabream,other,low,pelagic,non-destructive
rhabdosargus haffara,haffara seabream,lines non-tuna,low,pelagic,non-destructive
rhabdosargus haffara,haffara seabream,trap,high,demersal,non-destructive
rhabdosargus haffara,haffara seabream,gillnet,high,pelagic,non-destructive
odontesthes regia,silverside,lines non-tuna,low,pelagic,non-destructive
odontesthes regia,silverside,trawl midwater,high,pelagic,non-destructive
odontesthes regia,silverside,seine,high,pelagic,non-destructive
odontesthes regia,silverside,purse seine non-tuna,low,pelagic,non-destructive
odontesthes regia,silverside,gillnet,high,pelagic,non-destructive
girella tricuspidata,luderick,trawl,high,demersal,destructive
girella tricuspidata,luderick,trawl midwater,high,pelagic,non-destructive
girella tricuspidata,luderick,purse seine non-tuna,low,pelagic,non-destructive
fistularia corneta,pacific cornetfish,trawl,high,demersal,destructive
fistularia corneta,pacific cornetfish,seine,high,pelagic,non-destructive
fistularia corneta,pacific cornetfish,gillnet,high,pelagic,non-destructive
plectorhinchus pictus,trout sweetlips,other,low,pelagic,non-destructive
plectorhinchus pictus,trout sweetlips,lines non-tuna,low,pelagic,non-destructive
plectorhinchus pictus,trout sweetlips,trap,high,demersal,non-destructive
plectorhinchus pictus,trout sweetlips,gillnet,high,pelagic,non-destructive
seriolella porosa,choicy ruff,trawl,high,demersal,destructive
bregmaceros mcclellandi,spotted codlet,seine,high,pelagic,non-destructive
bregmaceros mcclellandi,spotted codlet,gillnet,high,pelagic,non-destructive
lepidorhynchus denticulatus,thorntooth grenadier,trawl,high,demersal,destructive
rexea solandri,silver gemfish,trawl,high,demersal,destructive
aphanopus intermedius,intermediate scabbardfish,gillnet,high,pelagic,non-destructive
pseudopleuronectes herzensteini,littlemouth flounder,lines non-tuna,low,demersal,non-destructive
pseudopleuronectes herzensteini,littlemouth flounder,longline non-tuna,high,demersal,non-destructive
pseudopleuronectes herzensteini,littlemouth flounder,trawl,high,demersal,destructive
pseudopleuronectes herzensteini,littlemouth flounder,gillnet,high,demersal,non-destructive
cephalopholis fulva,coney,lines non-tuna,low,pelagic,non-destructive
solea senegalensis,senegalese sole,trawl,high,demersal,destructive
raja asterias,starry ray,trawl,high,demersal,destructive
spectrunculus grandis,pudgy cuskeel,trawl,high,demersal,destructive
rhinochimaera atlantica,spearnose chimaera,trawl,high,demersal,destructive
neocyttus rhomboidalis,spiky oreo,trawl,high,demersal,destructive
amblyraja hyperborea,arctic skate,trawl,high,demersal,destructive
gerres nigri,guinean striped mojarra,trawl,high,demersal,destructive
arius thalassinus,giant seacatfish,lines non-tuna,low,demersal,non-destructive
arius thalassinus,giant seacatfish,longline non-tuna,high,demersal,non-destructive
arius thalassinus,giant seacatfish,trawl,high,demersal,destructive
arius thalassinus,giant seacatfish,trawl midwater,high,pelagic,non-destructive
benthosema pterotum,skinnycheek lanternfish,trawl,high,demersal,destructive
benthosema pterotum,skinnycheek lanternfish,trawl midwater,high,pelagic,non-destructive
lophius vomerinus,cape monk,trawl,high,demersal,destructive
patagonotothen ramsayi,ramsay's icefish,lines non-tuna,low,pelagic,non-destructive
patagonotothen ramsayi,ramsay's icefish,trawl,high,demersal,destructive
patagonotothen ramsayi,ramsay's icefish,trawl midwater,high,pelagic,non-destructive
cyttus traversi,king dory,trawl,high,demersal,destructive
abudefduf luridus,canary damsel,lines non-tuna,low,pelagic,non-destructive
abudefduf luridus,canary damsel,trawl,high,demersal,destructive
paristiopterus labiosus,giant boarfish,lines non-tuna,low,demersal,non-destructive
paristiopterus labiosus,giant boarfish,longline non-tuna,high,demersal,non-destructive
paristiopterus labiosus,giant boarfish,trawl,high,demersal,destructive
paristiopterus labiosus,giant boarfish,trawl midwater,high,pelagic,non-destructive
pentaceros decacanthus,bigspined boarfish,trawl,high,demersal,destructive
prolatilus jugularis,tilefish,lines non-tuna,low,demersal,non-destructive
prolatilus jugularis,tilefish,trawl,high,demersal,destructive
prolatilus jugularis,tilefish,trawl midwater,high,pelagic,non-destructive
prolatilus jugularis,tilefish,gillnet,high,demersal,non-destructive
seriolella brama,common warehou,trawl,high,demersal,destructive
seriolella brama,common warehou,trawl midwater,high,pelagic,non-destructive
seriolella brama,common warehou,purse seine non-tuna,low,pelagic,non-destructive
seriolella caerulea,white warehou,trawl,high,demersal,destructive
kathetostoma giganteum,giant stargazer,trawl,high,demersal,destructive
seriolella punctata,silver warehou,trawl,high,demersal,destructive
seriolella punctata,silver warehou,trawl midwater,high,pelagic,non-destructive
seriolella punctata,silver warehou,purse seine non-tuna,low,pelagic,non-destructive
allocyttus niger,black oreo,trawl,high,demersal,destructive
sparisoma cretense,parrotfish,trap,high,demersal,non-destructive
meuschenia scaber,velvet leatherjacket,lines non-tuna,low,demersal,non-destructive
zearaja nasuta,new zealand rough skate,trawl,high,demersal,destructive
hydrolagus novaezealandiae,dark ghost shark,trawl,high,demersal,destructive
mullus argentinae,argentine goatfish,trawl,high,demersal,destructive
mullus argentinae,argentine goatfish,gillnet,high,demersal,non-destructive
centroberyx affinis,redfish,trawl,high,demersal,destructive
centroberyx affinis,redfish,trawl midwater,high,pelagic,non-destructive
centroberyx affinis,redfish,purse seine non-tuna,low,pelagic,non-destructive
centriscops humerosus,banded yellowfish,trawl,high,demersal,destructive
thunnus orientalis,pacific bluefin tuna,seine,high,pelagic,non-destructive
lepidoperca pulchella,orange perch,trawl,high,demersal,destructive
scarus persicus,gulf parrotfish,trap,high,demersal,non-destructive
merluccius gayi peruanus,peruvian hake,lines non-tuna,low,demersal,non-destructive
merluccius gayi peruanus,peruvian hake,trawl,high,demersal,destructive
merluccius gayi peruanus,peruvian hake,trawl midwater,high,pelagic,non-destructive
rhynchobatus australiae,white-spotted shovelnose ray,gillnet,high,pelagic,non-destructive
himantura gerrardi,sharpnose stingray,trawl,high,demersal,destructive
lepidopsetta bilineata,rock sole,trawl,high,demersal,destructive
grammoplites suppositus,spotfin flathead,trawl,high,demersal,destructive
grammoplites suppositus,spotfin flathead,gillnet,high,demersal,non-destructive
peprilus paru,american harvestfish,trawl,high,demersal,destructive
liza klunzingeri,klunzingers mullet,lines non-tuna,low,demersal,non-destructive
liza klunzingeri,klunzingers mullet,trawl,high,demersal,destructive
liza klunzingeri,klunzingers mullet,gillnet,high,demersal,non-destructive
coregonus laurettae,bering cisco,lines non-tuna,low,pelagic,non-destructive
coregonus laurettae,bering cisco,purse seine non-tuna,low,pelagic,non-destructive
coregonus laurettae,bering cisco,gillnet,high,pelagic,non-destructive
pseudopercis semifasciata,argentinian sandperch,lines non-tuna,low,demersal,non-destructive
pseudopercis semifasciata,argentinian sandperch,trawl,high,demersal,destructive
bathyraja irrasa,kerguelen sandpaper skate,trawl,high,demersal,destructive
chelon haematocheilus,so-iny (redlip) mullet,lines non-tuna,low,demersal,non-destructive
chelon haematocheilus,so-iny (redlip) mullet,trawl,high,demersal,destructive
chelon haematocheilus,so-iny (redlip) mullet,trawl midwater,high,pelagic,non-destructive
chelon haematocheilus,so-iny (redlip) mullet,seine,high,pelagic,non-destructive
chelon haematocheilus,so-iny (redlip) mullet,gillnet,high,demersal,non-destructive
pandalus montagui,aesop shrimp,trawl,high,demersal,destructive
acetes japonicus,akiami paste shrimp,trap,high,demersal,non-destructive
acetes japonicus,akiami paste shrimp,trawl,high,demersal,destructive
crassostrea virginica,american cupped oyster,other,low,demersal,non-destructive
crassostrea virginica,american cupped oyster,dredge,high,demersal,destructive
homarus americanus,american lobster,trap,high,demersal,non-destructive
placopecten magellanicus,american sea scallop,other,low,demersal,non-destructive
placopecten magellanicus,american sea scallop,dredge,high,demersal,destructive
euphausia superba,antarctic krill,trawl midwater,high,pelagic,non-destructive
paralomis spinosissima,antarctic stone crab,trap,high,demersal,non-destructive
pleoticus muelleri,argentine red shrimp,trawl,high,demersal,destructive
illex argentinus,argentine shortfin squid,trawl,high,demersal,destructive
artemesia longinaris,argentine stiletto shrimp,trawl,high,demersal,destructive
ensis directus,atlantic razor clam,dredge,high,demersal,destructive
argopecten irradians,atlantic bay scallop,dredge,high,demersal,destructive
cancer irroratus,atlantic rock crab,trap,high,demersal,non-destructive
xiphopenaeus kroyeri,atlantic seabob,trawl,high,demersal,destructive
spisula solidissima,atlantic surf clam,other,low,demersal,non-destructive
spisula solidissima,atlantic surf clam,dredge,high,demersal,destructive
panulirus cygnus,australian spiny lobster,trap,high,demersal,non-destructive
fenneropenaeus merguiensis,banana prawn,trawl,high,demersal,destructive
pollicipes pollicipes,barnacle,other,low,demersal,non-destructive
pollicipes pollicipes,barnacle,dredge,high,demersal,destructive
menippe mercenaria,black stone crab,trap,high,demersal,non-destructive
menippe mercenaria,black stone crab,trawl,high,demersal,destructive
menippe mercenaria,black stone crab,seine,high,pelagic,non-destructive
haliotis rubra,blacklip abalone,other,low,demersal,non-destructive
anadara granosa,blood cockle,other,low,demersal,non-destructive
anadara granosa,blood cockle,dredge,high,demersal,destructive
aristeus antennatus,blue and red shrimp,trawl,high,demersal,destructive
callinectes sapidus,blue crab,trap,high,demersal,non-destructive
mytilus edulis,blue mussel,other,low,demersal,non-destructive
mytilus edulis,blue mussel,trap,high,demersal,non-destructive
mytilus edulis,blue mussel,dredge,high,demersal,destructive
litopenaeus stylirostris,blue shrimp,trawl,high,demersal,destructive
portunus pelagicus,blue swimming crab,trawl,high,demersal,destructive
illex coindetii,broadtail shortfin squid,lines non-tuna,low,pelagic,non-destructive
illex coindetii,broadtail shortfin squid,trawl,high,demersal,destructive
perna viridis,brown mussel,other,low,demersal,non-destructive
perna viridis,brown mussel,dredge,high,demersal,destructive
saxidomus gigantea,butter clam,dredge,high,demersal,destructive
argopecten gibbus,calico scallop,dredge,high,demersal,destructive
loligo vulgaris,cape hope squid,trawl,high,demersal,destructive
jasus lalandii,cape rock lobster,trap,high,demersal,non-destructive
melicertus kerathurus,caramote prawn,trawl,high,demersal,destructive
panulirus argus,caribbean spiny lobster,trap,high,demersal,non-destructive
ostrea chilensis,chilean flat oyster,dredge,high,demersal,destructive
mytilus chilensis,chilean mussel,other,low,demersal,non-destructive
mytilus chilensis,chilean mussel,dredge,high,demersal,destructive
heterocarpus reedi,chilean nylon shrimp,trawl,high,demersal,destructive
loxechinus albus,chilean sea urchin,other,low,demersal,non-destructive
loxechinus albus,chilean sea urchin,dredge,high,demersal,destructive
aulacomya ater,cholga mussel,other,low,demersal,non-destructive
aulacomya ater,cholga mussel,dredge,high,demersal,destructive
choromytilus chorus,choro mussel,other,low,demersal,non-destructive
choromytilus chorus,choro mussel,dredge,high,demersal,destructive
sepia officinalis,common cuttlefish,trawl,high,demersal,destructive
cardium edule,common edible cockle,other,low,demersal,non-destructive
cardium edule,common edible cockle,dredge,high,demersal,destructive
octopus vulgaris,common octopus,trap,high,demersal,non-destructive
littorina littorea,common periwinkle,other,low,demersal,non-destructive
