spec_code,species,db,length_max,in_spp_table,table
5696,chrysiptera glauca,fb,6.800000190734863,TRUE,popll
5698,chrysiptera oxycephala,fb,7.199999809265137,TRUE,popll
5699,chrysiptera rex,fb,7.099999904632568,TRUE,popll
27004,chrysiptera sheila,fb,9.899999618530272,TRUE,popll
5701,chrysiptera traceyi,fb,5.300000190734863,TRUE,popll
6602,chrysiptera tricincta,fb,9.5,TRUE,popll
5702,chrysiptera unimaculata,fb,8.199999809265137,TRUE,popll
5528,chrysoblephus anglicus,fb,31,TRUE,popll
5530,chrysoblephus puniceus,fb,23.399999618530273,TRUE,popll
8308,chrysochir aureus,fb,41,TRUE,popll
62991,cichla kelberi,fb,47.599998474121094,TRUE,popll
62991,cichla kelberi,fb,51,TRUE,popll
62994,cichla piquiti,fb,38.5,TRUE,popll
62994,cichla piquiti,fb,48,TRUE,popll
25760,cirrhilabrus balteatus,fb,6.099999904632568,TRUE,popll
25760,cirrhilabrus balteatus,fb,8.399999618530273,TRUE,popll
25759,cirrhilabrus blatteus,fb,16,TRUE,popll
25759,cirrhilabrus blatteus,fb,11.399999618530272,TRUE,popll
5106,cirrhilabrus cyanopleura,fb,10.100000381469728,TRUE,popll
5106,cirrhilabrus cyanopleura,fb,12.699999809265137,TRUE,popll
5106,cirrhilabrus cyanopleura,fb,6.599999904632568,TRUE,popll
5614,cirrhilabrus exquisitus,fb,7.599999904632568,TRUE,popll
5614,cirrhilabrus exquisitus,fb,10.5,TRUE,popll
5614,cirrhilabrus exquisitus,fb,5.099999904632568,TRUE,popll
10615,cirrhilabrus filamentosus,fb,8.800000190734863,TRUE,popll
10615,cirrhilabrus filamentosus,fb,5.5,TRUE,popll
25762,cirrhilabrus johnsoni,fb,6,TRUE,popll
25762,cirrhilabrus johnsoni,fb,4.599999904632568,TRUE,popll
7768,cirrhilabrus jordani,fb,8.899999618530273,TRUE,popll
7768,cirrhilabrus jordani,fb,5.099999904632568,TRUE,popll
7582,cirrhilabrus katherinae,fb,7.900000095367432,TRUE,popll
13023,cirrhilabrus laboutei,fb,11.800000190734863,TRUE,popll
13023,cirrhilabrus laboutei,fb,4.5,TRUE,popll
13023,cirrhilabrus laboutei,fb,6.900000095367432,TRUE,popll
