orig_sciname,valid_name,aphia_id
labeo sanagaensis,labeo sanagaensis,1384110
labeo seeberi,labeo seeberi,1017469
labeo senegalensis,labeo senegalensis,1022161
labeo simpsoni,labeo simpsoni,1013467
labeo sorex,labeo sorex,1383180
labeo stolizkae,labeo stolizkae,1020587
labeo trigliceps,labeo trigliceps,1016244
labeo udaipurensis,labeo udaipurensis,1013289
labeo umbratus,labeo umbratus,1017481
labeo victorianus,labeo victorianus,1018659
labeo weeksii,labeo weeksii,1016663
labeo werneri,labeo werneri,1015936
labeo worthingtoni,labeo worthingtoni,1383567
labeo yunnanensis,labeo yunnanensis,1017676
labidocera bipinnata,labidocera rotunda,358900
labidoplax adriatica,oestergrenia digitata,152547
labidoplax digitata,oestergrenia digitata,152547
labidoplax mortenseni,oestergrenia mortenseni,152552
labidoplax thomsoni,oestergrenia thomsonii,178811
lacerna granulosa,buffonella granulosa,1495310
lacuna abyssicola,moelleriopsis poppei,713995
lacuna carinata,lacuna vincta,140170
lacuna cossmanni,benthobia tryonii,140880
laemodonta striata,laemodonta octanfracta,558422
laetmogone wyvillethompsoni,laetmogone wyvillethomsoni,124757
laevicardium angmagsalikense,laevicardium pristis,381795
laevicardium attenuatum,acrosterigma attenuatum,345700
laevicardium biradiatum,acrosterigma biradiatum,345686
laevicardium fiski,laevicardium pictum,381792
laevicardium laevigatum,fulvia laevigata,605734
laevicardium multipunctatum,discors multipunctatum,826913
laevicardium pulcherrimum,acrosterigma transcendens,345694
lacuna picta,no match,NA
laetmonice bicolor,no match,NA
laetmonice erinaceus,no match,NA
laevicardium rubropictum,acrosterigma biradiatum,345686
laevichlamys lemniscata,scaeochlamys lemniscata,494252
laevidentalium ambiguum,laevidentalium ambiguum,344225
laevidentalium arnoldi,laevidentalium houbricki,344235
laevidentalium banale,laevidentalium leptosceles,344239
laevidentalium bisinuatum,laevidentalium eburneum,344231
laevidentalium callipeplum,calliodentalium callipeplum,344490
laevidentalium jaffaensis,laevidentalium jaffaense,344236
laevidentalium lebruni,dentalium lebruni,532291
laevidentalium liodon,fustiaria liodon,344261
laevilacunaria bransfieldensis,laevilacunaria antarctica,713998
laevilitorina coriacea,laevilitorina caliginosa,197205
laevilitorina elongata,laevilitorina caliginosa,197205
lafoea adhaerens,filellum adhaerens,284945
lafoea fruticosa,lafoea dumosa,117702
lafoea gracillima,lafoea dumosa,117702
lafoea tenellula,lafoea dumosa,117702
lafoeina amirantensis,cirrholovenia tetranema,221216
lagenicella verrucosa,lageniporina verrucosa,868513
lagenipora pygmaea,celleporina pygmaea,111276
lagenipora socialis,lagenipora lepralioides,111280
lagenipora spinulosa,lagenicella spinulosa,465719
lagisca extenuata,harmothoe extenuata,130762
lagisca flaccida,harmothoe flaccida,236702
lagisca multisetosa,harmothoe multisetosa,333572
lambanetes gennulatus,lambanetes gemmulatus,352521
lambis wheelwrighti,lambis arachnoides,867371
lamelleulepethus biminensis,lamelleulepethus biminiensis,328601
lamellitrochus bicoronatus,lamellitrochus bicoronatus,532954
lamellitrochus fenestratus,lamellitrochus fenestratus,532955
lamellitrochus filosus,lamellitrochus filosus,532956
lamellitrochus pourtalesi,lamellitrochus pourtalesi,419438
lamellitrochus suavis,lamellitrochus suavis,532957
lamnostoma mindora,lamnostoma mindora,1018220
lamnostoma taylori,lamnostoma taylori,1016648
lampetra aepyptera,lampetra aepyptera,1026288
lampetra alavariensis,lampetra alavariensis,1007450
lampetra auremensis,lampetra auremensis,1007448
lampetra hubbsi,lampetra hubbsi,1012806
lampetra lusitanica,lampetra lusitanica,1384679
lampetra pacifica,lampetra pacifica,1012940
lampetra planeri,lampetra planeri,148719
lampetra richardsoni,lampetra richardsoni,592841
lampetra soljani,lampetra soljani,1385184
lamprops affinis,alamprops affinis,1307562
lamprops carinata,alamprops carinatus,1307564
lamprops carinatus,alamprops carinatus,1307564
lamprops comatus,alamprops comatus,1307565
lamprops fasciata,lamprops fasciatus,110516
lamprops flavus,alamprops flavus,1307567
lamprops fuscata,lamprops fuscatus,110517
lamprops japonicus,mesolamprops japonicus,489301
lamprops multifasciatus,alamprops multifasciatus,1307572
lamprops obfuscatus,alamprops obfuscatus,1307576
lamprops profundus,alamprops profundus,1307577
lamprops quadriplicata,alamprops quadriplicatus,1307579
lamprops serratus,alamprops serratus,1307580
lamprops tomalesi,alamprops tomalesi,1307582
lamprops triserratus,alamprops triserratus,1307583
lanceola clausi,lanceola clausii,325370
lanceola pirloti,lanceola clausii pirloti,510136
laodicea chapmani,laodicea chapmani,117722
laodicea ecope,laodicea eucope,285027
laodicea neptuna,laodicea neptuna,117723
laodicea ocellata,laodicea ocellata,117724
laomedea inornata,gonothyraea inornata,284397
laona finmarchica,praephiline finmarchica,574605
laona flexuosa,laona pruinosa,140742
laonice foliata,laonice cirrata,131128
laonice pugettensis,laonice cirrata,131128
laonice sacculata,laonice cirrata,131128
laonome puncturata,sabellastarte spectabilis,429077
laonome puncturata,pseudobranchiomma punctata,334656
lanicides lanicides,no match,NA
laomedea altitheca,no match,NA
laonice athecata,no match,NA
laophonte adriatica,lipomelum adriaticum,116284
laophonte brevirostris,paralaophonte brevirostris,116289
laophonte cesareae,loureirophonte cesareae,116285
laophonte commensalis,raibautius commensalis,934183
laophonte congenera,paralaophonte congenera congenera,582525
laophonte danversae,inermiphonte danversae,429479
