taxonkey,taxon_name,common_name,descript,tax_level,worms_name
605429,Halobatrachus didactylus,Lusitanian toadfish,demersal 30 - 90 cm,6,halobatrachus didactylus
605492,Raja microocellata,Small-eyed ray,rays <90 cm,6,raja microocellata
605503,Rhynchobatus djiddensis,Giant guitarfish,rays >=90 cm,6,rhynchobatus djiddensis
605504,Chelidonichthys capensis,Cape gurnard,demersal 30 - 90 cm,6,chelidonichthys capensis
605524,Epinephelus chlorostigma,Brownspotted grouper,reef-associated 30 - 90 cm,6,epinephelus chlorostigma
605526,Acanthopagrus berda,Picnic seabream,demersal >=90 cm,6,acanthopagrus berda
605537,Bolbometopon muricatum,Green humphead parrotfish,reef-associated >=90 cm,6,bolbometopon muricatum
605548,Scarus ghobban,Blue-barred parrotfish,reef-associated >=90 cm,6,scarus ghobban
605604,Cheilinus undulatus,Humphead wrasse,reef-associated >=90 cm,6,cheilinus undulatus
605659,Valamugil seheli,Bluespot mullet,reef-associated 30 - 90 cm,6,crenimugil seheli
605852,Nemipterus randalli,Randalls threadfin bream,demersal <30 cm,6,nemipterus randalli
605889,Scolopsis taeniatus,Black-streaked monocle bream,reef-associated <30 cm,6,scolopsis taeniata
605933,Mustelus lenticulatus,Spotted estuary smooth-hound,shark >=90 cm,6,mustelus lenticulatus
605937,Mustelus schmitti,Narrownose smooth-hound,shark <90 cm,6,mustelus schmitti
605938,Mustelus asterias,Starry smooth-hound,shark >=90 cm,6,mustelus asterias
605983,Mulloidichthys flavolineatus,Yellowstripe goatfish,reef-associated 30 - 90 cm,6,mulloidichthys flavolineatus
605996,Gerres oyena,Common silver-biddy,demersal 30 - 90 cm,6,gerres oyena
606006,Pomadasys kaakan,Javelin grunter,reef-associated 30 - 90 cm,6,pomadasys kaakan
606082,Plectropomus areolatus,Squaretail coralgrouper,reef-associated 30 - 90 cm,6,plectropomus areolatus
606317,Totoaba macdonaldi,Totoaba,benthopelagic >=90 cm,6,totoaba macdonaldi
606356,Acanthopagrus latus,Yellowfin seabream,demersal 30 - 90 cm,6,acanthopagrus latus
606358,Chirocentrus dorab,Dorab wolf-herring,benthopelagic >=90 cm,6,chirocentrus dorab
606396,Cephalopholis argus,Peacock hind,reef-associated 30 - 90 cm,6,cephalopholis argus
606422,Dipturus linteus,Sailray,rays >=90 cm,6,rajella lintea
606426,Pagrus auratus,Squirefish,demersal >=90 cm,6,pagrus auratus
606441,Aethaloperca rogaa,Redmouth grouper,reef-associated 30 - 90 cm,6,aethaloperca rogaa
606444,Cephalopholis boenak,Chocolate hind,reef-associated <30 cm,6,cephalopholis boenak
606447,Cephalopholis hemistiktos,Yellowfin hind,reef-associated 30 - 90 cm,6,cephalopholis hemistiktos
606450,Cephalopholis miniata,Coral hind,reef-associated 30 - 90 cm,6,cephalopholis miniata
606457,Cromileptes altivelis,Humpback grouper,reef-associated 30 - 90 cm,6,cromileptes altivelis
606465,Epinephelus coioides,Orange-spotted grouper,reef-associated >=90 cm,6,epinephelus coioides
606470,Epinephelus marginatus,Dusky grouper,reef-associated >=90 cm,6,epinephelus marginatus
606473,Epinephelus polyphekadion,Camouflage grouper,reef-associated >=90 cm,6,epinephelus polyphekadion
606479,Saurida tumbil,Greater lizardfish,demersal 30 - 90 cm,6,saurida tumbil
606507,Sargocentron spiniferum,Sabre squirrelfish,reef-associated 30 - 90 cm,6,sargocentron spiniferum
606531,Acanthopagrus schlegelii schlegelii,Black porgy,demersal 30 - 90 cm,6,acanthopagrus schlegelii
606948,Bathyraja eatonii,Eatons skate,rays >=90 cm,6,bathyraja eatonii
606950,Bathyraja maccaini,McCains skate,rays >=90 cm,6,bathyraja maccaini
606951,Bathyraja meridionalis,Dark-belly skate,rays >=90 cm,6,bathyraja meridionalis
606952,Bathyraja murrayi,Murrays skate,rays <90 cm,6,bathyraja murrayi
606953,Amblyraja georgiana,Antarctic starry skate,rays >=90 cm,6,amblyraja georgiana
606954,Amblyraja taaf,Whiteleg skate,rays <90 cm,6,amblyraja taaf
606957,Diastobranchus capensis,Basketwork eel,bathydemersal >=90 cm,6,diastobranchus capensis
606960,Bathylagus antarcticus,Antarctic deepsea smelt,demersal >=90 cm,6,bathylagus antarcticus
606974,Benthalbella elongata,Benthalbella elongata,bathypelagic 30 - 90 cm,6,benthalbella elongata
606985,Electrona carlsbergi,Electron subantarctic,bathypelagic <30 cm,6,electrona carlsbergi
606990,Gymnoscopelus nicholsi,Nicols lanterfish,bathypelagic <30 cm,6,gymnoscopelus nicholsi
606998,Lampanyctus achirus,NA,pelagic >=90 cm,6,lampanyctus achirus
607026,Lycodichthys antarcticus,NA,bathydemersal <30 cm,6,lycodichthys antarcticus
607039,Dissostichus mawsoni,Antarctic toothfish,benthopelagic >=90 cm,6,dissostichus mawsoni
607040,Gobionotothen acuta,Triangular notothen,demersal 30 - 90 cm,6,gobionotothen acuta
607041,Gobionotothen gibberifrons,Humped rockcod,demersal 30 - 90 cm,6,gobionotothen gibberifrons
607045,Lepidonotothen squamifrons,Grey rockcod,benthopelagic 30 - 90 cm,6,lepidonotothen squamifrons
607046,Lepidonotothen mizops,Toad notothen,benthopelagic <30 cm,6,lindbergichthys mizops
607047,Lepidonotothen nudifrons,Gaudy notothen,demersal <30 cm,6,lindbergichthys nudifrons
607048,Lepidonotothen larseni,Lepidonotothen larseni,benthopelagic <30 cm,6,nototheniops larseni
607052,Patagonotothen brevicauda brevicauda,Patagonian rockcod,demersal <30 cm,6,patagonotothen brevicauda
607054,Trematomus eulepidotus,Blunt scalyhead,demersal 30 - 90 cm,6,trematomus eulepidotus
607055,Trematomus hansoni,Striped rockcod,demersal 30 - 90 cm,6,trematomus hansoni
607082,Pogonophryne permitini,Pogonophryne permitini,bathydemersal <30 cm,6,pogonophryne permitini
607103,Parachaenichthys georgianus,Antarctic dragonfish,bathydemersal <30 cm,6,parachaenichthys georgianus
607108,Chionobathyscus dewitti,Chionobathyscus dewitti,bathydemersal 30 - 90 cm,6,chionobathyscus dewitti
607109,Chionodraco hamatus,Crocodile icefish,bathydemersal 30 - 90 cm,6,chionodraco hamatus
607110,Chionodraco myersi,Chionodraco myersi,bathydemersal 30 - 90 cm,6,chionodraco myersi
607111,Cryodraco antarcticus,Cryodraco antarcticus,bathydemersal 30 - 90 cm,6,cryodraco antarcticus
607113,Neopagetopsis ionah,Bible icefish,benthopelagic 30 - 90 cm,6,neopagetopsis ionah
607120,Mancopsetta maculata antarctica,Antarctic armless flounder,flatfish <90 cm,6,mancopsetta maculata
607126,Muraenolepis microps,Smalleye moray cod,pelagic 30 - 90 cm,6,muraenolepis microps
607137,Macrourus carinatus,Ridge scaled rattail,benthopelagic >=90 cm,6,macrourus carinatus
607138,Macrourus holotrachys,Bigeye grenadier,benthopelagic 30 - 90 cm,6,macrourus holotrachys
607139,Macrourus whitsoni,Whitsons Grenadier,benthopelagic >=90 cm,6,macrourus whitsoni
607145,Psilodraco breviceps,Antarctic dragonfish,demersal <30 cm,6,psilodraco breviceps
607151,Pseudocyttus maculatus,Smooth oreo,benthopelagic 30 - 90 cm,6,pseudocyttus maculatus
607152,Zanclorhynchus spinifer,Spiny horsefish,demersal 30 - 90 cm,6,zanclorhynchus spinifer
607327,Balistes capriscus,Grey triggerfish,benthopelagic 30 - 90 cm,6,balistes capriscus
607354,Epinephelus multinotatus,White-blotched grouper,reef-associated >=90 cm,6,epinephelus multinotatus
607366,Epinephelus summana,Summan grouper,reef-associated 30 - 90 cm,6,epinephelus summana
607430,Plectropomus pessuliferus,Roving coralgrouper,reef-associated >=90 cm,6,plectropomus pessuliferus
607614,Leucoraja circularis,Sandy ray,rays >=90 cm,6,leucoraja circularis
607616,Dipturus oxyrinchus,Longnosed skate,rays >=90 cm,6,dipturus oxyrinchus
607617,Raja undulata,Undulate ray,rays >=90 cm,6,raja undulata
607618,Mobula mobular,Devil fish,rays >=90 cm,6,mobula mobular
607619,Leucoraja fullonica,Shagreen ray,rays >=90 cm,6,leucoraja fullonica
607620,Micropogonias furnieri,Whitemouth croaker,demersal 30 - 90 cm,6,micropogonias furnieri
607703,Plectorhinchus gaterinus,Blackspotted rubberlips,reef-associated 30 - 90 cm,6,plectorhinchus gaterinus
607706,Plectorhinchus schotaf,Minstrel sweetlip,reef-associated 30 - 90 cm,6,plectorhinchus schotaf
607708,Pomadasys stridens,Striped piggy,reef-associated <30 cm,6,pomadasys stridens
607903,Pomacanthus maculosus,Yellowbar angelfish,reef-associated 30 - 90 cm,6,pomacanthus maculosus
607931,Crenidens crenidens,Karenteen seabream,demersal 30 - 90 cm,6,crenidens crenidens
607945,Pelates quadrilineatus,Fourlined terapon,pelagic 30 - 90 cm,6,pelates quadrilineatus
608092,Parapristipoma octolineatum,African striped grunt,demersal 30 - 90 cm,6,parapristipoma octolineatum
608166,Rhabdosargus haffara,Haffara seabream,reef-associated 30 - 90 cm,6,rhabdosargus haffara
608172,Odontesthes regia,Silverside,pelagic <30 cm,6,odontesthes regia
608173,Girella tricuspidata,Luderick,benthopelagic 30 - 90 cm,6,girella tricuspidata
608289,Fistularia corneta,Pacific cornetfish,pelagic 30 - 90 cm,6,fistularia corneta
608315,Plectorhinchus pictus,Trout sweetlips,reef-associated 30 - 90 cm,6,plectorhinchus pictus
608390,Seriolella porosa,Choicy ruff,benthopelagic 30 - 90 cm,6,seriolella porosa
608421,Bregmaceros mcclellandi,Spotted codlet,pelagic <30 cm,6,bregmaceros mcclellandi
608483,Lepidorhynchus denticulatus,Thorntooth grenadier,bathypelagic 30 - 90 cm,6,lepidorhynchus denticulatus
608490,Rexea solandri,Silver gemfish,benthopelagic >=90 cm,6,rexea solandri
608540,Aphanopus intermedius,Intermediate scabbardfish,benthopelagic >=90 cm,6,aphanopus intermedius
608556,Pseudopleuronectes herzensteini,Littlemouth flounder,flatfish <90 cm,6,pseudopleuronectes herzensteini
608816,Cephalopholis fulva,Coney,reef-associated 30 - 90 cm,6,cephalopholis fulva
608852,Solea senegalensis,Senegalese sole,flatfish <90 cm,6,solea senegalensis
608924,Raja asterias,Starry ray,rays <90 cm,6,raja asterias
608991,Spectrunculus grandis,Pudgy cuskeel,benthopelagic >=90 cm,6,spectrunculus grandis
609000,Hydrolagus mirabilis,Large-eyed rabbitfish,rays <90 cm,6,hydrolagus mirabilis
609005,Rhinochimaera atlantica,Spearnose chimaera,rays >=90 cm,6,rhinochimaera atlantica
609146,Neocyttus rhomboidalis,Spiky oreo,bathypelagic 30 - 90 cm,6,neocyttus rhomboidalis
609256,Amblyraja hyperborea,Arctic skate,rays >=90 cm,6,amblyraja hyperborea
609907,Gerres nigri,Guinean striped mojarra,benthopelagic <30 cm,6,gerres nigri
609908,Plectorhinchus macrolepis,Biglip grunt,benthopelagic 30 - 90 cm,6,plectorhinchus macrolepis
610106,Nemadactylus macropterus,Tarakihi,demersal 30 - 90 cm,6,nemadactylus macropterus
610190,Schedophilus pemarco,Pemarco blackfish,benthopelagic 30 - 90 cm,6,schedophilus pemarco
610220,Arius thalassinus,Giant seacatfish,demersal >=90 cm,6,netuma thalassina
610238,Benthosema pterotum,Skinnycheek lanternfish,bathypelagic <30 cm,6,benthosema pterotum
610256,Lophius vomerinus,Cape monk,demersal 30 - 90 cm,6,lophius vomerinus
610307,Cheilopogon agoo,Japanese flyingfish,pelagic 30 - 90 cm,6,cheilopogon agoo
610308,Patagonotothen ramsayi,Ramsay's icefish,benthopelagic 30 - 90 cm,6,patagonotothen ramsayi
610676,Cyttus traversi,King dory,bathydemersal 30 - 90 cm,6,cyttus traversi
611820,Abudefduf luridus,Canary damsel,reef-associated <30 cm,6,similiparma lurida
612005,Paratrachichthys trailli,Sandpaper fish,bathypelagic <30 cm,6,paratrachichthys trailli
612354,Paristiopterus labiosus,Giant boarfish,demersal >=90 cm,6,paristiopterus labiosus
612357,Pentaceros decacanthus,Bigspined boarfish,bathydemersal <30 cm,6,pentaceros decacanthus
612547,Coregonus muksun,Muksun,benthopelagic 30 - 90 cm,6,coregonus muksun
612917,Prolatilus jugularis,Tilefish,demersal 30 - 90 cm,6,prolatilus jugularis
612918,Seriolella brama,Common warehou,benthopelagic 30 - 90 cm,6,seriolella brama
612919,Seriolella caerulea,White warehou,bathypelagic 30 - 90 cm,6,seriolella caerulea
612920,Kathetostoma giganteum,Giant stargazer,demersal >=90 cm,6,kathetostoma giganteum
612922,Seriolella punctata,Silver warehou,benthopelagic 30 - 90 cm,6,seriolella punctata
612962,Allocyttus niger,Black oreo,bathypelagic 30 - 90 cm,6,allocyttus niger
613025,Sparisoma cretense,Parrotfish,reef-associated 30 - 90 cm,6,sparisoma cretense
613139,Meuschenia scaber,Velvet leatherjacket,demersal 30 - 90 cm,6,meuschenia scaber
613144,Zearaja nasuta,New Zealand rough skate,rays >=90 cm,6,zearaja nasuta
613146,Hydrolagus novaezealandiae,Dark ghost shark,rays <90 cm,6,hydrolagus novaezealandiae
614063,Mullus argentinae,Argentine goatfish,demersal <30 cm,6,mullus argentinae
614129,Centroberyx affinis,Redfish,benthopelagic 30 - 90 cm,6,centroberyx affinis
614242,Centriscops humerosus,Banded yellowfish,bathydemersal <30 cm,6,centriscops humerosus
614290,Thunnus orientalis,Pacific bluefin tuna,pelagic >=90 cm,6,thunnus orientalis
614354,Lepidoperca pulchella,Orange perch,demersal <30 cm,6,lepidoperca pulchella
614383,Scarus persicus,Gulf parrotfish,benthopelagic 30 - 90 cm,6,scarus persicus
614693,Merluccius gayi peruanus,Peruvian hake,bathydemersal 30 - 90 cm,6,merluccius gayi
615380,Rhynchobatus australiae,White-spotted shovelnose ray,rays >=90 cm,6,rhynchobatus australiae
615483,Himantura gerrardi,Sharpnose stingray,rays >=90 cm,6,maculabatis gerrardi
624237,Lepidopsetta bilineata,Rock sole,flatfish <90 cm,6,lepidopsetta bilineata
628128,Grammoplites suppositus,Spotfin flathead,demersal <30 cm,6,grammoplites suppositus
628143,Peprilus paru,American harvestfish,benthopelagic 30 - 90 cm,6,peprilus paru
646376,Liza klunzingeri,Klunzingers mullet,demersal <30 cm,6,planiliza klunzingeri
646941,Coregonus laurettae,Bering cisco,pelagic 30 - 90 cm,6,coregonus laurettae
649232,Capromimus abbreviatus,Capro dory,bathydemersal <30 cm,6,capromimus abbreviatus
650136,Pseudopercis semifasciata,Argentinian sandperch,demersal >=90 cm,6,pseudopercis semifasciata
657505,Bathyraja irrasa,Kerguelen sandpaper skate,rays <90 cm,6,bathyraja irrasa
657506,Chelon haematocheilus,So-iny (redlip) mullet,demersal 30 - 90 cm,6,planiliza haematocheilus
690003,Pandalus montagui,Aesop shrimp,shrimp,6,pandalus montagui
690005,Acetes japonicus,Akiami paste shrimp,shrimp,6,acetes japonicus
690009,Crassostrea virginica,American cupped oyster,demersal mollusc,6,crassostrea virginica
690010,Homarus americanus,American lobster,lobsters crab,6,homarus americanus
690011,Placopecten magellanicus,American sea scallop,demersal mollusc,6,placopecten magellanicus
690013,Metanephrops andamanicus,Andaman lobster,lobsters crab,6,metanephrops andamanicus
690016,Euphausia superba,Antarctic krill,krill,6,euphausia superba
690018,Paralomis spinosissima,Antarctic stone crab,lobsters crab,6,paralomis spinosissima
690022,Pleoticus muelleri,Argentine red shrimp,shrimp,6,pleoticus muelleri
690023,Illex argentinus,Argentine shortfin squid,cephalopods,6,illex argentinus
690024,Artemesia longinaris,Argentine stiletto shrimp,shrimp,6,artemesia longinaris
690029,Ensis directus,Atlantic razor clam,demersal mollusc,6,ensis directus
690030,Argopecten irradians,Atlantic bay scallop,demersal mollusc,6,argopecten irradians
690031,Cancer irroratus,Atlantic rock crab,lobsters crab,6,cancer irroratus
690032,Xiphopenaeus kroyeri,Atlantic seabob,shrimp,6,xiphopenaeus kroyeri
690033,Spisula solidissima,Atlantic surf clam,demersal mollusc,6,spisula solidissima
690036,Mytilus planulatus,Australian mussel,demersal mollusc,6,mytilus planulatus
690039,Panulirus cygnus,Australian spiny lobster,lobsters crab,6,panulirus cygnus
690042,Fenneropenaeus merguiensis,Banana prawn,shrimp,6,penaeus merguiensis
690043,Pollicipes pollicipes,Barnacle,demersal mollusc,6,pollicipes pollicipes
690047,Menippe mercenaria,Black stone crab,lobsters crab,6,menippe mercenaria
690049,Haliotis rubra,Blacklip abalone,demersal mollusc,6,haliotis rubra
690050,Anadara granosa,Blood cockle,demersal mollusc,6,tegillarca granosa
690051,Aristeus antennatus,Blue and red shrimp,shrimp,6,aristeus antennatus
690052,Callinectes sapidus,Blue crab,lobsters crab,6,callinectes sapidus
690053,Mytilus edulis,Blue mussel,demersal mollusc,6,mytilus edulis
690054,Litopenaeus stylirostris,Blue shrimp,shrimp,6,penaeus stylirostris
690055,Portunus pelagicus,Blue swimming crab,lobsters crab,6,portunus pelagicus
690059,Illex coindetii,Broadtail shortfin squid,cephalopods,6,illex coindetii
690060,Perna viridis,Brown mussel,demersal mollusc,6,perna viridis
690064,Saxidomus gigantea,Butter clam,demersal mollusc,6,saxidomus gigantea
690065,Argopecten gibbus,Calico scallop,demersal mollusc,6,argopecten gibbus
690067,Loligo vulgaris,Cape Hope squid,cephalopods,6,loligo vulgaris
690069,Jasus lalandii,Cape rock lobster,lobsters crab,6,jasus lalandii
690070,Melicertus kerathurus,Caramote prawn,shrimp,6,penaeus kerathurus
690071,Panulirus argus,Caribbean spiny lobster,lobsters crab,6,panulirus argus
690075,Ostrea chilensis,Chilean flat oyster,demersal mollusc,6,ostrea chilensis
690076,Mytilus chilensis,Chilean mussel,demersal mollusc,6,mytilus chilensis
690077,Heterocarpus reedi,Chilean nylon shrimp,shrimp,6,heterocarpus reedi
690078,Loxechinus albus,Chilean sea urchin,demersal mollusc,6,loxechinus albus
690081,Aulacomya ater,Cholga mussel,demersal mollusc,6,aulacomya atra
690082,Choromytilus chorus,Choro mussel,demersal mollusc,6,choromytilus chorus
690085,Sepia officinalis,Common cuttlefish,cephalopods,6,sepia officinalis
690087,Cardium edule,Common edible cockle,demersal mollusc,6,cerastoderma edule
690088,Octopus vulgaris,Common octopus,cephalopods,6,octopus vulgaris
690089,Littorina littorea,Common periwinkle,demersal mollusc,6,littorina littorea
690090,Palaemon serratus,Common prawn,shrimp,6,palaemon serratus
690091,Crangon crangon,Common shrimp,shrimp,6,crangon crangon
690092,Palinurus elephas,Common spiny lobster,lobsters crab,6,palinurus elephas
690100,Farfantepenaeus brevirostris,Crystal shrimp,shrimp,6,penaeus brevirostris
690105,Callinectes danae,Dana's swimming crab,lobsters crab,6,callinectes danae
690109,Parapenaeus longirostris,Deepwater rose shrimp,shrimp,6,parapenaeus longirostris
690115,Cancer magister,Dungeness crab,lobsters crab,6,metacarcinus magister
690119,Cancer pagurus,Edible crab,lobsters crab,6,cancer pagurus
690120,Metapenaeus endeavouri,Endeavour shrimp,shrimp,6,metapenaeus endeavouri
690122,Echinus esculentus,European edible sea urchin,demersal mollusc,6,echinus esculentus
690123,Ostrea edulis,European flat oyster,demersal mollusc,6,ostrea edulis
690124,Todarodes sagittatus,European flying squid,cephalopods,6,todarodes sagittatus
690125,Homarus gammarus,European lobster,lobsters crab,6,homarus gammarus
690126,Solen vagina,European razor clam,demersal mollusc,6,solen vagina
690127,Concholepas concholepas,False abalone,demersal mollusc,6,concholepas concholepas
690133,Fenneropenaeus chinensis,Fleshy prawn,shrimp,6,penaeus chinensis
690143,Portunus trituberculatus,Gazami crab,lobsters crab,6,portunus trituberculatus
690146,Haliotis gigantea,Giant abalone,demersal mollusc,6,haliotis gigantea
690151,Penaeus monodon,Giant tiger prawn,shrimp,6,penaeus monodon
690156,Pecten maximus,Great Atlantic scallop,demersal mollusc,6,pecten maximus
690157,Pecten jacobaeus,Great Mediterranean scallop,demersal mollusc,6,pecten jacobaeus
690158,Carcinus maenas,Green crab,lobsters crab,6,carcinus maenas
690161,Jasus verreauxi,Green rock lobster,lobsters crab,6,sagmariasus verreauxi
690163,Penaeus semisulcatus,Green tiger prawn,shrimp,6,penaeus semisulcatus
690166,Ruditapes decussatus,Grooved carpet shell,demersal mollusc,6,ruditapes decussatus
690167,Microcosmus sulcatus,Grooved sea squirt,demersal mollusc,6,microcosmus vulgaris
690168,Parapenaeopsis atlantica,Guinea shrimp,shrimp,6,holthuispenaeopsis atlantica
690169,Scapharca cornea,Half-crenated ark,demersal mollusc,6,anadara cornea
690176,Mactra sachalinensis,Hen clam,demersal mollusc,6,spisula sachalinensis
690180,Turbo cornutus,Horned turban,demersal mollusc,6,turbo cornutus
690182,Limulus polyphemus,Horseshoe crab,demersal mollusc,6,limulus polyphemus
690185,Chlamys islandica,Iceland scallop,demersal mollusc,6,chlamys islandica
690189,Fenneropenaeus indicus,Indian white prawn,shrimp,6,penaeus indicus
690190,Scylla serrata,Indo-Pacific swamp crab,lobsters crab,6,scylla serrata
690194,Haliporoides sibogae,Jack-knife shrimp,shrimp,6,haliporoides sibogae
690196,Ruditapes philippinarum,Japanese carpet shell,demersal mollusc,6,no match
690198,Todarodes pacificus,Japanese flying squid,cephalopods,6,todarodes pacificus
690199,Meretrix lusoria,Japanese hard clam,demersal mollusc,6,meretrix lusoria
690201,Apostichopus japonicus,Japanese sea cucumber,demersal mollusc,6,apostichopus japonicus
690203,Cancer borealis,Jonah crab,lobsters crab,6,cancer borealis
690205,Jasus frontalis,Juan Fernandez rock lobster,lobsters crab,6,jasus frontalis
690206,Dosidicus gigas,Jumbo flying squid,cephalopods,6,dosidicus gigas
690215,Haliporoides triarthrus,Knife shrimp,shrimp,6,haliporoides triarthrus
690217,Solenocera agassizii,Kolibri shrimp,shrimp,6,solenocera agassizii
690218,Mytilus coruscus,Korean mussel,demersal mollusc,6,mytilus unguiculatus
690219,Marsupenaeus japonicus,Kuruma prawn,shrimp,6,penaeus japonicus
690227,Loligo pealeii,Longfin squid,cephalopods,6,doryteuthis pealeii
690228,Panulirus longipes,Longlegged spiny lobster,lobsters crab,6,panulirus longipes
690230,Mesodesma donacium,Macha clam,demersal mollusc,6,mesodesma donacium
690232,Crassostrea rhizophorae,Mangrove cupped oyster,demersal mollusc,6,crassostrea rhizophorae
690241,Mytilus galloprovincialis,Mediterranean mussel,demersal mollusc,6,mytilus galloprovincialis
690242,Carcinus aestuarii,Mediterranean shore crab,lobsters crab,6,carcinus aestuarii
690249,Metanephrops mozambicus,Mozambique lobster,lobsters crab,6,metanephrops mozambicus
690253,Palinurus delagoae,Natal spiny lobster,lobsters crab,6,palinurus delagoae
690256,Ostrea lutaria,New Zealand dredge oyster,demersal mollusc,6,ostrea chilensis
690257,Metanephrops challengeri,New Zealand lobster,lobsters crab,6,metanephrops challengeri
690259,Pecten novaezelandiae,New Zealand scallop,demersal mollusc,6,pecten novaezelandiae
690265,Farfantepenaeus aztecus,Northern brown shrimp,shrimp,6,penaeus aztecus
690268,Farfantepenaeus duorarum,Northern pink shrimp,shrimp,6,penaeus duorarum
690269,Pandalus borealis,Northern prawn,shrimp,6,pandalus borealis
690270,Mercenaria mercenaria,Northern quahog,demersal mollusc,6,mercenaria mercenaria
690271,Illex illecebrosus,Northern shortfin squid,cephalopods,6,illex illecebrosus
690272,Litopenaeus setiferus,Northern white shrimp,shrimp,6,penaeus setiferus
690273,Nephrops norvegicus,Norway lobster,lobsters crab,6,nephrops norvegicus
690274,Meganyctiphanes norvegica,Norwegian krill,krill,6,meganyctiphanes norvegica
690275,Arctica islandica,Ocean quahog,demersal mollusc,6,arctica islandica
690279,Ostrea lurida,Olympia flat oyster,demersal mollusc,6,ostrea lurida
690282,Argopecten ventricosus,Pacific calico scallop,demersal mollusc,6,argopecten ventricosus
690283,Crassostrea gigas,Pacific cupped oyster,demersal mollusc,6,magallana gigas
690284,Panopea abrupta,Pacific geoduck,demersal mollusc,6,panopea abrupta
690285,Protothaca staminea,Pacific littleneck clam,demersal mollusc,6,leukoma staminea
690286,Siliqua patula,Pacific razor clam,demersal mollusc,6,siliqua patula
690287,Cancer productus,Pacific rock crab,lobsters crab,6,cancer productus
690288,Xiphopenaeus kroyeri,Atlantic seabob,shrimp,6,xiphopenaeus kroyeri
690296,Loligo gahi,Patagonian squid,cephalopods,6,doryteuthis gahi
690302,Haliotis midae,Perlemoen abalone,demersal mollusc,6,haliotis midae
690303,Argopecten purpuratus,Peruvian calico scallop,demersal mollusc,6,argopecten purpuratus
690305,Palinurus mauritanicus,Pink spiny lobster,lobsters crab,6,palinurus mauritanicus
690309,Tapes pullastra,Pullet carpet shell,demersal mollusc,6,venerupis corrugata
690313,Chionoecetes opilio,Queen crab,lobsters crab,6,chionoecetes opilio
690314,Aequipecten opercularis,Queen scallop,demersal mollusc,6,aequipecten opercularis
690318,Pyura stolonifera,Red bait,demersal mollusc,6,pyura stolonifera
690320,Chaceon quinquedens,Red deepsea crab,lobsters crab,6,chaceon quinquedens
690321,Jasus edwardsii,Red rock lobster,lobsters crab,6,jasus edwardsii
690322,Pyura chilensis,Red sea squirt,demersal mollusc,6,pyura chilensis
690325,Paralomis aculeata,Red stone crab,lobsters crab,6,paralomis aculeata
690327,Farfantepenaeus brasiliensis,Redspotted shrimp,shrimp,6,penaeus brasiliensis
690328,Penaeus penicillatus,Redtail prawn,shrimp,6,penaeus penicillatus
690332,Mytilus platensis,River Plata mussel,demersal mollusc,6,mytilus platensis
690334,Sicyonia brevirostris,Rock shrimp,shrimp,6,sicyonia brevirostris
690335,Pleoticus robustus,Royal red shrimp,shrimp,6,pleoticus robustus
690337,Mya arenaria,Sand gaper,demersal mollusc,6,mya arenaria
690338,Farfantepenaeus paulensis,Sao Paulo shrimp,shrimp,6,penaeus paulensis
690341,Panulirus homarus,Scalloped spiny lobster,lobsters crab,6,panulirus homarus
690343,Plesiopenaeus edwardsianus,Scarlet shrimp,shrimp,6,aristaeopsis edwardsiana
690354,Martialia hyadesi,Sevenstar flying squid,cephalopods,6,martialia hyadesi
690356,Metapenaeus joyneri,Shiba shrimp,shrimp,6,metapenaeus joyneri
690364,Crassostrea iredalei,Slipper cupped oyster,demersal mollusc,6,magallana bilineata
690370,Paralomis granulosa,Softshell red crab,lobsters crab,6,paralomis granulosa
690374,Perna perna,South American rock mussel,demersal mollusc,6,perna perna
690377,Lithodes antarcticus,Southern king crab,lobsters crab,6,lithodes santolla
690378,Farfantepenaeus notialis,Southern pink shrimp,shrimp,6,penaeus notialis
690379,Trachysalambria curvirostris,Southern rough shrimp,shrimp,6,trachysalambria curvirostris
690381,Palinurus gilchristi,Southern spiny lobster,lobsters crab,6,palinurus gilchristi
690383,Metapenaeus monoceros,Speckled shrimp,shrimp,6,metapenaeus monoceros
690387,Maja squinado,Spinous spider crab,lobsters crab,6,maja squinado
690392,Squilla mantis,Spottail mantis squillid,shrimp,6,squilla mantis
690398,Mactromeris polynyma,Stimpsons surf clam,demersal mollusc,6,mactromeris polynyma
690399,Lithodes maia,Stone king crab,lobsters crab,6,lithodes maja
690400,Paracentrotus lividus,Stony sea urchin,demersal mollusc,6,paracentrotus lividus
690403,Aristeus varidens,Striped red shrimp,shrimp,6,aristeus varidens
690404,Venus (=Chamelea) gallina,Striped venus,demersal mollusc,6,chamelea gallina
690411,Protothaca thaca,Taca clam,demersal mollusc,6,leukoma thaca
690420,Haliotis tuberculata,Tuberculate abalone,demersal mollusc,6,haliotis tuberculata
690423,Chlamys varia,Variegated scallop,demersal mollusc,6,mimachlamys varia
690425,Necora puber,Velvet swimcrab,lobsters crab,6,necora puber
690429,Patinopecten caurinus,Weathervane scallop,demersal mollusc,6,patinopecten caurinus
690430,Nototodarus sloanii,Wellington flying squid,cephalopods,6,nototodarus sloanii
690432,Melicertus latisulcatus,Western king prawn,shrimp,6,penaeus latisulcatus
690433,Litopenaeus occidentalis,Western white shrimp,shrimp,6,penaeus occidentalis
690434,Buccinum undatum,Whelk,demersal mollusc,6,buccinum undatum
