am_sciname,valid_name,aphia_id
dentalium texasianum,paradentalium americanum,344520
dentiraja falloarga,dentiraja falloargus,1043488
dentiraja oculata,dentiraja oculus,1486856
agelas schmidti,agelas schmidtii,164842
aglaophamus lyrochaetus,aglaophamus lyrochaeta,332898
aglaophamus ornatus,aglaophamus trissophyllus,173693
aglaophenia cupressina,pachyrhynchia cuppressina,1464472
aglaophenia tridentata,lytocarpia tridentata,284184
aglaothamnion halliae,aglaothamnion halliae,157299
agnathiella beckeri,agnathiella beckeri,265831
agnesiopsis translucida,corynascidia translucida,103747
agonostomus monticola,dajaus monticola,1042835
aiptasia diaphana,exaiptasia diaphana,1264073
aipysurus eydouxii,aipysurus eydouxi,344640
aka cachacrouensis,siphonodictyon cachacrouense,194608
aka siphona,siphonodictyon siphonum,596692
alaba incerta,alaba incerta,419526
alcockianum alcockianum,alcockianum alcockianum,534911
alcyonium rudyi,discophyton rudyi,289828
alectryonella haliotidaea,dendostrea folium,506716
alexania floridana,alexania floridana,419793
aligena elevata,kelliopsis elevata,876416
aligena texasiana,kelliopsis texasiana,876425
alipta crenistria,alipta crenistria,596798
aliptina acheronae,aliptina acheronae,591437
allia quadrilobata,allia quadrilobata,421028
allia suecica,aricidea (strelzovia) suecica,734532
alpheopsis trispinosus,alpheopsis trispinosa,240844
depressiscala nautlae,epitonium nautlae,523930
depressiscala nitidella,epitonium nitidella,180949
derbesia marina,derbesia marina,144462
dercitus bucklandi,dercitus (dercitus) bucklandi,555677
dermatobranchus pulcherrimus,dermatobranchus rubidus,558948
dermomurex abyssicola,NA,NA
derocheilocaris hessleri,derocheilocaris hessleri,408692
desbruyeresia cancellata,desbruyeresia cancellata,449953
desbruyeresia spinosa,desbruyeresia spinosa,449956
desmarestia menziesii,desmarestia menziesii,325498
diacavolinia elegans,diacavolinia strangulata,532730
diacria atlantica,diacria trispinosa,139045
diacria danae,telodiacria danae,1419959
diacria quadridentata,telodiacria quadridentata,1419957
diala albugo,diala albugo,547187
diala semistriata,diala semistriata,211927
diaperoecia californica,diaperoforma californica,472584
diaphana lottae,diaphana lottae,509651
diceroscalpellum arietinum,diceroscalpellum arietinum,421115
diceroscalpellum diceratum,diceroscalpellum diceratum,421116
dichelaspis hawaiense,dichelaspis hawaiense,733339
dichelaspis thieli,dichelaspis thieli,106157
dichocoenia stellaris,dichocoenia stokesii,289807
dichocoenia stokesi,dichocoenia stokesii,289807
dichotomaria marginata,dichotomaria marginata,376807
dictyopteris delicatula,dictyopteris delicatula,145357
dictyopteris jamaicensis,dictyopteris jamaicensis,373184
dictyopteris repens,dictyopteris repens,214306
dictyosphaeria cavernosa,dictyosphaeria cavernosa,214395
dictyota bartayresiana,dictyota bartayresiana,145363
dictyota ciliolata,dictyota ciliolata,145365
dictyota crenulata,dictyota crenulata,145366
dictyota dichotoma,dictyota dichotoma,145367
dictyota friabilis,dictyota friabilis,220782
dictyota hamifera,dictyota hamifera,220775
dictyota implexa,dictyota implexa,145371
dictyota intermedia,dictyota intermedia,373457
dictyota pinnatifida,dictyota pinnatifida,145378
dictyota pulchella,dictyota pulchella,373189
dictyota rigida,dictyota rigida,220788
didemnum psammatode,didemnum psammatodes,252853
digenea simplex,digenea simplex,144808
digidentis arbuta,thorunna arbuta,597891
digidentis kulonba,doriprismatica kulonba,597379
digidentis perplexa,thorunna perplexa,597953
diloma nigerrima,diloma nigerrimum,546855
diodora ruepellii,diodora ruppellii,139954
diogenes gardineri,diogenes pallescens,367661
diopatra cupraea,diopatra cuprea,157339
dipleurosoma collapsum,orchistoma collapsum,285112
diplobatis pictus,diplobatis picta,399668
diplocirrus longisetosus,saphobranchia longisetosa,1468915
diplocrinus alternicirrus,endoxocrinus (diplocrinus) alternicirrus,242122
diplodasys ankeli,diplodasys ankeli,114620
diplodonta impolita,zemysina impolita,1289441
diplodonta sowerbyi,felaniella sowerbyi,397081
diplodonta verrilli,phlyctiderma verrilli,1358963
diploria clivosa,pseudodiploria clivosa,828326
diploria strigosa,pseudodiploria strigosa,718718
diplosoma macdonaldi,diplosoma listerianum,103579
diplothyra smithii,diplothyra curta,506991
dipurena halterata,slabberia halterata,565148
dipurena ophiogaster,stauridiosarsia ophiogaster,565165
dischides dichelum,dischides dichelus,344312
discodermia amphiaster,neopelta amphiaster,234844
discodoris evelinae,discodoris branneri,532745
discodoris ketos,tayuva lilacina,578710
discodoris palma,tayuva lilacina,578710
discodoris paroa,discodoris paroa,533970
discoplax hirtipes,tuerkayana hirtipes,1329348
discotectonica discus,discotectonica discus,138768
disteira major,hydrophis major,1377428
discors aurantiacum,no match,NA
disparella funalis,no match,NA
disparella neomana,no match,NA
distorsio decipiens,distorsio reticularis,476487
distorsio reticulata,distorsio reticularis,476487
divaricella divaricata,lucinella divaricata,140282
dolichiscus acanthaspidus,dolichiscus hiemalis,174596
dolichodasys elongatus,dolichodasys elongatus,114587
dolioletta gegenbaueri,dolioletta gegenbauri,137241
dolomena variabilis,ministrombus variabilis,1464390
donax deltoides,plebidonax deltoides,968941
dondice occidentalis,nanuca occidentalis,1528385
doridoxa ingolfiana,doridoxa walteri,576389
doriopsilla pharpa,cariopsilla pharpa,724107
doriopsis flabellifera,doriopsis granulosa,549641
dorymenia quincarinata,dorymenia quincarinata,394554
dorymenia sarsii,dorymenia sarsii,140859
dorymenia tricarinata,dorymenia tricarinata,340727
dorymenia usarpi,dorymenia usarpi,340729
doryrhamphus excisus abbreviatus,doryrhamphus excisus abbreviatus,224101
doryrhamphus excisus excisus,doryrhamphus excisus excisus,293586
doryteuthis gahi,doryteuthis (amerigo) gahi,410351
doryteuthis ocula,doryteuthis (amerigo) ocula,410352
doryteuthis opalescens,doryteuthis (amerigo) opalescens,410353
doryteuthis pealeii,doryteuthis (amerigo) pealeii,410354
doryteuthis pleii,doryteuthis (doryteuthis) pleii,410356
doryteuthis roperi,doryteuthis (doryteuthis) roperi,410357
dosinia alta,dosinia alta,216569
dosinia concentrica,dosinia concentrica,507553
dosinia discus,dosinia discus,156070
dosinia elegans,dosinia concentrica,507553
dosinia erythraea,dosinia erythraea,181360
dosinia exoleta,dosinia exoleta,141911
dosinia greyi,dosinia greyi,507639
dosinia japonica,dosinia japonica,507589
dosinia laminata,dosinia laminata,507590
dosinia laminata,dosinia corrugata,507583
dosinia lupinus,dosinia lupinus,141912
dosinia tumida,dosinia tumida,507564
dosinia tumida,marama tumida,832624
draculiciteria tesselata,draculiciteria tesselata,114552
drillia bealiana,douglassia bealiana,420299
drillia cydia,neodrillia cydia,434464
drillia enae,douglassia enae,436003
drillia wolfei,clathrodrillia wolfei,871970
drilliola pruina,retidrillia pruina,832443
dromia wilsoni,metadromia wilsoni,440094
drupa grossularia,drupina grossularia,596434
drupella ochrostoma,pascula ochrostoma,408072
drupella ochrostoma,muricodrupa fenestrata,408066
dudresnaya crassa,dudresnaya crassa,145225
duplicaria baileyi,punctoterebra baileyi,1415815
duplicaria raphanula,hastula raphanula,1415841
duplicaria teramachii,punctoterebra teramachii,1415844
durvillaea antarctica,durvillaea antarctica,373370
drupella cariosa,no match,NA
durvillaea willana,durvillaea willana,373397
dynamena cornicina,dynamena disticha,117887
dynamene torelliae,dynamene bicolor,118938
dynoides saldani,dynoides saldanai,258216
eccliseogyra nitida,eccliseogyra nitida,139712
eccliseogyra performosa,eccliseogyra performosa,419801
echinaster aculeata,echinaster (othilia) aculeata,369092
echinaster echinophorus,echinaster (othilia) echinophorus,178748
echinaster modestus,echinaster (echinaster) modestus,178740
echinaster modestus,echinaster (othilia) spinulosus,178754
echinaster sentus,echinaster (othilia) sentus,178752
echinaster sepositus,echinaster (echinaster) sepositus,125161
echinaster serpentarius,echinaster (othilia) serpentarius,178753
echinaster spinulosus,echinaster (othilia) spinulosus,178754
echinochalina australiensis,echinochalina (echinochalina) australiensis,167809
echinochalina barba,echinochalina (echinochalina) barba,167810
echinochalina bargibanti,echinochalina (protophlitaspongia) bargibanti,167821
echinochalina intermedia,echinochalina (echinochalina) intermedia,167813
echinochalina laboutei,echinochalina (protophlitaspongia) laboutei,167826
echinodictyum cancellatum,echinodictyum pulchrum,191013
echinodiscus auritus,sculpsitechinus auritus,828570
echinodiscus tenuissimus,sculpsitechinus tenuissimus,828571
echinoneus abnormalis,koehleraster abnormalis,513357
echinophyllia echinata,oxypora echinata,1349604
echinophyllia taylorae,echinopora taylorae,288347
eburna faustoi,no match,NA
echinopora grandicula,NA,NA
echinopora pacificus,echinopora pacifica,1341443
echinozone quadrispinosa,notopais quadrispinosa,261579
echinus affinis,gracilechinus affinis,532039
echinus alexandri,gracilechinus alexandri,532032
echinus elegans,gracilechinus elegans,532035
echinus gracilis,gracilechinus gracilis,532030
ecklonia radiata,ecklonia radiata,214344
edentoliparis terraenovae,edentoliparis terraenovae,234699
edenttellina typica,berthelinia typica,492596
edwardsia intermedia,scolanthus intermedius,446828
edwardsianthus pudica,edwardsianthus pudicus,592989
egila virginiae,egila virginiae,532789
eglisia tricarinata,eglisia tricarinata,523761
eiconaxius rotundifrons,eiconaxius caribbaeus,421848
elasmopus alkahiranensis,elasmopus alkhiranensis,932169
electra tenella,arbopercula tenella,877091
electroma ovata,electroma alacorvi,216657
electroma physoides,pterelectroma physoides,872825
electroma zebra,pterelectroma physoides,872825
ellisella barbadensis,ellisella elongata,520722
elminius kingii,elminius kingii,394921
elphidium advenum,elphidium advenum,113254
elphidium articulatum,elphidium articulatum,113257
elphidium bartletti,elphidium bartletti,113259
elphidium crispum,elphidium crispum,113262
elysia australis,elysia australis,494430
elysia coodgeensis,elysia coodgeensis,494438
elysia cornigera,elysia cornigera,420571
elysia crispata,elysia crispata,420572
elysia diomedea,elysia diomedea,494440
elysia flava,elysia flava,139679
elysia furvacauda,elysia furvacauda,494448
elysia maoria,elysia maoria,494458
elysia moebii,thuridilla moebii,494500
elysia ornata,elysia ornata,139682
elysia papillosa,elysia papillosa,181213
elysia patina,elysia patina,420573
elysia rufescens,elysia rufescens,494470
elysia serca,elysia serca,420574
elysia subornata,elysia subornata,181214
elysia tomentosa,elysia tomentosa,233601
elysia tuca,elysia velutinus,883309
elysia zuleicae,elysia zuleicae,387756
emarginella incisula,emarginella incisura,701770
emarginula conica,emarginula fissura,139959
emarginula dentigera,hemimarginula dentigera,585727
emarginula pumila,hemimarginula pumila,585729
emmelichthys nitidus cyanescens,emmelichthys nitidus cyanescens,293590
emmelichthys nitidus nitidus,emmelichthys nitidus nitidus,293589
encope perspectiva,encope micropora,513258
endectyon fruticosum,endectyon (endectyon) fruticosum,168031
endeis charybdea,endeis charybdaea,134672
engina incarnata,clivipollia incarnata,887755
enhydrina schistosa,hydrophis schistosus,1377440
enida japonica,enida japonica,547244
ensitellops protextus,ensitellops protexta,420831
entodesma navicula,entodesma navicula,506763
eochionelasmus ohtai,eochionelasmus ohtai,733173
eosipho auzendei,thermosipho auzendei,744002
ephippodonta oedipus,ephippodontina oedipus,876057
epidirona tuberculata,epideira tuberculata,1056363
epigonichthys bassanus,epigonichthys bassanus,266221
epigonichthys cultellus,epigonichthys cultellus,212957
epigonichthys hectori,epigonichthys hectori,266223
epigonichthys lucayanum,asymmetron lucayanum,221006
epigonichthys maldivensis,epigonichthys maldivensis,212958
epimenia australis,epimenia australis,393692
epimeria frankei,epimeria (epimeria) frankei,1253321
epimeria grandirostris,epimeria (pseudepimeria) grandirostris,878614
epimeria inermis,epimeria (hoplepimeria) inermis,1053438
epimeria loricata,epimeria (epimeria) loricata,1053399
epimeria macrodonta,epimeria (drakepimeria) macrodonta,1053391
epimeria puncticulata,epimeria (subepimeria) puncticulata,1053351
epimeria rubrieques,epimeria (hoplepimeria) rubrieques,1053431
episiphon jamiesoni,gadilina insolita,344579
epitonium aculeatum,epitonium aculeatum,523772
epitonium aculeatum,epitonium muricatum,524483
epitonium alatum,epitonium alatum,207963
epitonium albidum,epitonium albidum,419803
epitonium angulatum,epitonium angulatum,160289
epitonium apiculatum,epitonium apiculatum,419804
epitonium apiculatum,epitonium hindsii,523876
epitonium babylonia,epitonium babylonia,566950
epitonium candeanum,epitonium candeanum,419806
epitonium celesti,epitonium celesti,139717
epitonium championi,epitonium championi,160291
epitonium dallianum,epitonium dallianum,139720
epitonium denticulatum,epitonium denticulatum,419807
epitonium foliaceicosta,epitonium foliaceicosta,419808
epitonium fractum,epitonium fractum,419809
epitonium frielei,epitonium frielei,419810
epitonium georgettinum,epitonium georgettinum,523856
epitonium humphreysii,epitonium humphreysii,160293
epitonium indianorum,epitonium indianorum,523885
epitonium krebsii,epitonium krebsii,419811
epitonium lamellosum,gyroscala commutata,524634
epitonium lyra,epitonium lyra,207946
epitonium matthewsae,epitonium matthewsae,419812
epitonium multistriatum,epitonium multistriatum,160295
epitonium novangliae,epitonium novangliae,160297
epitonium occidentale,epitonium occidentale,419813
alpheus ochrostriatus,NA,NA
alpheus ridleyi,alpheus websteri,421745
alpheus soela,alpheus soelae,514968
altiverruca cristallina,altiverruca cristallina,534915
altiverruca erecta,altiverruca erecta,106247
altiverruca quadrangularis,altiverruca quadrangularis,182956
altiverruca sulcata,altiverruca sulcata,345674
alvania moerchi,alvania moerchii,141216
alvania moerchi,alexania moerchi,816936
alvania wyvillethomsoni,punctulum wyvillethomsoni,423708
amaea mitchelli,amaea mitchelli,419794
amaea retifera,amaea retifera,224778
amathina tricarinata,amathina tricarinata,181105
amathys lutzi,amphisamytha lutzi,730684
ambasiopsis tumicornis,ambasiopsis tumicornis,237727
ameira parvula,ameira parvula,115521
americorophium ellisi,americorophium ellisi,421574
amigdoscalpellum elegans,amigdoscalpellum elegans,534925
amigdoscalpellum semisculptum,amigdoscalpellum semisculptum,345646
amigdoscalpellum vitreum,amigdoscalpellum vitreum,534936
ammonia beccarii,ammonia beccarii,112849
ammonia tepida,ammonia tepida,112857
ammonicera albospeciosa,ammonicera albospeciosa,420425
ammothea verenae,sericosura verenae,407708
ammotrypane aulogaster,ophelina acuminata,130500
ampelisca latipes,ampelisca macrocephala,101908
epitonium pallasii,epitonium pallasi,523939
epitonium pandion,periapta gracilis,139758
epitonium phymanthi,epitonium phymanthi,523951
epitonium replicatum,epitonium replicatum,207957
epitonium rupicola,gyroscala rupicola,524035
epitonium sericifila,epitonium sericifilum,419815
epitonium stigmaticum,epitonium stigmaticum,523981
epitonium turritellula,epitonium turritellula,738694
epitonium unifasciatum,epitonium unifasciatum,419817
epizoanthus incrustatus,epizoanthus papillosus,101037
equetus lanceolatus,eques lanceolatus,1389965
ercolania margaritae,ercolania margaritae,494668
